,ratio active/inactive,total_df_records,total_std_types,total_inhibition,data_std_active,data_std_inactive,data_inhi_act,data_inhi_ina,data_std_active_min,data_std_active_max,data_std_inactive_min,data_std_inactive_max,data_inhi_act_min,data_inhi_act_max,data_inhi_ina_min,data_inhi_ina_max
0,3.736752136752137,2771,2652,119,2186,466,23,119,0.002,1000.0,10000.0,379700000.0,0.01,35.0,50.2,104.1
