Model,R2,Q2,MSE,MAE
Random Forest,0.631830490510916,0.262133574577202,0.7776946767993025,0.7608057129731345
AdaBoost,0.8558406378097392,0.2481679658182021,0.7924141154618118,0.7431611496178689
XGBoost,0.9023571613850432,0.1297808856080005,0.9171914449473352,0.805800440898069
MLP,0.10722976231646397,0.06705940840705238,0.983298476328003,0.8555918095840271
KNN,0.617879370831511,0.3541801841318485,0.6806796130944394,0.672324545744845
Gradient Boosting,0.9758978940798393,0.23987215828600572,0.8011577106915906,0.7028818817560594
SVR,0.8269062808964134,0.23672371343105592,0.8044761010120169,0.7538528968012311
