Model,PC,MSE,R2,Q2,MAE,Best Params
AdaBoost,1,6.177073419171183,0.583937478773451,-0.1483516288732578,2.32608471132065,{'n_estimators': 50}
AdaBoost,2,4.390679532074293,0.6842811989287717,0.1837487349803089,1.8854646400316744,{'n_estimators': 50}
AdaBoost,3,5.312124547860323,0.7768675716728971,0.012447082403058,2.0582861816154856,{'n_estimators': 50}
AdaBoost,4,3.6901585225875606,0.8144539008820989,0.313979410207084,1.7567859075812169,{'n_estimators': 50}
AdaBoost,5,3.889941706388824,0.8224375164973936,0.2768386270284944,1.8227632274536505,{'n_estimators': 50}
AdaBoost,6,3.02056419062657,0.8645555219440773,0.4384606474553336,1.6197372429120998,{'n_estimators': 100}
AdaBoost,7,4.1098277315813885,0.901987910972388,0.2359606160253116,1.867603324037857,{'n_estimators': 50}
AdaBoost,8,3.880769076368152,0.883034965510814,0.2785438689627408,1.6836463874489334,{'n_estimators': 100}
AdaBoost,9,2.662315766809656,0.9137462856432728,0.5050609827783077,1.4409314301428953,{'n_estimators': 100}
AdaBoost,10,2.5579197402052745,0.923998119356056,0.5244687733392821,1.4163489750248666,{'n_estimators': 100}
AdaBoost,11,2.530280378500353,0.9322126080646598,0.5296070813827574,1.3900781374216082,{'n_estimators': 100}
AdaBoost,12,2.420665081323062,0.9228410587156196,0.5499851628011028,1.417117950378689,{'n_estimators': 50}
AdaBoost,13,2.782159771217135,0.9482235292833626,0.4827813289142472,1.5202121005219056,{'n_estimators': 100}
AdaBoost,14,2.716869637973303,0.93709801783028,0.4949191206761534,1.487296606836822,{'n_estimators': 100}
AdaBoost,15,3.424079184184348,0.9490009669667798,0.3634450100033458,1.6377371726890566,{'n_estimators': 100}
AdaBoost,16,2.533230798568966,0.9413637771413932,0.5290585822049529,1.3777246962583776,{'n_estimators': 50}
AdaBoost,17,2.9929006854082987,0.9459201343940368,0.4436034439095819,1.39091048951632,{'n_estimators': 50}
AdaBoost,18,3.210422178069923,0.949533989980748,0.40316501239642144,1.5569933212411464,{'n_estimators': 50}
