PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
-8.7497648686044,-2.835391100192581,-9.974618182319169,-1.4426343260955656,-0.45696172531524365,-1.0821745853677425,5.155354185201704,-2.4563723439963354,-1.7041811800539526,-5.153368234915111,2.390610564313282,5.81583219710998,-0.6421659302436168,-1.9906186344424504,1.5171907982972426,-2.629372163988374,-0.7286350038461609,-1.1142499516789353
1.0217035700126,-5.940179524104111,6.4203413102736135,-0.6248370544769264,-1.7450693336851484,0.24056895376721155,0.5654483354891121,0.4497394562847457,-0.7377709235544312,-0.8033525792860545,0.8363713998540044,-0.6358038068207402,0.2888028270166822,-0.45753503297877934,-0.16884701962522333,0.44626364297492765,0.4548238156435387,-0.07092259543753915
-10.618172417411678,11.346821709172943,-0.13280134027318996,3.538613285160887,-1.1775816642625898,-4.412902513375555,4.663216927605927,-0.24665479615982772,1.318562246595053,3.6219707174628706,-1.4829271374725295,-0.7813010567267009,0.33792340829730005,1.0710582301825904,-1.6128973836971803,0.830330402531598,0.9594158743600713,0.5350276993831312
20.127247451909547,-5.898740178490942,-3.5079971008690687,6.181274167887103,-3.1918347700704977,0.3127359903982583,-4.718299510329607,8.580773487081085,7.892644531652832,-0.35301836519374236,-2.9465340939630242,7.304343812159049,10.295951360325155,-1.8019616491846793,-6.105730702946817,0.2966749657563368,1.0759370946490756,-2.3790857135609027
-4.840555658882813,-8.33218322462759,-19.80214223508356,-1.3482072999124817,5.719128952089129,-1.1564664778545926,-3.571254163051995,-2.132112525833363,2.9608733346046208,-1.8641905062717428,1.9362717187261476,-6.061250574788023,2.2656043644965953,0.8062367926889593,-0.8410496250814767,1.6089344319308136,0.8371102875723551,-1.5081017892377018
32.28003855664118,11.572746588001461,-14.153369264225446,-8.977598318376682,-10.136917225174066,-3.021988180100642,2.2504601693435102,-2.745415533525178,-3.5064062569045378,1.8073689682188017,-0.22417401420515198,-1.6667079722047484,0.36566734666093803,1.757620078305449,-0.2677390078578281,-1.5344572510115675,-0.6557610470203258,1.3240625617714277
-0.6969198392135968,-7.203436792024756,-5.139263128386219,-0.03171029027470073,1.587253127130096,2.2020680494037226,-0.0896780227145936,2.197010571681207,-0.6866686202918596,2.8109336105059146,-1.495319253378672,1.304774342245868,-2.6873044442919536,-0.7157161154678429,0.24943616975986702,0.09274427292659429,-0.3804136102742304,1.4194985674133977
8.694015282309984,5.201254766584531,9.413975125535227,-6.60600866186784,13.715011876299537,-7.516616076292806,-1.3185029003257223,1.339352166004789,-1.0149908301442454,-0.932514290785483,-2.181982000123773,0.1832950237882685,0.5655685461854874,0.5588714670175599,1.756273844229897,-1.430815844772053,-1.0981107641965617,0.21867645197256622
21.890370669797303,4.2352004168850685,2.8227237161756915,21.336431602185016,7.838462180205376,14.050632081253337,7.9524043903495665,-3.296588412901579,-2.654315995547379,3.369624202413009,1.8362204369710151,-6.301447658163913,-3.269743704562153,0.6029491919458647,2.379489776297732,-0.2551825483843092,-2.2846843962385934,-4.429405387249961
-10.832463758701065,25.718688266533512,3.6955421276726717,-16.832756643225263,-4.867701126602772,6.991893013833079,-8.719512941089334,6.572542821514378,3.584380108466282,3.949291976615293,10.14354485931206,-2.3781487820493163,-3.1054500489161447,-7.125951219898206,1.0731521644151638,1.4003465255977894,-2.9764223898860376,-2.613113200925989
-3.916703678584987,11.556533941680758,-8.985562882415158,7.937926470516302,0.33012653347170207,1.9874805064517505,-12.472222066827909,0.11116582972302282,-9.142387853769522,0.5652225473169328,-4.150199948831317,5.928739887174121,-3.2556992968027387,2.290703159093727,-0.5957106683469795,-0.31716176177182304,1.2936337925646477,-1.2854707974514377
-2.6410716070355815,12.495838130506707,2.1727702469991064,11.503809355318417,-2.662596188957323,-0.07299223278729161,-7.366681952880784,-0.4648322593590974,-0.7874037617467794,-5.702594927932257,-0.0801637850128646,-1.4264836390892017,0.4561318205669182,-0.5644948719683232,0.5909865388882883,-1.5509333224414845,0.2775482996807629,0.7541474547227425
-12.273554218528432,7.802895792637315,0.38602520162954296,-7.827735657674831,-0.15071464638738158,8.908993158725403,2.489683138720387,1.8494689427757172,3.4256104257011444,-2.1284648191359867,-3.545868866233435,1.9287838608700514,1.9880838441690587,6.02491779643854,2.1484908290583165,0.00902052180657262,-2.61338399013352,0.607456744183529
5.527520314730603,-4.685164201689515,9.285533754650485,-1.095725546045478,-1.111571714231694,1.1006941343387975,-7.749027440497567,-21.02856109230087,12.29356167007809,7.12106206922703,0.7729574147938568,6.387036409898835,-1.7228373207606682,0.8584945294654527,1.3876685862960916,0.2688190758008324,0.285658859762905,-0.07742946037449881
