,PC1,PC2,PC3
mordred_ATS3s,1.4487115257267025e-08,-6.445935569454234e-06,3.163050807434072e-05
mordred_ATS4s,2.4872395701367642e-08,-2.0691621715691593e-06,1.7810780879398077e-05
mordred_ATS5s,1.690621074463402e-08,-1.1447805894475388e-06,1.2658983488624422e-05
mordred_ATS7s,1.987675504344878e-08,-1.747685753300677e-06,6.4920968243067136e-06
mordred_ATS0Z,1.7470270715703116e-08,-5.916302565696219e-06,7.940735550086585e-05
mordred_ATS2Z,1.3954433130696854e-08,-1.7999151038325832e-06,5.483464841608224e-05
mordred_ATS0p,9.07253441050842e-09,4.0643923439310646e-07,5.011255465839833e-05
mordred_AATS0dv,1.0194028506879603e-08,-5.608100871153787e-06,4.7167436528086366e-06
mordred_AATS1dv,6.084490460225397e-09,-1.8239484260383574e-06,-3.5427291362466897e-06
mordred_AATS2dv,1.1388969302316012e-08,-2.0452308306840703e-06,6.096742440316431e-06
mordred_AATS3dv,1.2728526803126606e-08,8.86048310459087e-09,-1.030314087384476e-05
mordred_AATS4dv,1.1783111754885357e-08,-2.9188264547363316e-06,1.672086711463776e-05
mordred_AATS5dv,1.1630268968767917e-08,-3.0188010743617785e-06,1.5124163967268095e-05
mordred_AATS6dv,1.4292688501966699e-08,-2.60449031092967e-06,1.924635587933027e-05
mordred_AATS7dv,8.523376372873643e-09,-2.4904983280350112e-06,2.9718322487109657e-05
mordred_AATS8dv,1.133337255456176e-08,-5.732812663971221e-06,1.1032399894969002e-05
mordred_AATS0d,2.4328411088900376e-09,-2.173218413046437e-06,3.514750458083968e-05
mordred_AATS3d,7.3297126942501265e-09,2.646912283735818e-06,4.0653342326045405e-05
mordred_AATS4d,2.5090131026392227e-09,-7.447689466779988e-07,6.0870887779465195e-05
mordred_AATS5d,1.2225307511219788e-08,-1.3466360070604955e-06,6.506637398970535e-05
mordred_AATS6d,8.874989810049465e-09,-6.061405747307307e-07,5.232611797031731e-05
mordred_AATS7d,2.358915914639373e-09,-8.877159964628815e-07,4.7384608964236377e-05
mordred_AATS8d,3.698370526324902e-09,-4.439050377027113e-07,4.023993932038638e-05
mordred_AATS1s,4.704463050931176e-09,-1.5522809555410931e-06,-4.2394038902573736e-05
mordred_AATS2s,3.273314327866433e-08,-6.354380341380924e-06,-1.6695628504608535e-05
mordred_AATS3s,4.0461363792297e-09,-6.213597215633316e-06,-1.1838948743828768e-05
mordred_AATS4s,1.1153261220959522e-08,-4.338398617572102e-06,7.946144933602552e-06
mordred_AATS5s,6.636550823736293e-09,-4.309382506077049e-06,1.0901150694903786e-06
mordred_AATS6s,1.0660434577652247e-08,-6.3328000561520085e-06,6.192500526241042e-07
mordred_AATS7s,7.259705251187281e-09,-4.783655604750414e-06,1.5764892130365134e-05
mordred_AATS0Z,1.6123697995171007e-09,-4.293586647583413e-06,3.186028989330171e-05
mordred_AATS1Z,1.292830530470639e-09,-6.075754845605238e-06,4.446895214683138e-05
mordred_AATS3Z,4.14296339897987e-09,-2.999103101916434e-06,1.288305764769842e-05
mordred_AATS4Z,3.3334354724885264e-09,-2.9070484951477163e-06,2.863208244687704e-05
mordred_AATS5Z,5.504538794346418e-09,-4.494226692767097e-06,3.0747118585663704e-05
mordred_AATS6Z,7.096993832786809e-09,-3.108221402514259e-06,2.713842815089513e-05
mordred_AATS7Z,2.6852951969186794e-09,-2.6945298208871137e-06,4.08719661484547e-05
mordred_AATS8Z,7.969897990972813e-09,-4.8743086388091116e-06,3.78571305188925e-05
mordred_AATS0v,-3.5185019356445783e-09,-3.0613518995408277e-06,4.0181112902780814e-05
mordred_AATS3v,2.8364212911804465e-09,2.2490743081953203e-07,-1.0937542630013946e-05
mordred_AATS4v,3.1015408900355086e-10,-1.7868605818682027e-06,4.757807979685368e-05
mordred_AATS5v,5.4694942944588375e-09,-2.641159759161326e-06,4.178001888570268e-05
mordred_AATS6v,8.139701810308286e-09,-2.087896495367489e-06,2.735588394391973e-05
mordred_AATS7v,7.06571341445822e-10,-1.168464732490056e-06,5.2240747429476304e-05
mordred_AATS8v,3.1229456562228174e-09,-1.5323259595578228e-06,3.083258287111313e-05
mordred_AATS5se,8.912050238099896e-09,-4.327037092149614e-06,3.277256424478552e-06
mordred_AATS6se,1.3476155011549707e-08,-5.273206697299227e-06,1.1088871629398603e-05
mordred_AATS7se,7.456100238089414e-09,-3.7254076628920824e-06,3.652743893085366e-05
mordred_AATS8se,1.4955899522635934e-08,-5.4856543508460475e-06,8.983603787619014e-06
mordred_AATS0p,-8.826420893945022e-09,-4.617412208890487e-06,6.582557247488195e-05
mordred_AATS3p,-2.2732134649868523e-09,1.0196317131759473e-06,-1.2123024986735409e-06
mordred_AATS4p,-4.102142914461177e-09,-1.9634540024375007e-06,5.59645432453078e-05
mordred_AATS5p,1.5659369103106272e-10,-2.378951883375196e-06,4.943601530329637e-05
mordred_AATS6p,1.3977948464637155e-09,-1.8642589013397635e-06,2.744008385113414e-05
mordred_AATS7p,-3.134902808437052e-09,-6.253403839966635e-07,4.926297054283668e-05
mordred_AATS8p,-3.5287803121642993e-09,-8.302792021671051e-07,4.158037189851435e-05
mordred_AATS0i,1.8648175310824516e-08,-9.207130512851045e-07,-5.4393926642216395e-05
mordred_AATS1i,6.365961216660218e-09,-1.3162775476104923e-07,-5.469611954082379e-05
mordred_AATS2i,8.355778375351617e-09,9.684632834084175e-07,-4.89839481561422e-05
mordred_AATS3i,4.112610603747355e-09,-2.9806291180735795e-06,1.4348078824209769e-05
mordred_AATS4i,9.734070506518273e-09,1.0252520154729046e-07,-3.461958046499436e-05
mordred_AATS5i,1.8677981492150155e-09,7.431513640711928e-07,-7.403328406405594e-05
mordred_AATS6i,4.82305283010898e-09,-3.3121929297818657e-07,-1.868579712599862e-05
mordred_AATS7i,9.291073078196615e-09,-2.668786412172637e-07,-5.892496913232171e-05
mordred_AATS8i,1.1340285987950378e-08,-2.2969123150665296e-06,-6.856675883127671e-05
mordred_ATSC0c,6.764640267735141e-09,-8.654801833439425e-06,8.65443704536381e-06
mordred_ATSC1c,-1.632580393107453e-08,-9.425125127756166e-06,-2.905286747157143e-05
mordred_ATSC2c,5.767107600589628e-09,8.012527052306574e-06,1.4375876493509733e-05
mordred_ATSC3c,-4.310569571384277e-09,1.250640914410145e-05,-1.1760702587361753e-05
mordred_ATSC4c,6.0493189670206374e-09,-6.231966931744485e-06,1.3378837504330377e-05
mordred_ATSC5c,-1.487222846255166e-08,1.7686997468805158e-06,-1.8695093642001146e-06
mordred_ATSC6c,1.474569715887711e-08,-1.042680814429173e-06,-3.196145285330803e-06
mordred_ATSC7c,-1.5113123598908356e-10,4.175008351077002e-06,-1.1673686112461647e-05
mordred_ATSC8c,-6.386268115734893e-09,-8.067835547692121e-07,1.3026529320217015e-05
mordred_ATSC1dv,7.56411484905097e-09,1.5404626983377899e-06,-1.6478592526650812e-05
mordred_ATSC2dv,2.8405172971503778e-08,-1.1665178028235311e-06,4.1675242126480734e-05
mordred_ATSC3dv,1.1655775444410564e-08,9.754573096469691e-06,-3.3082057217546465e-06
mordred_ATSC4dv,2.267127947810099e-08,1.798612890824694e-06,-7.494906904674112e-05
mordred_ATSC5dv,8.538872593315148e-09,-2.499516524123282e-06,-1.2610700000521086e-05
mordred_ATSC6dv,1.2538533366136168e-08,4.0148993116146275e-06,1.1261377793674346e-05
mordred_ATSC7dv,1.6526243360630007e-09,8.828442590651506e-07,-5.096196275338715e-05
mordred_ATSC8dv,-6.94176302611925e-09,-2.60180665551702e-06,-2.016976908391891e-05
mordred_ATSC1d,5.332360909847019e-09,5.09030128142983e-06,-3.902709158940178e-06
mordred_ATSC2d,7.962212944655596e-09,7.814416763897812e-06,2.9381880568022733e-05
mordred_ATSC3d,1.099605439742719e-08,-1.1473623287182168e-06,5.269038226918345e-06
mordred_ATSC4d,1.645031478921733e-08,1.2786842151327463e-07,-3.073463242509007e-05
mordred_ATSC5d,-2.812159895668991e-09,-1.5783793089336371e-07,-1.104704619704453e-05
mordred_ATSC6d,-4.801570082459537e-09,-2.0635736936502026e-06,-2.3054568109469708e-05
mordred_ATSC7d,-1.765376298354151e-10,-8.896651633432306e-07,-4.53372058513789e-05
mordred_ATSC8d,-1.0924005608972545e-08,-1.9831263549259475e-07,-1.4628621065523746e-05
mordred_ATSC1s,-9.112641562626685e-09,7.039001715187204e-06,-1.0609640578387575e-05
mordred_ATSC2s,1.1191842810504913e-07,-6.392415519628894e-06,-2.8463960071786023e-05
mordred_ATSC3s,8.526447999213108e-09,2.294862493137827e-05,1.0340708191106372e-05
mordred_ATSC4s,2.0805676548911374e-08,4.736092505159183e-06,-5.234820580924152e-05
mordred_ATSC5s,3.4275668842500248e-09,-1.329993915014797e-06,-4.553073861368653e-05
mordred_ATSC6s,2.994886419161324e-09,2.6593842570848188e-06,3.841422795151928e-05
mordred_ATSC7s,-1.6695552963586496e-08,4.181075955496892e-06,-9.155716866273941e-06
mordred_ATSC8s,-1.7960290979931043e-08,7.694205328488662e-07,1.4884476120885368e-05
mordred_ATSC0Z,5.513393289831779e-09,-3.0226675377143357e-06,4.0115093741807866e-05
mordred_ATSC1Z,1.4986669240519983e-09,-1.1108782435974551e-05,0.0001002704170957747
mordred_ATSC2Z,9.837476543132324e-09,1.6847159360901223e-06,-4.079450287735908e-05
mordred_ATSC3Z,5.433422555352385e-09,7.800513486390106e-06,9.31166553510165e-06
mordred_ATSC4Z,1.0571534675563153e-08,1.3308881786314715e-06,-2.7527446564073293e-05
mordred_ATSC5Z,9.594658508512077e-09,-1.114386609830095e-07,-4.686906015404611e-05
mordred_ATSC6Z,6.120391910338433e-10,3.7962216977962334e-06,3.9634576972453864e-05
mordred_ATSC7Z,4.881966751567802e-09,1.4383878021428022e-07,-5.906720486810791e-05
mordred_ATSC8Z,-1.3841328357628594e-09,-2.4731522765342656e-06,1.5927495634061368e-06
mordred_ATSC1v,-3.662329821003197e-09,-9.614025265260342e-07,4.057545811470864e-05
mordred_ATSC2v,3.2971384968229635e-09,7.983482422185954e-07,-3.556802490121346e-05
mordred_ATSC3v,2.856248626536795e-09,8.627878988349157e-07,4.7112198094419603e-05
mordred_ATSC4v,1.1492259896516373e-08,2.660309077408206e-06,-4.548660076147086e-07
mordred_ATSC5v,5.814597354012448e-09,-4.782123272444117e-07,-6.270649377816551e-05
mordred_ATSC6v,-7.784096267959094e-09,1.4114272623419145e-06,5.5739060793677787e-05
mordred_ATSC7v,5.99852089231159e-09,3.664548589461985e-07,-5.294887967693847e-05
mordred_ATSC8v,-8.212356187151113e-09,-2.313851736717522e-06,-4.0484282779779594e-05
mordred_ATSC1se,-1.5324836936500525e-08,-1.2432994431879374e-05,1.5247580706629902e-06
mordred_ATSC2se,5.7725432601106355e-08,1.7425239592059146e-06,6.124787729967719e-06
mordred_ATSC3se,-2.412601707116145e-09,1.3430799394896137e-05,-1.1051195187430946e-05
mordred_ATSC4se,2.959026545798381e-08,1.5424108913529675e-07,-4.6497407386819204e-05
mordred_ATSC5se,-5.210222169746676e-09,-6.342848319247645e-07,-2.2395354620358253e-06
mordred_ATSC6se,1.823707048950525e-08,2.0126826119322834e-06,1.2881151645000325e-06
mordred_ATSC7se,-1.4444164451661376e-08,3.464717275522398e-06,-1.5349416688765698e-05
mordred_ATSC8se,-1.8205075390680362e-08,-4.024525022964186e-06,1.4960308926630644e-05
mordred_ATSC1pe,-6.533206595654604e-09,-2.983257031252266e-06,-1.8790849243246128e-05
mordred_ATSC5pe,8.09235469348871e-10,-1.3185186898613062e-06,-6.427323664672822e-06
mordred_ATSC8pe,-9.802475380791331e-09,-2.06396247766212e-06,5.54053785238983e-06
mordred_ATSC0p,5.783198980263629e-09,-1.986079623829658e-06,4.35111365635264e-05
mordred_ATSC1p,-8.658644167750025e-09,-2.622968511510452e-06,4.2449825910841074e-05
mordred_ATSC2p,6.942840213149311e-09,2.934558061119299e-06,-4.889271090210728e-05
mordred_ATSC3p,-5.824585035014546e-10,-4.480186551708679e-07,3.534758070278086e-05
mordred_ATSC4p,7.414843053434428e-09,4.7274293578435155e-07,2.5106785119202835e-05
mordred_ATSC5p,8.06598678399706e-10,1.633227145264333e-06,-6.22461615200183e-05
mordred_ATSC7p,6.972583231307722e-11,3.429897719660331e-06,-5.1581721901233676e-05
mordred_ATSC8p,-1.4799821438196709e-08,-3.787850809037095e-06,-1.7569528410332614e-05
mordred_ATSC0i,3.724916863131617e-08,-2.6557165640534535e-06,-7.209310619598023e-06
mordred_ATSC2i,1.9889363135303098e-08,2.1273267976650094e-06,-6.909391377201725e-05
mordred_ATSC3i,-7.759113695155064e-09,9.215898850439334e-07,1.7710586813472226e-05
mordred_ATSC4i,1.4615276993894735e-08,1.0454983620798822e-06,5.158669753393295e-05
mordred_ATSC5i,-8.200947802582139e-09,1.3238879955815736e-06,-3.431343167967236e-05
mordred_ATSC6i,1.663175826799192e-09,-1.4404380512141738e-06,-2.2808830207055237e-06
mordred_ATSC7i,-1.596005026543923e-08,4.258692562632247e-06,1.5041910721874088e-05
mordred_ATSC8i,-2.0518366838168062e-08,-3.1351121459588614e-06,-1.6167301279609238e-05
mordred_AATSC0c,2.830672102926006e-09,-1.2631808896807051e-05,4.013835981357547e-06
mordred_AATSC1c,-7.024840976792852e-09,-6.252899754834232e-06,-1.2536308920975164e-05
mordred_AATSC0dv,1.2391495386354502e-08,-6.343173927220214e-06,-6.59561256605579e-06
mordred_AATSC1dv,3.660812751676818e-09,8.381387108085301e-07,-3.342500408771455e-05
mordred_AATSC0d,1.5134741778098537e-08,-7.870346423720294e-06,6.615306351495007e-06
mordred_AATSC1d,-6.263852658679863e-10,4.490259864404455e-06,-2.2379912748317205e-05
mordred_AATSC6d,-4.721894471779951e-10,-1.5862129631972541e-06,-2.294854116696094e-05
mordred_AATSC0Z,6.281425506729198e-10,-7.632961635724849e-06,6.474021766718685e-05
mordred_AATSC0v,-1.2337663553484479e-08,1.694748086555531e-06,3.427904088184268e-05
mordred_MATS1c,-6.72519957127661e-09,-2.065034014603526e-05,-1.2604544615028214e-05
mordred_MATS1dv,-2.303891923466721e-09,4.6115308509503105e-06,-3.44946196051504e-05
mordred_MATS1d,-3.957845953670383e-09,5.436339793787277e-06,-2.051987381616435e-05
mordred_MATS1s,-3.2867516621925853e-09,6.7728400286839805e-06,1.5975748449981675e-06
mordred_MATS2s,2.9118454962768735e-08,2.0833544053583774e-06,-1.0610307226999671e-05
mordred_MATS5s,-6.838834424922936e-09,3.2182604559357495e-06,-6.845450953997164e-05
mordred_MATS7s,2.9737868015170816e-09,-3.329048023645704e-06,-1.1432610375069955e-05
mordred_MATS8s,-1.1763622431244874e-08,3.3307633645150647e-06,-1.591635995899346e-06
mordred_MATS7Z,1.08326527398029e-08,-1.7005643670813396e-06,-6.390121403778554e-05
mordred_MATS7pe,2.7143593440461367e-09,9.149542371523877e-07,-3.6988826510059346e-05
mordred_MATS1i,7.34621565104536e-10,-3.074714643119154e-06,4.071820511474197e-05
mordred_MATS2i,8.210245100289982e-09,2.2562617061285823e-06,-6.502500875786783e-05
mordred_GATS1c,1.5378856770850793e-08,3.4237264475373965e-05,-2.390259604779495e-05
mordred_GATS2c,-3.1666990304398655e-09,5.031551928025172e-06,-4.686394230568554e-05
mordred_GATS3c,1.938143440294443e-09,-1.1752016077544834e-05,2.896584170623523e-06
mordred_GATS4c,-7.575163688922287e-09,5.244534288561057e-06,6.556480541865987e-06
mordred_GATS5c,4.0320319889308365e-09,4.832121914009965e-06,-2.768046102650212e-05
mordred_GATS6c,-5.019865067628785e-09,4.1551765220334415e-06,1.8124259259595635e-06
mordred_GATS7c,-3.335237974142652e-09,2.7098608717204868e-06,3.162542962296026e-05
mordred_GATS8c,6.492497179424132e-09,2.309128647627054e-06,-5.966419533280415e-06
mordred_GATS1dv,-9.482448688673847e-09,4.599988865688142e-06,1.1358485202019086e-05
mordred_GATS2dv,-6.71899624038402e-09,4.660253636386488e-06,-3.128271888650247e-05
mordred_GATS3dv,-1.7922145007246674e-08,-1.0284091396008486e-05,1.1252255537166112e-05
mordred_GATS4dv,-1.2553463216042874e-08,3.089844270849742e-07,6.73821590543143e-05
