ID,Cluster
0,4
1,2
2,4
3,2
4,8
5,2
6,2
7,1
8,2
9,2
10,1
11,2
12,1
13,2
14,0
15,2
16,6
17,0
18,0
19,0
20,6
21,5
22,5
23,5
24,5
25,0
26,0
27,4
28,6
29,1
30,5
31,7
32,5
33,0
34,7
35,3
36,1
37,7
38,0
39,3
40,3
41,7
42,3
43,3
44,6
45,3
46,7
47,7
48,1
49,7
50,3
51,0
