Model,PC,MSE,R2,Q2,MAE,Best Params
MLP,1,1.9609341743712847,0.248884978314658,0.4567989505701431,1.1337684773120351,"{'alpha': 0.0001, 'hidden_layer_sizes': (100, 100)}"
MLP,2,0.2593053853546271,0.5713213210595397,0.9281694616329444,0.3703704794406368,"{'alpha': 0.0001, 'hidden_layer_sizes': (100, 100)}"
MLP,3,0.1398955286978113,0.5343611287896983,0.9612473488440476,0.2880307101533591,"{'alpha': 0.001, 'hidden_layer_sizes': (100,)}"
MLP,4,0.0038835632469228,0.8756458355130387,0.9989242088496254,0.0314440213287206,"{'alpha': 0.0001, 'hidden_layer_sizes': (100, 100)}"
MLP,5,0.0088929360745965,0.8619673508450796,0.997536555652215,0.0523581714170553,"{'alpha': 0.0001, 'hidden_layer_sizes': (100, 100)}"
MLP,6,0.0121049130595491,0.8256042184356329,0.996646801527995,0.0756419780305314,"{'alpha': 0.001, 'hidden_layer_sizes': (100,)}"
MLP,7,0.0461212438058904,0.7624257007881132,0.9872238913657556,0.1564549770613816,"{'alpha': 0.001, 'hidden_layer_sizes': (100,)}"
MLP,8,0.0103487314195094,0.8265284871954832,0.997133283798704,0.0635142668545521,"{'alpha': 0.001, 'hidden_layer_sizes': (100,)}"
MLP,9,0.3978338068927173,0.8831319444430292,0.8897955146953944,0.5103625998741875,"{'alpha': 0.001, 'hidden_layer_sizes': (100,)}"
MLP,10,0.00011587416687872415,0.8936823911536792,0.9999679015390354,0.008468557524371713,"{'alpha': 0.0001, 'hidden_layer_sizes': (100,)}"
