Model,R2,Q2,MSE,MAE
Random Forest,0.7205248573996115,-0.16626962016585534,2.436842787320862,1.2320097306600744
AdaBoost,0.8856376092932492,-1.0075450610874412,4.194631856771548,1.6510382633607796
XGBoost,0.9856828672529221,-0.7300515590256633,3.61482764397598,1.5668102826300534
MLP,0.8713176851021738,-34668404133328.18,72437324182562.39,707897.453764501
KNN,0.5260635743849388,-0.6459923841064477,3.4391915898696377,1.5129941989480953
Gradient Boosting,0.5442433825641837,-0.10514191718113253,2.3091205183461887,1.2076974106311085
SVR,0.8356558462708252,-0.758494957013178,3.6742582319243446,1.5888353489548674
