ID,Cluster
0,0
1,1
2,2
3,2
4,1
5,2
6,2
7,1
8,2
9,2
10,0
11,2
12,1
13,0
14,1
15,2
16,1
17,1
18,1
19,0
20,1
21,1
22,1
23,1
24,1
25,1
26,2
27,2
28,1
29,1
30,1
31,3
32,1
33,0
34,3
35,3
36,1
37,1
38,0
39,3
40,3
41,1
42,3
43,3
44,1
45,3
46,3
47,3
48,1
49,3
50,3
51,1
