Model,R2,Q2,MSE,MAE
Random Forest,0.7144285854998697,0.6597213024446238,0.18515175316400326,0.3865504613657666
AdaBoost,0.9895620091274574,0.7890066108729618,0.1148052939650399,0.32423562628560065
XGBoost,0.9908825450784073,0.586979022434666,0.22473213468582529,0.35359083237420863
MLP,0.7697295347850167,0.8099638660990519,0.10340207485525532,0.2743803291815492
KNN,0.814744139572414,0.8268865499649969,0.09419413851210533,0.2672252937520962
Gradient Boosting,0.8498313724136735,0.7830439643345173,0.1180496770781221,0.29443381012116315
SVR,0.914540224966034,0.8056346851840391,0.10575765997397503,0.26130190968082945
