Model,PC,MSE,R2,Q2,MAE,Best Params
KNN,1,5.076018437818088,0.5011536684705942,0.0563404956191679,1.986169450470808,{'n_neighbors': 3}
KNN,2,4.488021131451301,0.3477299706262847,0.1656524009048893,1.92010240413444,{'n_neighbors': 5}
KNN,3,3.3272539131910297,0.5270604508916882,0.3814453558169771,1.5653873960135856,{'n_neighbors': 3}
KNN,4,3.978215332387892,0.2326523838061392,0.2604280786468015,1.8152393606372264,{'n_neighbors': 5}
KNN,5,4.259798383466303,0.1114437054412459,0.2080802541308378,1.9329014295017075,{'n_neighbors': 7}
KNN,6,4.181388717510798,0.2035327951052093,0.2226570385575791,1.8567008534458744,{'n_neighbors': 5}
KNN,7,3.4287308032093504,0.1685888980831195,0.3625802486638284,1.6763448001217462,{'n_neighbors': 7}
KNN,8,3.879136470224244,0.2155124978205405,0.2788473793466142,1.810393122039831,{'n_neighbors': 7}
KNN,9,3.5772652663151274,0.2010504555781795,0.3349668820941592,1.7288431707169034,{'n_neighbors': 7}
KNN,10,3.245680639092386,0.15836165377765554,0.39661027224697665,1.5575781360702126,{'n_neighbors': 7}
