Model,PC,MSE,R2,Q2,MAE,Best Params
SVR,1,4.373363158999083,0.1789651123047184,0.1869679431518321,1.923769627018312,"{'C': 1, 'gamma': 'scale'}"
SVR,2,5.451904727117984,0.0572545791419433,-0.0135388150668585,2.146276711328436,"{'C': 0.1, 'gamma': 'auto'}"
SVR,3,5.364009535910531,0.0509940849906913,0.0028013802236722,2.1362572290092285,"{'C': 0.1, 'gamma': 'auto'}"
SVR,4,5.367573877072233,0.0498332373863342,0.0021387497672822,2.1368867659058286,"{'C': 0.1, 'gamma': 'auto'}"
SVR,5,5.363507121623891,0.0529977263120532,0.0028947817789528,2.131935923118567,"{'C': 0.1, 'gamma': 'auto'}"
SVR,6,5.39069143749353,0.0491051888342968,-0.0021589307626237,2.1375931887078075,"{'C': 0.1, 'gamma': 'auto'}"
SVR,7,5.386161727596247,0.0494966589124955,-0.0013168329946544,2.1361701550642533,"{'C': 0.1, 'gamma': 'auto'}"
SVR,8,3.9681728694929146,0.2150879434843069,0.2622950272551108,1.851254360577701,"{'C': 1, 'gamma': 'scale'}"
SVR,9,3.291035061512372,0.2684083465631978,0.3881786378259008,1.6957909965369935,"{'C': 1, 'gamma': 'scale'}"
SVR,10,3.2163813121023592,0.2816369804995166,0.40205717688784814,1.6948747122548264,"{'C': 1, 'gamma': 'scale'}"
