Model,R2,Q2,MSE,MAE
Random Forest,0.7786677432217238,0.15929161326024044,0.8404726975367987,0.7375836178200953
AdaBoost,0.8613866165003692,0.1512606212151396,0.8485014381256942,0.7202812906970253
XGBoost,0.9895478358070294,0.19568212999308454,0.8040923827384413,0.7383813125042286
MLP,0.39967227426595975,0.03914184682015387,0.9605887804748113,0.7593583966130615
KNN,0.6990665433626376,0.3144381275358695,0.6853696779602454,0.6206192801795161
Gradient Boosting,0.9625216002099296,0.12601830921957413,0.8737366735409745,0.7570948292614704
SVR,0.989761869974469,0.35692688411261075,0.6428928329349176,0.6340706159795835
