,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19
rdkit_PEOE_VSA12,-8.686451814836951e-09,-1.4466870223688168e-06,-1.4774307894201948e-05,4.2286294993370715e-05,-0.00012207445345350178,0.0004533169051230313,-0.0017992185295393967,0.013489175033299598,-0.08637101171313769,-0.011297662793223695,0.008933109760553672,-0.07337148015313955,0.2142347708284235,-0.07113865161906918,-0.20281628056683612,-0.0023748538168030893,0.061758300902846106,0.014369439147536224,0.2587464121949102
rdkit_PEOE_VSA14,4.974083501783578e-08,1.003665422419843e-06,3.6356074204043506e-05,0.00047871868960710416,0.0005915403209709479,-0.0005880267768477749,-0.004205514397372535,-0.029106189560182256,0.012200905245237774,0.0038086747702724467,0.0018452285209597421,0.008653538280333604,-0.0023778573006087086,-0.05784001974315358,-0.006594367635495379,-0.1080636198668982,0.04132975518862066,-0.05867563994574384,-0.04814363075715788
rdkit_PEOE_VSA2,-6.1213169243020634e-09,5.394900310275539e-06,7.176732611071137e-05,0.00013893551155823707,0.0007021899973698152,-0.0020993376728732807,0.005028569068887967,0.00932114458658844,-0.019542823027650872,0.016595587598200633,0.12483866185066654,-0.05609152726450083,0.0767706334455455,-0.0679021457157031,-0.12569114121591143,-0.023989123195963413,0.00348613551786371,0.0074190559730923636,0.06474172314083147
rdkit_PEOE_VSA3,-1.2655377940847335e-08,-6.0794144128362095e-06,-0.00011275140088050351,-0.002526044561152588,-0.0020017948806112934,0.0017852400389681462,-0.018293261527589554,-0.05099302116193421,-0.0774984892980853,-0.05451317330508578,0.04306294896415323,0.05038823752480612,0.1798659684494121,-0.032547360647005606,0.07714885501029836,0.15081705533723105,-0.017394708962639765,0.13472822894826111,-0.16983973485270445
rdkit_PEOE_VSA4,7.420508738461032e-08,7.0551022473990675e-06,8.793672270913336e-05,0.0007863940583419507,-0.0002068784055706202,0.0024615394627538153,-0.024439327616593298,0.01306840632633926,0.030439293737334682,0.04684958838858454,-0.0621737935228583,0.048703528911986614,-0.06772004588662629,0.13002004917392593,-0.14634054968909854,-0.271433376697998,0.10799530914819294,-0.18031976909837025,0.03247157934304629
rdkit_PEOE_VSA5,-5.090237025951095e-09,4.479366076681432e-06,4.309500721764319e-05,0.0006260798458106329,-0.0011599874676561448,0.0008627790515292558,-0.009909619142795478,0.04116728248177018,-0.01691328047806713,-0.015611668064570728,0.009636376060986277,0.03620138352817575,-0.09332174852823401,-0.0588991680173751,0.028955817748450418,0.053662450429785874,-0.02165362599137595,0.1024611881808903,0.24044193592789498
rdkit_PEOE_VSA6,1.0499476566881983e-08,-4.402350354655473e-06,0.00016382987225930883,0.005572302877357793,0.001915180382000667,0.018473014272982924,-0.003801200718147278,0.019251273639429647,-0.08168929757405698,-0.20801517886144705,-0.3847998903979435,0.022527808580988764,-0.2591935440700043,-0.19231075783205104,-0.16172164441677853,0.2466575489359931,-0.17399866035237485,-0.052787506790996155,-0.057360071027578494
rdkit_PEOE_VSA7,3.6675666797128416e-10,2.589795553968986e-06,7.678112174146536e-06,-7.89634984557371e-05,0.00016036408027931209,0.000636084989189437,0.0026206761501880106,0.003951466140070468,0.01606434919651935,-0.03431967739923507,0.012712796291590167,-0.008186880556984306,0.03803045706760688,0.014741232787928535,0.08020815817889458,-0.04004872396367172,0.029052281184240778,-0.025626227754455645,0.052778681482841656
rdkit_PEOE_VSA8,4.219984883274368e-09,1.0766251315801953e-05,-1.3735271509289757e-05,0.00014331873447767014,0.0003864309854082478,-0.0003224779261886987,0.0007514820178074359,0.001399689715704931,0.028258614239974934,-0.030109835218578757,0.002306254563674198,0.025137220336158176,0.015815325603462608,0.007317457069194162,0.0056606004248103995,-0.054377103352804566,-0.004026668078329194,0.021972060701583983,-0.008774866667711524
rdkit_PEOE_VSA9,3.3386771040498157e-09,-1.1162282900523875e-05,2.3939879989226645e-05,0.0001677545423907964,-0.0001786024174682277,-0.004810937068981491,0.0010593822067068207,-0.009654329659975609,-0.006528802866743175,0.018099080148990417,-0.017191113205656534,-0.00414501134496867,0.02720624675476685,0.027632819100960673,-0.07551684874116649,0.0342988954727537,0.025372680495833754,-0.0009228967360662312,0.00025726126852194627
rdkit_SMR_VSA1,1.7846556514703126e-08,-2.126729342881149e-06,7.635289276407894e-06,-0.0001422975861961414,0.00013968433392022966,-0.0018154473395743036,0.0016631957118025077,-0.020689567523001082,0.02001790940941844,-0.023976410048669246,-0.01959325740516745,0.009493557529221491,0.0397676387514843,-0.017083452686534908,0.000208965652648059,-0.010728524262220642,0.017646641132745947,0.0006539334184789858,0.012516310053747853
rdkit_SMR_VSA10,-8.991750977310897e-10,-2.5875026654516837e-06,4.758760547894499e-05,0.00037029595810856626,0.0006219679832483193,0.00264189993340374,-0.00819790534816397,0.007952308099718804,0.00015179840548279813,-0.007111955166632639,-0.0028412552100932874,-0.0023365524253747285,0.019982539849159247,-0.011472845245125233,-0.057823867237439194,-0.006677285963240287,-0.007664124709784017,0.03543874339392068,-0.008230146714989811
rdkit_SMR_VSA2,-1.5392384915337286e-09,1.35728089864185e-06,-1.2650601145600977e-06,0.000308377396098264,-0.0014301407538378763,-0.00016958392655284132,0.0005327513928908234,0.0005008101856114028,-0.017972318842065547,0.028977301748000908,-0.0226759878649391,0.012660443287514185,0.014976050605757843,-0.0014773317084099086,0.014779888638068133,-0.027857636366763815,-0.006587904747115419,-0.009182553779169864,-0.026434747958181893
rdkit_SMR_VSA3,8.406226518477518e-09,2.0002557243927928e-05,1.2194705072075206e-05,0.0005640462275236283,0.0001564914543064655,-0.00015562473154112153,0.007892163167049625,-0.018221836488500186,0.08044193303736773,-0.007957718810320029,0.1443198049047888,0.02128315554691397,0.1011719312674394,-0.01159707452367147,0.07021609700239441,-0.00786155420243741,-0.010363804192262934,-0.1594093279730756,0.09551446817948152
rdkit_SMR_VSA4,-3.3337473070772423e-09,-1.2885035671529965e-06,-2.1426116622818923e-05,-7.01353601159046e-05,5.2768090917264284e-05,5.258440533759361e-05,-0.0015438045786766792,7.345540941684017e-06,0.0115884935096065,0.012762358995130394,0.008313956320926862,0.010715956713907047,-0.010129210007698947,0.013060191205672284,0.007592810193282851,0.000624114550415466,-0.011371110406325933,0.05838068684977857,-0.03391723701046007
rdkit_SMR_VSA5,3.3990936515991536e-09,1.1702017340741005e-06,2.8073743334330744e-05,5.154098306211821e-05,0.00020225523803747562,3.84833875785994e-05,0.001943607837252399,0.004683709990650091,-0.00752256454113365,-0.021601124671033155,-0.01202850546762639,-0.025532895163741003,0.024971596438457633,0.002098364386837934,0.025037162574282526,-0.014541292091322757,0.007500422211756973,-0.010977235531186584,0.027212318372450122
rdkit_SMR_VSA6,1.0816967490761444e-08,2.5245112172736997e-06,-1.6925227044542267e-05,0.00025443306666857017,-1.3764044728908168e-05,-0.0032051064014185903,0.0026281042086341083,-0.01711235313922376,0.05494905288553945,-0.025408472645652973,-0.008744501751224727,0.05286358405763388,0.011751802318942491,0.036190691426263875,-0.041849068687546766,-0.014326937290405573,0.00328424456516619,-0.039783557339473245,-0.01257180333455874
rdkit_SMR_VSA7,-2.683811381152191e-08,-3.556433687143464e-05,-0.00020252942777832786,-0.0024207823178013193,-0.0023342290631013477,-0.005992432268333048,-0.0025091163733979727,0.04171057807163106,-0.26215483822243035,-0.26372942537305594,-0.16238224871709045,0.3594143576055073,-0.09801490118198627,-0.1990981939931248,0.051475171845458266,0.2217953761300105,0.3677633074333519,-0.13784610382581716,0.06912707392875907
rdkit_SMR_VSA9,6.221804142449029e-09,3.715263312766384e-06,2.1173305676972496e-05,0.0018041858392275265,-0.004445525800430616,-0.0020855501642198016,0.0014119701816918274,-0.03252684278440062,0.06805808532162966,0.042382066054868266,-0.04099352364608519,-0.0928099377024456,-0.08087626027439891,-0.018647145126257442,-0.021241179864689937,-0.030268321241335376,-0.01193328064763008,0.03309738504782912,0.08578733393786502
rdkit_SlogP_VSA1,7.439667400944742e-09,9.551832511938404e-06,4.681360459349541e-05,0.0005219533184769666,0.0007456546019000625,-0.007144459874861278,0.0097290814125208,-0.013477884004405798,0.0574521553664156,0.054576040866455906,-0.012696013931075648,-0.08088445796572581,-0.03232411373350185,0.037642218147096757,-0.19220984087744927,-0.017869462209530954,0.004753040178154131,-0.0140143551091875,-0.10475025164284577
rdkit_SlogP_VSA10,5.645963903702913e-08,-9.814283453453174e-08,-0.00015942300975934487,-0.0027158320266191323,-0.002516689839105784,-0.0060187845212525005,0.006039543164759353,0.01975726908275464,0.0028464303176585154,-0.03156812464067126,0.0012199282055378364,0.022892524345859765,0.010575680497112308,0.12879142149470982,-0.19454918752055325,0.04751898032043253,-0.037723909986845536,-0.019466961811310173,-0.11194367715627787
rdkit_SlogP_VSA11,8.054787818601032e-09,2.099476947792609e-06,4.3889245434951564e-05,0.00037469555963404644,0.0006092293141721739,-0.0016111287536933199,0.0027913471318983052,-0.032050612766613994,0.0614644193231437,0.04961681275478887,-0.04185760985679457,-0.06274861488342756,-0.08303391899269288,-0.013449920660513802,-0.017874777664923888,-0.0541530522194302,0.007220952767516117,0.02024608420979847,0.0703901858341074
rdkit_SlogP_VSA12,-9.848722774003709e-09,8.67306320822056e-06,0.00011294113002529209,0.0002844543202170058,0.0014285348313480609,0.0046951102614002736,-0.03457341375994653,0.11042585737560193,0.012600125244333337,0.04038253181251587,-0.07085133978239798,0.09258694801024733,-0.03454499419513302,0.06319730588722099,-0.09448917723525034,-0.07048250719024193,-0.0920452880151791,0.2052029903121966,0.22530977614382056
rdkit_SlogP_VSA2,4.3715607096986334e-08,5.951243117825586e-06,8.150446634809381e-06,0.001249018014737245,0.0006864163203218857,-0.00822633884088777,0.005470331590380969,-0.10921639140230048,0.17141174646352397,-0.0884866930520322,0.010893235311563375,0.18532061546152073,0.17213541409087843,-0.014506412240197275,-0.021250051893375622,-0.059433966672412665,0.030164953261573892,-0.165246852180065,0.016285588197959736
rdkit_SlogP_VSA3,2.785433594442034e-10,-3.2534834696505216e-06,3.695854850636479e-05,0.00024633610695187807,0.00047208252828520933,0.0021051030088559343,-0.002275009927349835,-0.0062982200491319236,-0.00310100000614683,-0.013142694357053295,-0.019123185235601584,-0.04821827718583533,0.0427809206526506,0.008275371685600181,0.0024465086364017508,0.0028372734716779293,0.003964565357203436,0.007349052973632702,-0.018906158854294846
rdkit_SlogP_VSA4,-3.178015334022569e-09,-2.2272277772556374e-06,-1.9526471543470258e-05,-0.00032695880326391585,-0.0014656764657673446,-0.001725095327281629,0.000764801492078175,-0.0020863444631977813,0.0025998303252554944,-0.012633934598307878,-0.0022696080467816035,0.007658506959888553,-0.0016323527588874866,0.007027217572998424,0.013186818615778173,-0.021789969625682873,0.01740045167690239,0.02147891917489555,-0.001654839481267929
rdkit_SlogP_VSA5,8.349626333017209e-09,1.9730666870754285e-06,2.925025749214521e-05,0.00018208744491102566,0.00028788256008323667,-0.0007865484209676191,0.003344191513868307,0.003382965244740127,0.00736709001018848,-0.038130742544077764,-0.013407417781618388,-0.011615309444491878,0.039556624861577516,0.0005680716562979179,0.025127591896908243,-0.03245137435462852,0.015681402786453337,0.005204359411742711,0.020617148659299946
rdkit_SlogP_VSA6,-4.439581321403851e-09,-2.4745222960147072e-06,-1.045911455584503e-05,0.0003349361158310129,0.0002722627469264367,0.0019508740948143946,-0.001894235616228239,-0.001356033806250327,-0.02143074082975349,-0.006212596802201233,0.007991125684068453,0.031157409723809135,-0.031524106722423506,-0.03182810287025523,0.024401971311912907,0.049336556215711536,0.01321037285078605,-0.03361334123169997,0.017261777494031266
rdkit_SlogP_VSA7,-1.4952548827415574e-09,1.3178183945423862e-06,1.7457679951237515e-05,3.651517486865575e-05,0.0001839628343779392,-0.00012018485217514845,-0.0009296903126147684,0.007216007075775909,0.0032393108360341126,0.015593892548737477,0.003091282160536059,0.0020815576327601316,0.012837155085832467,-0.004515769808272127,-0.03181346059952268,0.03499053590788938,-0.03720735650791132,0.0025945054622162006,0.036964334698945014
rdkit_SlogP_VSA8,6.89135052655893e-10,-6.073614574323824e-07,-7.955122335252386e-06,-1.7682024439673458e-05,-8.844199985592309e-05,0.00020779113198182586,-0.0006328180659810393,-0.0011395327273645164,0.001633689762514224,0.007636893754656981,-0.000746887551632021,-0.01662218529769823,0.01587413774218809,0.005160236267602877,0.003404258098024139,-0.0055442662058796,-0.025286193419756266,0.02074530799734691,-0.003585716492947068
rdkit_TPSA,1.3063959494934961e-09,-3.9184365882095684e-06,2.8081003907290704e-05,0.0002009306084701888,5.271810743189771e-06,-0.00019378661761882012,-0.0012373931812283312,-0.016921947035366897,-0.011419162994141144,0.02017386854161611,0.007479463668100069,-0.010636847527767578,0.0343931954599485,-0.02470482440630338,-0.007136872913516388,0.00353533169201555,0.01152258418233232,-0.00710987948329046,-0.015901283654265113
rdkit_EState_VSA10,1.2099736975504968e-09,-3.3358232560065463e-06,4.056287439997865e-05,0.00032828879705015465,0.00011251966835082345,-0.000913091599375299,-0.0014868696594082732,-0.023037114606677376,0.0002641669352992998,-0.025801378725897994,-0.007363916909425632,-0.010959336609077608,0.027551112312154263,-0.01584513696146659,-0.011960212816729468,-0.020548642450744878,0.0280308444338977,0.019607836028045923,-0.014196560624085511
rdkit_EState_VSA11,5.2566868025932166e-08,-6.750795836395441e-06,-0.00014040800082923234,-0.002918686506351721,-0.0024979703285901603,-0.0001867949566743476,-0.0002175717839487474,0.011950637891595598,-0.019819183500068754,-0.012560166014439707,0.007356589075022823,0.007987304208510947,-0.00012640652237754288,0.0605546879332542,-0.02225002244432237,0.057593737747850385,-0.05439682577298751,-0.03492963149226627,0.04905216620071178
rdkit_EState_VSA2,-4.365719066263672e-09,-4.0112900252614915e-07,-2.1047477464773258e-05,0.0001682532060416389,0.00011345324289196528,0.0012339084096841305,-0.0007485585574289382,0.013926729983487523,-0.010529509238742213,0.012862973520759123,0.007234364392750896,-0.025894829941426615,-0.007238574229118582,0.01444523480725809,0.009521443188207173,0.026956057265759576,-0.005001590025694286,0.006442920023973604,9.632154655923398e-05
rdkit_EState_VSA5,-1.7473052358042342e-09,1.5401752671861567e-06,-9.521860265223854e-06,0.0009808311888394902,-0.003360903383635762,-0.0004869083565037344,-0.0004787541762984647,0.00011184018549181004,8.257402504728732e-05,-0.001618608065824252,-0.0015431965583341033,-0.0013427188904107082,-0.0008339875046458285,-0.0004884764544201327,-0.0003249212543822573,0.00044323169428184175,-0.0008351301761848458,5.678566173830982e-05,0.0006136489293573327
rdkit_EState_VSA6,-8.296670792537402e-10,7.313166751058544e-07,-4.571775590428471e-06,0.0004672581389532354,-0.001600682411343426,-0.000219829065884282,-0.00023411805820375826,0.0007151443902398915,0.005151911108266898,-0.011806823400181453,0.005492794370325536,-0.012281602388751752,-0.012003042531955443,-0.009108592506583352,-0.006226999756812518,0.029537786637261,0.007861762561892941,-0.008498470954346908,0.01860952808423291
rdkit_EState_VSA8,9.248988490957613e-09,5.4941564454814986e-06,3.081410110078227e-05,-0.0006674901877153701,-6.767222567069865e-05,-0.0003967437356390057,0.005661784151686584,0.01699724783928021,-0.045066612755436115,0.13867886381776987,0.0069707944480175916,0.007350358410884812,0.0844626697717878,-0.05286866890137059,0.06888416148225077,0.0939415548644705,0.11899511526344382,-0.06166458390699785,-0.00926574518012216
rdkit_EState_VSA9,1.1319969657717727e-08,2.6388868539385433e-06,1.6553480621987124e-05,0.000660519276080477,0.0007758548379275621,-0.0026504931075742384,0.001781861731869803,-0.007007788399245901,0.06321205193494725,-0.02319744806096313,-0.018968670472716522,0.04617092293774658,0.017630643372741762,-0.013636895096753891,-0.025473731890319155,-0.030430828304707426,-0.07936565885655081,0.04825723136744364,0.09170927998548209
rdkit_VSA_EState10,9.425545920652473e-10,1.4281647456013397e-05,-7.777772938901655e-06,-0.000300505116410606,-3.945207157209978e-05,-0.005333825795915012,-0.0020739512278023786,0.0035344874217532653,-0.01186528861509551,0.007700269746216456,-0.014756983266544128,0.03888274590331624,-0.016185112004539228,0.005032615523074901,-0.06792302102056703,0.023258187116311183,-0.08555968854283967,0.10483150740863317,0.10373020614185008
