TSNE1,TSNE2
48.7677,-18.322783
-9.853178,29.589773
62.293884,-20.786419
12.083422,29.740025
52.5828,-6.561862
-5.2615166,6.86126
22.562735,2.9199543
-50.634228,3.4567897
-21.917616,16.464466
7.0780067,-33.55462
-31.975073,-13.636396
-19.836994,2.1792626
-42.894905,21.903637
-10.939454,-5.496294
48.296047,3.0904055
0.85340387,26.290394
-46.15627,-53.13705
16.510296,11.138265
5.7996235,9.691957
19.914358,-24.982025
-21.964006,-29.390324
-12.132854,20.118193
-28.947407,9.380952
-14.068006,10.667822
21.774462,21.081312
30.809381,-13.139526
41.782093,-8.311422
65.047714,-10.151301
-46.462173,-28.308886
-52.42998,26.723955
9.681977,19.215744
35.555386,0.5311865
-2.6297617,16.818865
-18.836477,-40.048187
38.412735,10.759826
-8.57556,-48.88173
-41.83922,11.788024
-36.64727,33.74716
10.500558,-19.121595
-21.50839,-50.87385
-33.13731,-47.21095
-25.778015,37.349663
-53.891335,-38.457962
-30.632484,-36.12526
-6.3471,-35.901424
-43.30089,-41.199223
-13.425152,43.103798
-0.99044144,-3.1991055
-53.518993,14.423515
-0.6633044,40.899853
-36.700176,-27.057104
19.878279,-11.821353
32.831013,-23.384996
9.922235,0.67232394
-31.417782,22.627016
2.8098814,-45.129925
-20.270424,26.59578
-38.67036,1.5077788
-54.111027,-18.861996
-45.49958,-12.158516
