,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51
rdkit_MinPartialCharge,-0.01070671352253229,-0.04138056512424579,-0.029054494281528738,0.0035821508990482916,-0.09891010737976809,0.09433432658014804,0.07343197253711509,0.015946223540092196,0.05489798374342462,0.0451237444121004,-0.05304536175413006,0.004240093978335697,0.04012780358654137,-0.07055973045245405,0.019144800875790707,-0.0074848253936416875,-0.05075281556639736,0.02330101413934696,0.08656297207053149,-0.04100757751476689,-0.04732507692215599,-0.0016003955794533869,0.000827865522179139,-0.06553953863487817,-0.03805212504332076,-0.03132047008846355,0.04866989958085046,0.026982791096062025,-0.008644460698324209,-0.024325505783265113,0.0014749161743220372,0.035207007715347134,-0.01371122158976909,0.026244417977395594,0.02453551000304988,0.013370593564373711,0.032352294332901585,0.005302017418505062,-0.008058341326973365,0.047280816381150316,0.051213757224394946,-0.025040615578815317,-0.01665054274271634,0.03561845869585119,-0.00452820526889356,-0.046509165563202205,0.00975686222392414,0.009808657881259536,-0.015004844383339861,0.072549018544317,0.01716156326361913
rdkit_FpDensityMorgan1,-0.025866181969214103,0.06243442328232837,-0.022728286103625428,-0.05981671838903637,0.036471219828048684,0.009690462772717979,-0.07753762669892854,-0.026627045866025708,-0.03158685354897622,-0.09890147921070752,-0.03721166734663994,0.010536334559462821,0.032126171560938936,0.062399811425795045,-0.04156657815069455,0.0789027224884957,-0.003364289227810988,0.013404929736277564,0.03186195410516979,0.023681291060045104,0.00035125574663358983,-0.03402769503379254,0.09319645830163033,-0.08310722111380604,-0.015292571127213725,0.006614197458914947,0.0009309325073092183,-0.008894288580939587,-0.006357238817318323,0.031365502872661814,-0.02439560956177685,0.04287882682072821,-0.026988744701621575,0.015307196369079465,0.04224938176879138,-0.00547337796341283,0.0651628571731233,0.020486157279304716,0.02612045073053925,0.02872528316861255,-0.0746026590322909,-0.01867180493753631,-0.00769581791852799,-0.011384973450484427,0.01132404245416788,0.06137509175694763,-0.05443588154983854,-0.23885899319042928,0.07800744648840263,-0.025967053800456198,0.0241112673034104
rdkit_AvgIpc,0.013645775883259827,-0.04844134423306837,-0.03039666055783417,0.01897774583799619,0.07061289512564647,-0.017227514982050725,0.022404611912388364,0.10393687855610263,0.06231105794076945,0.022742488079513158,-0.036967793314727354,0.03969203948638703,0.08609462521218032,0.006058300128537042,-0.023496135182253058,0.10601081642595858,0.06208550845120878,-0.0029166492715531483,-0.07963777360098939,-0.05208680813297637,-0.09506572309073573,0.04444024375145456,0.09034875137210578,0.08513078046644498,-0.03857706004511456,0.019258493768216207,-0.005461231124061186,-0.0016262176782731782,-0.0032618308677119768,0.008471054037783086,0.06224736977332958,-0.00675590322181557,-0.018944161206092876,-0.009777720531019073,0.11291797313241396,0.0070439282988761535,0.0014485755824234052,-0.08471064307649101,0.11390058753898184,0.023821301328026553,-0.02314655215406548,0.025893637991275607,-0.0012252129493702977,0.042852966483106505,0.06284998844504873,0.08771959010512763,-0.03061220665573366,0.011686868270048138,0.004678582084805529,-0.009207764121298761,-0.008154744983346366
rdkit_BalabanJ,0.03555323793176382,-0.022135487836474493,0.10914343412901016,0.01566317370797476,-0.03572321968020931,0.0003142567884053661,-0.01595145537391949,0.03281054663710932,-0.0013643699716083732,-0.02306401231551924,-0.02088546563024395,0.020616145449513085,0.04874478369404336,0.01300644113447391,0.0038817104886761703,-0.00012763904058644772,-0.021275718140918953,0.0029249229172963066,-0.015923626225893793,0.01645282659302622,0.02856301217499416,-0.017468876831996914,-0.01104522696171057,0.01710496665834954,-0.01589111161838487,-0.002051680927385029,0.012468236448401069,-0.0011794203727717235,-0.02100832946287949,0.027320299925932972,0.011757180903302347,-0.01190303350110757,0.019787598297593207,0.006314961322038926,0.0020560608672737834,0.01533008614226854,0.0023263499451692633,-0.027503771477471496,-0.010768490132864574,-0.021921886211137418,0.027700282944192092,0.01207508593847447,0.008116370089101526,0.032319631450807115,0.010497273859782713,-0.006533155163419798,-0.033435911477577344,0.1326523396387208,-0.054546221362229384,-0.006545804428975935,-0.018201711696449907
rdkit_BertzCT,0.0444970068633255,-0.05559671717581406,-0.08202871368958103,0.03706594952733207,0.05250996243659984,0.019211562718717337,0.0025818974509722943,0.02353853577524522,-0.019113168215528182,0.012445782406429975,0.01143716354224546,0.003382802459116429,0.02793117036478801,-0.0001950448103397383,0.00720994511762334,0.02271131792721664,-0.0017238825271852119,0.028764077954711604,0.020451528752545977,-0.018095961638646983,0.0058857129400213,0.0030451779483335944,-0.017998347258753104,0.014835750102315255,-0.002232283109877201,-0.0012188090467231136,0.00315126944551873,-0.0006535863154076287,0.0005484520035369987,-0.000529739925775807,-0.0002132327084459719,0.024791246105795913,-0.0015998852172507032,-0.005024297235760444,0.007179986454893405,0.021378327486113582,0.006731931938906856,0.002805244346911822,0.006878335326449534,0.004908815501571605,0.01311379830820601,-0.011656572179358131,-0.019863134049756422,-0.00458389891065447,0.005214021214891622,-0.0025824687764827645,0.002267666600953602,0.01987431946087752,0.0010714416684602301,0.004565210171703456,-0.006700858277548891
rdkit_HallKierAlpha,-0.05038847446131599,0.05252082963874314,0.0019458815756856302,0.0495885214879289,-0.020306755629688828,-0.061040883521969444,-0.04682599010342943,-0.06505133435695361,-0.04509309880937183,-0.03572779505533232,-0.023456776426789817,0.0019054965905543203,-0.07147652298277903,0.025784302962783848,0.0008161553042147469,0.02966501349014452,-0.11015857182485678,-0.0959735772053549,-0.03285493672626893,0.0006552491541638398,-0.08252604683762248,0.031987084282908085,0.0449041564196691,-0.03053130651399254,-0.0006819950205680693,0.04870664480111488,0.012574090962868137,-0.03535622097057296,-0.011940626017148216,0.007109964079843032,0.02937288264454774,-0.002890900665009621,0.02450708437222898,0.0037710445449489947,0.0005742980969708765,-0.019216587492055293,0.00018887238080992597,-0.01677498135807955,-0.029731602351261634,-0.006704009813322553,-0.00739642085139619,-0.011157714297264521,0.026570130942889274,-0.012695403218719939,0.01351033737772966,0.019365351839085103,0.012359280832628477,-0.002388900687800852,0.02228551713843,-0.018900145974691234,-0.017120331340711822
rdkit_Ipc,0.036526511976688665,-0.027401786827432273,-0.057581515808154855,0.02825631402791323,0.001622105332809225,-0.0011949048135744538,-0.04245228923904701,0.10382585020144142,0.006265635659403975,-0.03125347683607225,-0.02091659852485142,-0.023077616710222938,0.12544908336342406,-0.004421188608712651,0.08391967702241585,-0.008126176559136607,0.028656509661220887,-0.06318661356258724,-0.04634196634119222,0.06637910342669219,0.01169991542018394,0.10853866953282738,0.037987773319203215,-0.0752714422498704,-0.06905835294213951,0.034567923964759134,0.0317067794247337,-0.002817343453469693,0.055640135065578966,0.041550979456360125,-0.0978726108992023,0.030170028212796567,0.010702191927379466,-0.01801544300964635,0.10914877191608642,-0.02156260400213425,-0.010409838374349847,0.041783322323234104,0.0882608615276409,-0.009726666277444484,-0.024230582873051548,-0.05409907257115816,-0.06902873705803421,-0.021212043327159667,-0.01349705036013908,0.06716869478575822,0.2864051941634264,-0.022596131343391744,-0.0829345922904888,0.07670419601444797,0.019198907849973905
rdkit_Kappa1,0.07828753805939545,0.05333606152553626,-0.04686826764203559,0.014621867653855229,0.003938464631278932,-0.00771628397112081,0.024488041137459133,0.016735062975450653,-0.04599309135053101,-0.019093743127486653,0.015462574981350124,0.028373980488564158,0.01488155423390321,-0.006414097700611397,-0.006353012470891483,0.029583754193307464,0.04878020643908501,0.013254926523472757,0.006878784850502221,-0.01166459427863281,-0.011127167729809474,0.0010697520102164644,-0.012282261272762367,0.015231946207631797,0.014910138789735926,0.02481162137234492,0.023602886685904427,-0.008459501144106957,0.0005617201297835135,-0.032365074512450805,0.006495078325166688,0.007766343645720054,-0.01062560283404765,-0.0002440948139683469,0.006956941312961823,0.029357496524922987,0.006910596120733819,-0.01318443748603673,0.0060179163047099846,-0.00800669859121307,0.017601863749543714,0.033038173314255716,0.007993469728380689,-0.004326175018818166,0.00776779490906155,0.016608686323410542,0.01361419524406163,0.01797367708464504,0.01687097377466584,-0.027197565996323173,-0.014145342751667348
rdkit_Kappa2,0.06506351654325042,-0.04998161891364447,0.00028587548361695805,0.04942785979449014,-0.03019138956579756,0.018837593390751618,-0.044388304435217164,0.05209332067015038,-0.09054570720522914,-0.01207976542163342,-0.009832846871936538,0.028447361751289316,0.07120685909613683,0.027661005530613188,0.00510930981625341,0.049778367893998414,0.05521484121163886,-0.00748307050299611,-0.031167620769894648,-0.006670434557628794,-0.03914648418562223,0.006191809568057354,-0.026529786276422142,0.03589227247877612,-0.0052227810135072154,0.002021769896310998,0.02992365432264707,-0.007351594028788827,-0.011063535619642594,0.0013911984171180313,0.008836078333695731,0.035329582003885654,0.00505471939485114,-0.0015078136796599396,-0.023714243709787475,0.05806455152052737,-0.01758001868492093,-0.04755661122458422,-0.01446630049583222,-0.02651172322393211,0.03721892577654235,0.0020666232380771167,0.0164282138741959,0.000632929453367797,0.015639990079707965,0.0022276764114074524,-0.003186606018404921,0.010166317666695757,0.0020373941665189927,0.014272633087173948,-0.018247962235932457
rdkit_Kappa3,0.07446757742863633,-0.03874666796635386,0.03062312249088051,0.03573237055170632,0.0025965225511414758,-0.019830368750170798,-0.06556591081304897,0.020919498787091744,-0.08485396409359854,-0.005852350917836948,-0.006995421245875267,0.01374934681275608,0.0750469604030531,0.028267150283848803,-0.002901160655062535,-0.012265278859679776,0.016914614263324357,0.009924688106487516,-0.030126774909938155,0.009757178173840132,-0.014887381254800217,-0.009673057436106304,-0.05048931340291718,0.014322221681991919,-0.00506171014181372,0.01090355474290693,0.0358036423666308,-0.0063518589748423,-0.014118869802357716,-0.003258650283514648,-0.04103296528515091,0.02873481037689291,0.04806592881891332,-0.014563826949501285,-0.011954198262032697,0.028457603073329844,-0.05200124771582253,-0.04136514299258982,-0.03221911096191222,-0.04047960857289287,0.05899554796347169,0.11787059205988287,0.029766660208139523,-0.11310432697534044,0.00659122125819243,0.05987099410197054,-0.023904809361866678,0.013452332827399821,4.293012906476404e-05,-0.039194425523234974,0.01206658346909303
rdkit_PEOE_VSA1,0.03916712540521124,-0.055023952325247386,-0.0016612777828337035,-0.0517196886943736,0.03283237002626683,-0.053831728652996264,-0.04695064447487269,0.06434122985305317,0.007748230525480934,0.013245586068169734,0.085377953143754,-0.018756314702004735,-0.02451158123612815,0.12276903277732928,-0.06134715583378565,0.04574051999845821,0.042451978769688335,-0.02219455041600799,-0.018539944668012127,0.013735214282620554,-0.05421841204261484,0.015730691746252166,0.014980298669842138,0.01746221748386103,-0.009885211998481226,0.01809215605730669,-0.0609506622376729,-0.0007329273540121353,-0.012131421421001293,-0.003372193857706516,-0.12962478904343633,0.029864156142915,-0.07438768964038016,-0.002284342793884968,-0.034051305800476536,0.05493432108309163,-0.015263353296268416,-0.04912596147893614,-0.04116657188401814,-0.046458427511522606,-0.029401154782723496,-0.01219573764329488,0.017835198824529448,-0.005015818344794602,0.014869282909325836,-0.012345646544237242,-0.005365954934743586,0.002673753272850888,0.012510575215806265,0.009896608766572161,-0.013193471605750025
rdkit_PEOE_VSA10,0.025752975196399578,-0.01808043809986682,0.027282830521765916,-0.012044882088604072,-0.024091001660409575,-0.051087044495877955,-0.023014984995142276,-0.020458639743846627,0.01959772892568875,-0.018864110540716277,0.07144576870074239,0.043388662087080074,-0.12128532635522525,0.03481091485974483,0.16546993169770643,0.07827728877963858,0.047108635114118495,0.020897709808225928,-0.10568524363200162,0.01940610581387374,0.1118029383439152,-0.009535089503838086,0.03064860661663884,-0.00529116498220714,-0.08274215515246115,-0.003772820415890298,0.1686383576888015,0.037279114416432765,-0.033705227135067385,-0.10834215770346362,-0.0057520388879613,-0.08963579980806573,-0.0710488129543234,-0.08411599673819109,0.09967607177691222,0.11245083643126057,-0.1848966374412686,0.06939212517123693,0.012663142999708032,-0.018870104441079196,0.2681291281191758,-0.11903786442782548,0.03682318527696659,-0.019796377334995462,-0.08812621920483961,0.0002713760573799091,0.08246817685787027,0.03748698850800591,0.005468681579582135,0.06753632472803818,0.00692467576898026
rdkit_PEOE_VSA11,0.011216846879195932,0.03602725973539482,0.02134234414286287,0.03458121299506253,-0.023817030566717596,0.016940113626872994,-0.036550521328733175,-0.009710468506702402,0.09075368591735009,0.061564493000312574,0.07153728366879179,0.0006646403655932711,-0.05679018987330646,-0.00960615401861626,0.15255623684344977,0.12197541630797144,-0.022693231122255776,0.0215892614939293,0.12931582909798156,-0.053900078103398204,0.06063505335364067,0.03489517702495135,0.0057472527955448665,0.033753079956552336,0.04931888666533817,-0.03610173643283567,0.03564187859281539,0.0025133253235218394,-0.1467003516761296,0.005212121210559938,-0.0315533210140288,0.016395623271685644,0.11338901070331756,0.09770278444677478,-0.10804165703466165,0.012791969563356032,0.013219742465227332,-0.10694342901493807,0.233337981638639,0.1350114432783515,-0.21771625916016576,0.05386574325893714,0.012617351900140614,-0.013588443584722049,-0.018242198056297048,0.04516336393249551,0.0320804666711399,0.008985181230345064,0.03030384781838966,-0.03125570458275588,-0.01375284364268936
rdkit_PEOE_VSA12,0.000313568578302305,0.037906745089426694,-0.01566748429307974,-0.011110869613622515,0.03291128332402103,0.04504094576317448,0.015905667370538362,0.03165197280759863,-0.03715846858638821,-0.036939793186833304,-0.023148699691636753,-0.0529439852500203,0.11918560150730602,-0.05773575832419893,-0.11142219755264272,-0.08573978660111599,0.07904340107894386,-0.05236841230133064,0.028050232584665984,0.012704067057579491,-0.1164018800092903,-0.11413579594448643,-0.06858520347775701,0.07294789546088647,0.08417415474718645,0.008398011454989083,-0.19811093290329138,-0.11515818133628053,-0.086315090119805,0.06607237415436826,0.0664806333327276,0.05575273435712493,-0.031791814636612084,0.11004303472121515,-0.10141992290672304,-0.10823127188738142,-0.0849965452852523,-0.03237454910169227,0.004019125859231204,0.16951825734054593,0.22297797770267574,-0.011523360237544501,0.02234703656257668,-0.04819651217735758,-0.046204906352784104,-0.005613270507383377,0.03880717334049548,-0.004894449811314905,0.0095071788492427,0.01781464625659455,0.02643891940662506
rdkit_PEOE_VSA14,0.07193120928555463,-0.0069946075845758815,-0.02831730680767832,0.04011668440801437,-0.027122209501180026,0.039439881929581075,0.036824411550689544,0.053946849160376065,-0.024209228269129853,0.008589970695735413,-0.03258587705087683,0.030644141015090078,-0.04826158107185388,0.04248759024416643,-0.03569751262690575,-0.06569566694675517,-0.011450092738880212,-0.02650893283225361,-0.08644686147281701,0.07902283773141655,0.04127568010873096,0.11238717263757596,-0.010034912054901361,-0.04372038146406016,-0.07431936083857398,-0.005459744862458784,0.012193031709459512,0.05378037386499392,0.09493714043248641,0.023205136131334188,-0.020234371226520588,0.005406541965483767,0.04548097171504269,-0.1041869534945813,0.03650984101875373,-0.004986183037552076,0.06287977503948015,0.045691352474406546,-0.0019638834141836254,-0.1451901584981695,-0.21541483585967489,0.031061786535956454,0.014824688826362117,0.04009237621135649,0.04429788637093541,0.01170007988890102,-0.07139195192916925,-0.030644422143799678,-0.0015200627900283908,-0.045754589797201206,-0.014038808887991788
rdkit_PEOE_VSA2,0.0007742472073494263,-0.009028462065909548,0.011851228306534638,-0.011677385776515779,0.017919518260011667,0.057174137259816626,0.02561383984119133,0.019611913365897495,-0.025083631564893006,-0.03203295176527315,0.015543550659230838,-0.029519971440564473,0.01926827889968328,-0.08137905455680523,0.07130599577724056,-0.13089974727775402,0.10858931171790343,0.025108072187043133,0.01090422531135869,-0.02165682049025901,-0.08641846618195906,-0.10943854761289527,0.04408551734056676,0.08332627589126106,0.2592666711047644,-0.02219625927095225,0.10764074055150216,0.07767714579215232,-0.0723003829969136,-0.0332758202495784,0.20088130976040966,-0.08566883988051037,0.298901703821232,-0.060262197076208626,0.06898784114333172,-0.1306544510797014,0.076051999971433,0.09763745639279442,-0.11856904952051768,-0.18871036474477768,0.09323154486950834,0.10029687309101169,0.030013305498936174,0.023264947196771482,-0.04425311353844933,-0.1528051285459561,0.0516868128053919,-0.015658755630524848,-0.018293996459900024,-0.026672215540226515,-0.014927829906868155
rdkit_PEOE_VSA3,0.021818628267381894,0.054513189457353006,0.013101711866912266,0.008993737614569607,0.056138168654470716,0.02439045233964278,0.016729242325886035,-0.04745891288045583,0.046957848316306394,-0.008132290563340687,0.01680143526030668,-0.01708671382722645,0.12387598177871673,-0.0925621020599962,0.09329000236337671,0.10529427389374807,-0.04175136967201501,-0.06554222874205844,0.04289869500694297,-0.08912140099587881,0.025394958492102864,0.01265203252185567,-0.02553060872594674,-0.05359010978007081,-0.0477901534606205,-0.009912680957384883,0.09307828806149022,-0.02389987072248727,0.0383293972198991,0.09451670878832234,0.006837045202656817,0.05972063587751354,-0.11313872162350976,0.09412733100673948,-0.04563320345354805,0.014089491054575805,-0.09001616976067824,-0.022764465364860428,0.1331802376550314,0.1677325255275182,0.08725371618062248,-0.04086996710801194,-0.021576125561512487,-0.03671155356412733,0.017225246237444772,0.13376337552721276,0.007417881381430536,0.008285968728687155,-0.004033888212705599,0.009600621732552262,-0.008412063997145204
