ID,Cluster
0,3
1,1
2,2
3,3
4,3
5,1
6,3
7,1
8,1
9,0
10,1
11,1
12,1
13,1
14,3
15,1
16,0
17,3
18,3
19,3
20,0
21,1
22,1
23,1
24,1
25,3
26,3
27,2
28,0
29,1
30,1
31,3
32,1
33,0
34,3
35,0
36,1
37,1
38,3
39,0
40,0
41,1
42,0
43,0
44,0
45,0
46,1
47,1
48,1
49,1
50,0
51,3
52,3
53,1
54,1
55,3
56,1
57,1
58,1
59,1
