TSNE1,TSNE2
5.547078,-1.149011
0.8913927,5.4955935
5.994754,-4.298798
-1.8803632,-5.0032997
4.5439973,-2.6458905
-1.0244386,-0.060279056
0.67614245,-4.4758673
-7.0321774,5.1356
-2.4206407,1.0187101
2.0479918,-11.045574
-14.11572,-3.5906508
-2.8827,-2.4680896
-5.487358,4.298793
-2.6436608,-0.55697393
-3.5981908,-8.8628645
2.0023816,1.7248845
-13.321431,-1.3313178
-3.1288373,-6.6726637
-1.4559832,-6.6548986
-1.784132,-11.101605
-10.964257,-4.1739426
-0.9654186,5.0192285
-1.0807879,3.1846268
0.8123886,3.735737
3.2499435,4.074643
-1.667765,-9.212554
-3.607026,-10.184002
6.971418,-2.809067
-12.846127,0.70454085
-8.782119,4.4442954
4.035912,2.2658262
2.164619,-5.941434
-0.008390099,1.5638503
-13.14231,-5.6482286
0.5758184,-6.486829
-9.285823,-6.0326223
-6.6213093,2.995645
-4.4685497,2.0305257
-0.7200544,-10.273349
-9.865378,-2.7376988
-15.288512,-2.124692
-4.491237,0.38485628
-14.242613,1.6458355
-11.749182,-2.793157
-7.966734,-4.608037
-10.926531,-0.5544395
-0.43050805,-1.6914932
0.8636313,-0.014331911
-7.136761,1.1012707
1.4166965,-1.655148
-14.597397,-0.246901
1.0268091,-8.884366
2.6573358,-8.710239
2.9651365,0.339905
-5.075004,-1.1330166
0.64784867,-12.555412
-2.674465,3.671297
-8.411015,2.509871
-12.013591,2.5273087
-10.5121,1.4330832
