TSNE1,TSNE2
-40.930824,-150.82071
-18.540525,33.838146
27.301552,188.36165
11.574956,-84.5322
-12.751124,-167.55988
10.893855,-15.371464
-5.9778943,-62.971035
90.6871,-12.098446
53.242355,-63.663097
23.287268,125.377235
24.897755,62.482605
26.896172,-61.800606
95.18111,13.427708
78.460526,-90.9842
-115.34972,-95.227905
-7.3286986,6.1329474
-100.36619,65.169075
-35.264977,-72.15878
-16.271904,-87.92018
-83.95154,-70.62321
3.1420672,110.75793
7.0433125,32.710464
-65.46552,-8.305519
37.675926,35.89338
-87.27996,10.792772
-89.438,-97.61693
-102.86041,-122.70903
44.470036,178.3912
4.8908615,87.062706
67.10761,10.064093
-65.70591,21.999573
-41.15799,-107.33727
17.080303,7.469905
-109.67799,105.74006
-58.23199,-86.50952
-43.389233,160.67761
80.314926,-36.004616
22.856062,-38.07452
-70.50804,-117.12955
-33.061386,138.06227
-47.2619,114.052826
37.23582,-17.911957
-71.44049,72.18023
-60.35554,136.33914
-22.8758,74.360725
-65.77299,96.54099
-30.200993,-41.041546
-5.7626276,-32.47601
63.354134,-13.071176
-25.43271,-17.808233
-26.33943,104.16405
5.860074,-119.22683
-17.492525,-124.11504
-33.01493,8.400908
51.198555,-38.256897
-133.23752,94.40784
40.208313,10.263374
74.154526,34.85838
54.982857,80.8626
73.36813,63.32419
