,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
rdkit_SMR_VSA10,0.011260030152662588,-0.030827759755445026,0.060869873035442654,-0.04933424286064646,0.06780022663442235,0.004419941572835694,0.06196864471490351,-0.04731484402450385,-0.020175196276372567,-0.028742821458076148,0.05835996567174661,-0.02977201523734563,-0.06117704342081605,-0.043976618542251295,0.05046001649676002,-0.043176464695093154,0.02898882321348622,0.028753516856001308,0.009109093133780822,-0.020232358252840157,-0.023417785118858676,-0.054274601204514036,-0.037449166241557176,0.015810858521742962,0.004320496606800483,-0.022449344577151694,-0.012385159439632304,0.00703240703102713,-0.0020479668729482758,-0.01855419335480871
rdkit_SMR_VSA2,0.0036572980494587732,0.00946768738661352,0.0038795546390083613,0.0026833971449691995,-0.002222501268430564,-0.014646564991028259,0.0038091845178160684,0.043727389860610116,0.03279174735857904,0.008384227176047315,0.07508602672507102,0.0295946684026771,0.09041107329754902,-0.03056415350448341,0.019135175136304125,-0.03962789543382446,0.003992183497823835,-0.024675782850010264,-0.1122960235135366,-0.07223142613836755,-0.004891254495788066,0.0222327179345617,-0.06833028037008854,-0.04573216894864569,-0.0354551087009173,-0.00408928637292956,-0.005676302758086947,0.07166259949835414,-0.04872134021398224,0.04266225350290394
rdkit_SMR_VSA3,0.015528648281482161,0.008612508516314238,-0.00969670664074201,-0.019798552502475305,0.019347075800985204,0.0022580678775339868,-0.02826592101398196,-0.021269056182932608,-0.005716917069605121,0.0358694901581881,-0.01083010317965658,-0.017832656849784523,0.0012918477614263853,0.030907857459190682,0.0024964406090483057,-0.05910839112116035,-0.008724250430216273,-0.04631766447935926,0.005455002065677914,-0.019555345666312965,0.03745917125128734,0.05679099583706138,-0.04564196588019164,0.011002825234599901,0.007853018686654225,0.005716489964932554,0.029687829298727795,-0.04309992323420486,0.029667227041445435,-0.007530846060056407
rdkit_SMR_VSA4,-0.04040108802458448,0.03511696806465875,-0.016496164631011216,-0.025696885270408972,0.02003501439567569,-0.02418552497863135,0.030225832902456146,0.035659101031362016,0.0005021379481185074,-0.08367182821871878,-0.045516538520720067,0.0542379573185718,0.022190941222339354,-0.010677428959842316,0.05319695724098735,0.013771210554759368,-0.025585392481415534,0.057159549873762046,-0.0038350759933698316,-0.010419414639621094,-0.0023844049078469184,-0.0030192626348022247,0.03563234766754584,0.10675725594699417,0.024114697822324088,-0.03267526270887794,-0.07797296959635512,0.06133247655947681,-0.04360996741928379,0.020212334519221532
rdkit_SMR_VSA5,0.02550907648979057,0.0462438563958383,0.11030629407470263,-0.017647887182277083,-0.07496596380805465,-0.05243712386063246,0.019414860418738526,0.009000247007574779,0.09441518599803464,0.05481680208879453,-0.04398165000963595,-0.005956274867008392,-0.008001997683962325,-0.011137333549800042,-0.033252820911933725,-0.06674272507843189,-0.012599923516413775,-0.02069881192319461,0.008509404055938068,0.06984857183909675,0.023496334038629527,-0.04465421275669397,0.024472993849863952,-0.027783295716052966,0.02456265993369724,-0.004663257833865902,0.010929627948753119,0.0065913676025127,-0.11119486375617926,-0.03381314185965315
rdkit_SMR_VSA6,0.03715325391960044,0.0671537945470232,-0.014847338278166335,0.020452987124452038,0.05663912450442866,0.04496885523079391,-0.02288260070623291,-0.0016648868106450873,-0.0721743326922967,-0.016764150626545165,0.020626133638287747,-0.06917861211767855,0.030139830194929433,0.08384891988174493,-0.00778703353619311,0.04373596015575829,-0.04418645582358146,0.009048324854497128,-0.01590848796617459,-0.0037585898321057967,-0.030714127998268195,-0.006394274905794277,-0.006115615998079849,0.05902401310503402,-0.008994132072974621,0.04808899370759342,0.0055427866739828306,0.009999799641540855,-0.04682919940442077,0.005477227953463261
rdkit_SMR_VSA7,-0.026685527112523404,-0.061557568917101395,-0.034189593851199275,0.021063954105414236,0.08512416135545942,-0.04252848963898648,-0.034362501020323837,-0.060748896859140665,0.06245342712692094,0.01700687207475422,-0.02330984287206466,-0.0102552186820349,0.003159807611668047,0.006617111036377749,-0.013517135741429733,-0.006440987150629861,0.06635307683286916,0.02009736348809217,0.030898763776677725,0.04944695920732183,-0.04549007995189588,0.020661618090377296,-0.008602838583382474,0.060986329805831525,-0.052206342913035636,-0.009680428568982713,0.021227753784194996,-0.00724388065437739,0.031811781512365175,-0.042972845502187475
rdkit_SMR_VSA9,-0.006589142723649767,0.015656589316136046,-0.02734282037772258,-0.010155720082789199,-0.016318137719121842,0.04938849748397973,-0.028499411172894104,0.11121655687045283,0.020983660317405506,0.03679025262334926,0.08085322338072287,0.0072087657473476705,0.12448200199855458,0.026998329744258417,0.018484882857074746,0.06791270200995268,0.03980480101623465,-0.09688344578365612,-0.09839642246263383,-0.06296945105421084,0.09921543412357567,0.04087471299336289,0.0944528160981204,-0.08587552658410307,-0.05060501616632978,0.005637921060401927,-0.09895506808034027,0.17732034806530414,0.004161162455570221,0.10405458702139428
rdkit_SlogP_VSA1,-0.0019004587678724514,0.06263324732504154,-0.01710950719119906,0.03457875448950794,0.000567089612162867,0.03766943478940813,-0.011896699617511731,-0.005928615955843211,-0.024020822870144825,-0.01816050723528531,0.01133184969247048,0.015907852965987363,0.024602684497345387,0.047350473320824205,-0.0011160372035000689,0.04998826281506925,0.019030373301335717,0.012414951703583943,0.04134899541814825,-0.08193928982759008,-0.053428420816518836,-0.024971357022981065,0.0662359867671083,0.06275561402650283,0.023765260684758,-0.03523568908853427,-0.09337157285299545,0.005338561217013042,-0.052916855424257885,0.024690472111382037
rdkit_SlogP_VSA10,0.038266961756041586,0.040859791502765835,-0.02816804097682277,0.08907866121691872,-0.02492939955607445,-0.04349949409980234,0.04030550351936938,-0.059137214277655434,-0.04357518143349677,-0.038372584050980214,-0.00019991339608115322,0.03883578868146662,-0.015004965798307242,0.030643521976897434,-0.02100369388207974,-0.02983639994224804,0.008173141919461035,0.04494579449290349,0.004953554303089986,-0.007832213305316589,-0.05886894675416425,-0.01722466187257946,-0.004579012268502249,0.07696722427510189,0.002791472257488444,0.009534256874835384,-0.006611829951259305,-0.020695702051321013,-0.040408237295380664,0.003723805824935624
rdkit_SlogP_VSA11,0.001966814575942973,0.006202894949533021,-0.01643116062588884,-0.008157239255320048,-0.006055396760629769,0.05293944804246618,-0.021291607815939632,0.06604173218360812,-0.0029666396123865825,0.012513671155681328,0.009454976853591767,-0.011642614165012515,-0.005035913316921322,0.020315407230466296,-0.004759465294944551,0.05672059236212465,-0.04807032642089215,-0.04186669096214313,0.04119157623228816,-0.08124499071508433,-0.040223443670299744,0.008334450355227013,0.12593539065174036,-0.03454995990263588,0.08721624539335872,-0.04049793575643998,-0.061952101450711325,-0.006214865374788659,-0.02425168549185353,-0.01132372969022975
rdkit_SlogP_VSA12,-0.02677469426419534,-0.0306657262320243,0.03050601078827159,-0.0013869722157651139,0.05425538263435101,0.055627934722212204,0.15221425198742433,-0.009088610292039122,-0.02661611559260222,-0.03316605377910595,0.10865220585546868,-0.025799331014810727,-0.028737623129926657,0.0076101732652888035,0.06556305115068582,0.02162643672677553,-0.05465793998142888,0.02674162899198185,0.09193186639172446,0.0008133289913508336,0.0067881546291433704,-0.0034103827914262015,-0.006089820555228446,0.0001927674954463252,-0.09111793551584922,-0.04883247730659883,0.013792816835701365,0.09142078570254093,0.005490278334905697,0.021237579890634378
rdkit_SlogP_VSA2,0.05649853787689885,0.04806136100251257,-0.0075306354509714415,-0.020540120810430926,0.06452979474559337,0.038093582508958,-0.05026898061269618,0.01615185855574086,-0.03799741361619084,-0.03947631274116295,-0.028286490051085644,-0.00786463055119331,0.01803086849881562,0.05336055484645173,0.022918733413213873,0.06245485279197887,-0.06759159144373672,0.046555468509572304,0.012548270617984488,0.023099453433843467,0.030899254655766845,-0.01541532738838599,-0.03114388553369159,0.026076558689642506,-0.05141182718736714,-0.011354429562091352,0.07374600716973893,0.003941324817609445,-0.060759330900276534,0.009094628006205682
