PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
4.642085230163028,0.4464593278842665,0.6754162059894268,-1.7060556755219138,-1.3000739072557892,-0.4036936224012294,0.6811562955259282,-1.6627479667140235,-0.5507901252667373,1.680598292061081,1.4019636330374685,0.7484323514063562,0.08992096381549543,-0.2911110371359996,-1.0828953276250128,-0.4565463304396597,-1.027136168934494,-0.008051081819112056,0.2998287206765276,-0.06427548779579707,0.11191708275195825,-0.21783025475086382,-0.19752164982239434,-0.002565857194765312,0.21161765400942947,-0.12152869894235237,-0.31130746678209,0.10994437975179969,0.2741600016086557,0.09004380181176418,0.1082696689192439,0.1055434830385535,-0.22479301359453557,0.0025546358588659024,0.08822858844613012,0.06074760040840534,-0.14116220645892572,0.02089816347977862,0.3130462456558321
-2.586335945933024,-1.45117619654286,0.9164696641464685,1.5084042779173568,-0.1530991797247612,-1.7410312675006587,-1.2944595568656105,-0.22283891036417586,2.256083677166818,0.3183016231562106,0.30135973507854535,-0.31836405420496466,0.26637868186022495,0.03923180931236539,-0.47780475063482664,-1.5556419890313842,0.23307745002376143,-1.220624605162095,-0.9474589753241676,-0.14404708587462917,0.407004636042468,-0.03756887366354552,-0.5035531378803986,0.03079142482134587,-0.4454029983089667,-0.33771838589934355,-0.384379768502539,-0.7182420837976374,0.2992403464991331,0.22364391331459604,0.10310384648473526,-0.1471875661119498,0.22945781383663974,0.10219212000860044,-0.092519869317247,-0.22295154694565747,-0.09919191045643473,0.3632024776320267,0.24351572498271173
-1.9388065817645177,1.8560848254128184,0.22735096747727787,0.5729715712905923,0.5755313548239456,2.1535190813184406,0.6830926356892111,0.8807038358252768,1.6147414739397021,0.0040834140031827835,-0.3235606518405949,-0.23710565219198607,0.9072286000818401,2.1908440866313756,-0.7261972681423866,1.2045966252081375,-2.1791395532894837,0.11903139713805441,0.14593695543558935,-0.2230226186826966,0.34190225584197803,0.8111584323352495,-0.6411205146221078,-1.0077505408864451,-0.24147356313334653,0.45582661142118264,0.08095824967079887,0.13432339453251682,0.4345252994095747,0.23372551707030967,0.5178616792077825,-0.6247046476948978,-0.5230802251934837,-0.46816840177487684,-0.11419324104582815,-0.10613017339127365,0.1617460293727949,0.6859256852784685,0.05848562676277811
-3.5348772459484796,2.5953969060926054,-0.21396700286196266,-0.9940489651916526,0.25532209852521254,0.8943839430830589,0.2262051285359538,0.015578174348425762,-1.00054889390206,0.0243424322413842,0.9674177015712613,0.3978156604334498,-0.014962675159500477,0.27197419841597553,0.12877595534608935,-0.13494273729183356,0.23412100766068006,0.08960456390728419,-0.1607845195588876,0.2990456383699911,-0.2591590495690553,0.21905055294141484,0.277987927866259,-0.2219614292621463,-0.47329517868030185,0.026035340747181494,-0.06650535957276177,-0.1387294399757618,0.280489191541378,-0.05814762561482853,0.07846163839191744,0.15591458316948117,0.08922647397633654,-0.1596029115045698,-0.24262730908709138,-0.22112616493976062,-0.007057621154395305,0.06905643903584627,0.0069365623249095735
-2.202879810437084,-2.3609907490332853,2.4098465122035457,2.2102554617799557,-0.4742349417671777,-0.5885301288689466,0.2700375902702719,-0.43812280326038344,0.655525017960311,-0.05438004923931483,-0.41028153092791997,0.7571359480972589,0.050832944505190596,-0.7066853213951696,-0.5328550813177994,0.2046378106349452,0.3779926105535013,0.47592528806136186,0.3400685138682287,0.11416370514619865,0.35039359330234005,-0.11817317503095742,0.006991398711258498,0.11731530583934456,-0.2065029404867973,0.1689881983737608,-0.36155089897032244,0.195999747210282,-0.30319728805085405,-0.19469997017238921,-0.046691331939336965,0.19591794693202275,0.057810185996397735,-0.02638519514855406,0.11129940736888695,0.38370586229631753,0.04061773741409358,0.0629252788064611,0.20037346875497
2.758401548833067,-0.7553024280639417,-1.180394965633257,2.489839028529167,0.847988409795057,0.930118769055488,-1.1987978692280636,0.6435282040283026,-0.371719330160908,-0.6353539152813613,0.8531020405178895,0.3968586588334927,-0.5905302669801608,0.34158053700290336,-0.5422553386806964,0.29220199414238557,0.2657055815717143,-0.21121536904439234,-0.12121323960763342,-0.15601653980408686,-0.06633902095881636,-0.1180090628617492,0.0851233643376238,-0.019115224558813072,0.32656685073238606,0.10682778076734661,0.15097873953552937,0.058184720916278417,0.13644053366048464,0.01607493137238402,0.10367154180087713,-0.02825947931866972,0.12553630699405385,-0.06367682286021145,0.09628499366554279,0.02489411111041083,-0.03111720541023449,-0.07282516567533297,-0.0233773172465661
1.683445492555682,-2.120360402510466,1.0527862738576212,0.32676934493354254,0.9848688013750517,0.4214102385086244,0.13955595155092232,0.4216104514943917,-0.5912160886723884,-0.18952257987564036,-0.6102845228299133,0.5687941528064396,-0.1926678093683298,0.5153935205179064,0.15732387675712917,-0.1730788388483736,0.29757504054209366,-0.5616285623959986,0.36789675211217776,0.3171494103629622,0.15623680866969117,0.2651364586944128,0.020168397109555695,0.46650881568167457,-0.06605426072673702,0.226013205708803,-0.317207349711652,0.26908123730000993,-0.0035156417152155837,-0.24131595033374542,0.013086260940452975,-0.03149301439847565,-0.2564126779847572,0.5207136363053646,-0.08350801131506885,-0.3704439190047988,-0.26369325996984344,-0.24246249095800848,0.15943950623943756
-0.9165658276926435,2.336863733891755,1.0497185653940315,-2.0578844735685813,0.5748677210880528,1.3634400709101093,0.3763612837813109,-0.2318829195614945,0.7512017256163047,0.4687827026140875,1.483888914450582,-0.7723703373801126,0.278768062722256,0.2465491188255152,0.3686151059980152,-0.1476626477781227,1.465915805607204,-0.007005739386709428,0.33039639958739336,0.2747394409473523,-0.12452124579009335,0.13765275044408734,-0.06449210218822884,-0.12959677675829084,-0.16341747908799,0.06046280145480595,0.16829249525179005,0.2571527732072219,-0.4924623226584089,-0.20587192055942388,-0.1426946201051405,0.01028259167764002,-0.07781171135825084,-0.0158986743793638,-0.1250564366038312,-0.12028827841487454,0.22194761441635824,0.0864376735074433,-0.07054760277531888
-2.5990977950111493,2.494520227253925,1.939644318935269,-0.042039555404672975,0.74222025740552,-0.34061614683677777,-0.9491748977137898,0.4040321003187984,1.2399335954706454,0.049776257902262123,0.8321880336529449,0.14295920511479526,-0.1355602135940329,-0.2934484940715699,0.40659419110164297,0.2374223007911062,-0.41169779601934725,-0.24631147680142532,-0.42663555682187837,0.3437989980800783,-0.4564918170130978,0.20391251664061041,0.27140762216292824,0.3212386634023457,0.2712433205081862,-0.1999750126527569,-0.0023151204204418198,0.48975257526851,0.1632636933376826,0.25872524982356865,0.1567297147480564,0.24145197961383547,0.055783561840399794,0.13305891156302124,0.2185954858381407,-0.0009479335300560473,-0.00944077066645057,0.06604182376771625,-0.31567379578143107
1.8081240792122402,-0.09983575903670076,-0.8795516640428709,-2.3249494823317636,-3.037639356615611,1.1708475947126569,-1.923620094100336,0.13826050812441765,1.1940667812180425,-0.37255271222816694,-0.7221864262094604,0.16188213965339343,0.005011487202408251,-1.154134966542193,1.6171683720342767,-0.31678299847758074,-0.13360168513714238,0.3200807743906129,-0.2765404670544723,-0.35902910493776535,0.9067855406718112,-0.4763237648686476,1.2887469535793237,-1.3913069024916598,0.3209378590264553,0.03046963177919298,-0.08439980377448987,0.24172821484273146,-0.16479625863494024,0.5428409394836106,0.4220174945281672,-0.20015457900650532,-0.04051878739836911,0.07060108432258842,-0.10239693681086906,-0.3504580235528486,-0.29873747684132695,-0.09704674959711664,-0.16741124577304506
