,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61
mordred_AATS0d,-0.01514247482415369,0.09774440443669945,0.016293521686369133,-0.030961834168420545,0.03160162444954685,0.0003277352665692341,-0.016256980983275885,0.04478877217635837,-0.027929363469908614,-0.011804467038856846,-0.02243942386807401,0.007771516587363486,0.0035302189594619443,-0.024987360737358303,0.0026325866157076326,0.010818691565823773,-0.006046369378778577,-0.0002164682601620378,-0.02708760032737527,-0.019149314240039524,-0.01156509255074482,-0.07546602557108248,-0.0008742389183647171,-0.014830084928922922,0.003017051219994654,0.015036398355140717,0.003953548395253655,0.015695518390702014,0.031790571467084944,-0.007196536342173151,0.023716451112577048,-0.006957678779382541,-0.02047553920335998,0.0066465222489892695,-0.001621108034696122,0.030115063608670334,0.0003434511975900031,0.007133311154215975,-0.00803418512966322,-0.0034583731681271366,0.01534719857410957,0.003156806170577141,0.02682769594322829,0.004595294892850607,-0.00712451561440835,-0.0033870757291741436,-0.013470150102230774,0.043059321744912275,0.0284161894829821,-0.04003754095910067,-0.012369284370283198,-0.0010399714026256208,0.03717524489037263,-0.007670573700653741,0.056205576659094286,0.07251897185323851,0.008938136320888723,0.004918368929860116,-0.01076035853334642,-0.05339663228585753,-0.00948315287190454
mordred_AATS3d,-0.009168892568933619,0.07766241381001636,-0.023964424812263428,-0.031364662397075756,0.09097888370270811,-0.028198925025016395,-0.029332576629326073,-0.021493746253924917,0.01955186738170222,0.03233707037351645,0.04618599867409959,0.013679585199665358,0.011637125132016073,-0.017937189820528658,0.016028328489258937,0.0317813193421933,0.007490332914899561,0.030656417220822574,-0.0755997357678578,-0.029259021584684554,0.004128419761136714,-0.06981689039253976,0.0006256076944771889,-0.0681170162206972,0.011930288837913895,0.020276968272367926,-0.0016261363234193044,0.012546262688584048,0.023385094909486304,-0.01644826760495443,0.04651826739478165,-0.025360290481583683,-0.002034327239409733,-0.02633475113621191,0.008960865833709277,0.010717632303260996,-0.027856869179436774,-0.054326582206172515,-0.013941985326142329,0.03401091097280399,0.0037222229715436097,0.015411804233606928,0.03614505290483851,0.05397142746028032,-0.04337799777570244,0.026780019954527497,0.029785664316219845,0.01583160157228686,-0.056200361685487386,0.0004901548941371737,0.003846945411409154,0.043760508847542165,0.08277533438459873,-0.06536433207244666,0.0327159412193334,0.046890235627846666,-0.06808151055314055,-0.04475876784551428,0.03044690546972607,0.00884088164403082,-0.028400550452145824
mordred_AATS4d,-0.027816151396989935,0.08631330713772299,0.026611606915650635,-0.015233748816378876,0.0518348484025523,-0.02510667919554618,-0.012131017641819643,-0.003793371047939659,0.02136149803024662,0.055018132292373775,0.026156620954731688,-0.04312537431235064,-0.0077850516231627,0.03609546974564619,-0.020888944047052636,0.020947453261959206,-0.008588485587780482,0.03280544750843163,0.012824894853208786,0.00016593347049578995,-0.038120892274532456,-0.04000270996782878,-0.011137377392184355,-0.016789874619677753,-0.0012349938759624068,0.038259149848464374,0.019618032048802848,-0.04705583689130123,-0.01905886790558048,0.014809269737208045,-0.008084831890581378,0.030058107073979892,-0.06192244960798904,-0.0020651188048170965,0.039954773521224125,-0.014973377570970833,-0.01522373204502534,-0.035202168124270725,-0.05482219785594629,0.059175804517699104,-0.0038561857556941425,-0.03778770537530834,0.02315357283228291,0.015536806474519656,-0.07429736334828488,0.04523005102419715,0.009808428200151825,0.04483433965388098,0.01003332077749013,0.01473273728027386,-0.037434091286470385,-0.02553310553303431,0.11563489330809318,0.05568107818112013,-0.020024392188736424,-0.0454705779321156,0.01622093944913055,-0.04737495869251748,-0.029153308673820277,0.09121021715196272,0.021958291480331564
mordred_AATS5d,0.012467517280776923,0.07182645880846522,0.059945750724736985,0.025799982672444016,0.06065249239170864,-0.04700321296858047,-0.048604711697134075,-0.01756104191632085,-0.0007703368859270564,0.005370400761727559,-0.02000726638208304,0.009635452591454503,-0.022430637391726717,0.030963040446963283,-0.027313632129981804,0.02938579312371981,0.024022882250093948,0.020720814780716464,0.006674063502851635,0.033450754197851845,-0.009369022287338944,-0.023102881641727586,-0.019614624400736795,-0.01231494089105908,-0.0185166863298154,-0.03363825020655674,0.05835084734739684,0.02681141088948571,-0.0034467526714900957,0.03902276447546031,-0.03383143924042102,0.068994617675253,-0.011473462276773285,0.0014262785055247776,-0.04075960709745851,-0.0446363360460059,-0.08832209743406678,0.018535668598917962,-0.014398977435860032,0.01939119982820326,0.029810811503436858,-0.0477116803167503,-0.0169595725649206,-0.027060764519857415,0.002593032520587901,-0.034444433132479815,-0.06954997722298328,0.06489127787416327,-0.013223891172623185,-0.020595591705192734,-0.006817418389734788,-0.07331913346946667,0.0029137740896922316,-0.0197732467866297,0.001741786216033886,-0.012653666389678438,0.006230685518815457,0.004682743904245309,0.052108110888779195,0.07272305008458953,0.05518929829883263
mordred_AATS6d,0.018575675427241378,0.05980288555520596,0.05798943226332182,0.016675891639139448,0.08573827492225936,0.021535606634648947,0.015678334290652265,-0.005623528831728461,0.04208353015150856,0.02368289893863287,-0.03251149430897095,0.007316826622399472,-0.004673107683273847,-0.0009652981634926946,-0.026650305034908534,-0.0047800443351477566,0.05269945109660892,0.08397279683040548,-0.007191375589210684,-0.06374111144158369,0.06327812948298799,-0.009972068083735589,-0.02307176688114976,0.06822645310550404,-0.006196963352077098,-0.04676966883875781,0.08893618001513591,-0.005860606227662685,-0.03232415856620273,0.050294160658280865,0.017823547318725333,-0.019012642477291095,0.07538938307044074,0.05038867865518023,-0.047313124190426555,0.02849419669130108,-0.03834721809556693,-0.017071872861881433,0.044293651267662805,-0.017888564791919193,0.004640965778298428,-0.02370721354556518,-0.0584044568330897,0.021542162467790088,0.08259350385513603,0.04066092634491811,0.028281627160583227,0.030877247200547363,-0.03650093179774952,-0.006130384536705385,-0.04927153395699347,0.04118991227624854,-0.031379786489649,0.01744127297972854,-0.10020272497197416,-0.01952478865435975,0.004423727446585608,0.03614565090793556,0.046979137513893064,0.03586787406961749,-0.021741281696714146
mordred_AATS7d,-0.011128466642479552,0.038869686624614375,0.0832529107311548,0.04017119143602496,0.04671220021093165,0.048541235224559054,0.021024359127111935,0.05255333982746249,0.035158740765138675,0.014024598734946828,-0.06358896447183716,-0.025336063355588346,0.042375648233244155,-0.05742715505279147,-0.03657644284038916,0.021413198380870208,-0.005005354251410845,0.056075864698848656,0.04252036049730482,-0.02413189013337569,0.03661337698271969,-0.0038233036034298505,0.031833736129470054,0.009615488103648625,0.027586653983424726,-0.02825491508012571,0.012597945793519652,0.014981465548053881,0.015939395660552684,-0.008326025433266864,-0.03293860286551172,-0.013118396365054573,0.005878900006149652,0.03266529442556467,-0.00025382921769754853,0.061663701803747036,0.02893302262994795,0.016241987776381132,0.044302806688490064,-0.024257281337783,0.01025424024754577,0.007817954499361067,-0.0013049563554741069,0.002839743418181824,-0.02802892022612967,-0.027464953196416623,-0.008276447285179157,0.02659149704458246,-0.05246795799589749,0.02044417263580582,-0.005215065770726756,0.07766601032740153,0.035083043670558985,-0.026547720831210736,-0.03428038788153912,-0.04298316081487793,0.016681347462651923,-0.04572386287071152,0.005496509560128927,-0.016476163448336262,-0.06966957588777732
mordred_AATS8d,0.006009857762020344,0.021979448685024897,0.09334200393663422,0.021660749013935825,0.013677440290928945,0.06933318743723119,0.038408170031607236,0.04353980797961645,0.025107399015963143,-0.050901056724911645,-0.03915662417560035,0.008019425260972313,0.06532281216237726,-0.04759137063301244,-0.04385949176764558,0.04011577221769815,-0.017225273305035052,0.052589554200222134,0.037415837979949684,0.007283598035006828,0.005240178215873609,0.014531411642776802,-0.01688823699721956,0.0446313184297622,-0.01664262214685977,-0.009782985113668203,-0.02372404886440094,-0.04608035270650385,-0.0009489021752784615,-0.005087974576728852,0.008729900993488264,-0.004461570892786399,0.02390623894466834,0.00502119619191566,0.007095954643718779,0.04743095815807481,0.035000214691731056,0.03483714362822192,0.019845946996103845,-0.04599511379016381,0.033683802264740374,0.04940092328057634,-0.015633804208473264,-0.012235950353112507,0.02958128829415912,0.00024970279557578605,0.007683871779665989,-0.002278078096238476,-0.049458389325861704,-0.02924318149358852,0.07171666076817489,0.00767049580670453,0.0355041711149213,-0.05213926482581421,-0.03134669216297454,0.014462957377703213,0.020859899370639978,-0.071620378819622,-0.008473940414261319,-0.015479505732047025,-0.042926890768916294
mordred_AATS0s,0.06270628396437772,0.0729774317860858,-0.022506451018211537,0.016642896576403776,-0.033709765051712894,0.01645743318130655,0.00685814233225246,-0.017430555807094083,0.015148473450962194,0.007083882675122159,-0.002535013567420748,-0.008423856875476672,-0.03735956944607342,-0.00848702399120086,0.0015538478564861063,-0.008125332002407106,0.005914290647010932,0.01609334024541408,-0.014591561174963665,0.059254138761257936,0.027141008178674035,0.021368540697228836,-0.028341267532766806,-0.0019535477038777624,0.03658417044533515,-0.030163656996188507,0.0173399817431192,-0.00654283411777053,-0.008345930138187378,0.008869505572903103,0.001524634804680406,-0.02990836726139631,-0.002389550529108149,-0.010708180589403541,-0.017298769931238564,0.005769217719189512,0.021470578559006175,-0.001189918463779106,0.0017638896329945908,-0.021969312622320932,0.016639422454969598,0.02655131334884364,-0.026392614754008885,-0.014106937808116645,-0.011303064182178232,-0.00010299708696580869,0.004033052284815065,-0.02857292633722046,-0.023476553483001355,0.040504853451303745,0.04701465403813869,0.009101675449181772,-0.11743063958923085,0.02807257318707289,0.021297579606310124,-0.033027789283881656,-0.0173732619023017,0.0009189426287325721,0.0034043536847788306,0.002641819743066679,-0.02932036391250972
mordred_AATS1s,0.05305627064669339,0.03323552766749934,-0.06640558810822013,-0.06060029655163374,0.004407454421345464,0.05848541997675936,-0.04665978385451771,-0.01063250232692337,0.009483204688136106,0.005215689546243211,0.009577287930836186,-0.034358834199918926,-0.006883252006298076,0.005538671714139396,-0.06315874750382461,0.03560334998216347,-0.01568157513966054,0.018366894694557438,0.013667151666220166,0.015752365942817932,0.01366964635277652,-0.019440661523468593,0.032634132842902334,-0.0018406571953372812,0.018349542606609433,-0.020761857614955248,0.012648735487053989,-0.0005206506543289839,-0.05509396081416663,0.021048540883924133,-0.008109296708543039,-0.005301099126156609,0.006103381371496417,-0.00010602609124746192,0.007028717561903279,0.014696938766457108,-0.00038073513983007964,0.02461077814403194,-0.0034214241097781537,0.01436086878398061,0.00021269803034710524,0.057714967879321254,-0.0116572390325613,-0.014515008153469728,-0.005621159832311043,-0.0015735169714581041,0.037268982844726274,0.04427429641253159,0.040601960257782135,-0.046183022218706855,0.02170936589307235,0.0029177688418135115,-0.0073669227737224304,0.0691150344945854,0.054451813172477256,-0.0038155935510316387,0.06391979525747042,-0.011768176114506496,-0.09015228493337321,0.05138175539435289,-0.05349823975794327
mordred_AATS2s,0.055186626389430476,0.07108869949444095,-0.04508805252435484,-0.0024018792182143697,-0.01474388009498305,-0.0014222927681869963,0.03430070020984264,0.0035211617326622994,0.006596525492814174,0.005427602216764899,0.023884904454486416,-0.0020124537855881505,-0.03190546889241555,-0.05102357166828539,-0.015176169337901163,-0.00344542518113827,-0.011360411418312573,0.028820172794076965,0.027744382977890558,0.06483248264132084,-0.0060453465516987544,-0.016330424324406765,-0.017287443551366185,0.020464548965105602,0.03819769227030728,-0.04400117997945561,-0.006802096320380602,0.050776721767501684,-0.02222240470165549,-0.001789586792039083,0.001243022434011097,-0.007977164919652025,-0.02771953137224035,0.02796210022594836,0.019248681497506814,-0.01788554364931817,-0.0021792100436131886,-0.013610255844447527,0.05067365129995946,-0.003216357699531024,0.028250198911797805,0.005581471033083835,-0.026059788693426244,-0.0011431429154133725,0.01923018372580285,0.012186422842251663,-0.00047288025359846906,0.03416281720210857,0.03457382135044064,-0.028222458045709664,-0.03703274256055968,-0.021059354940943107,0.023114684077624632,0.05983397475795902,0.09083704562917347,-0.004653796831462318,0.010571615660991539,0.028134329060352063,0.051552072928946154,-0.005822234359775352,-0.07941815616789137
mordred_AATS3s,0.06430237592383842,0.05754667142112334,-0.06150301480744245,0.004993591750147024,-0.0033709424331708955,-0.012246786398413239,-0.00421952927993163,-0.006167576003103901,-0.010712652032468893,0.001695985650388494,-0.0075627148907275125,-0.005319429487844294,0.007310119450437499,-0.013635913790997824,-0.01619720029380183,-0.002009973478445716,0.021490237722020727,0.007897516068765657,-0.010282363602793224,0.043016791596259235,-0.018430306001089462,0.0010507885602101157,-0.030097451306488554,-0.021558671303654835,0.021146248748718732,-0.020001512712731123,-0.023088702193482743,0.023274451925683105,-0.023893921230350192,0.0008321459461251182,0.060441915139843434,-0.018645143772793495,-0.03987820460559221,-0.011629690037888146,-0.010369928387140981,0.013088627396295906,-0.03304277454157401,-0.023798905360106204,0.01100134395382193,-0.03235981617844837,0.002660504506534239,0.039038210058618295,-0.0014120153641706682,-0.037838272751188874,0.022199249919118508,-0.038991554690251284,-0.025846328434298304,0.03628334305146481,0.018352832593709817,-0.04260030818971112,-0.010103540617125767,0.001109986338920042,-0.004446500486552133,0.014735387334264449,0.06790411642069749,0.01862078022425692,0.025376665381402024,-0.010454195659071566,-0.03533189145750859,0.09309955153386594,-0.04947192679674872
mordred_AATS4s,0.0585700974261329,0.07072431103902328,-0.02929469783413574,0.020967112300485882,-0.005317743555666221,0.014210074271202727,0.010247610728125762,-0.04098896874884793,0.02300211773722614,0.006265887201796849,0.009064121831357082,-0.03310075925744102,-0.0165113394647065,-0.03743271490710186,-0.046068075767933876,0.017113630524567765,0.012935055451349878,-0.032539197694502316,-0.055229554824060306,0.036474200012513044,-0.02999767505873567,-0.019547507076216972,-0.055288506243333375,-0.045616752256319656,0.0012683186007835226,-0.04107962939146166,-0.014485738049463402,0.017194496056909363,0.022621915638039423,-0.0032144806720324176,-0.0022193513515972783,0.0109256899027549,-0.015977582197242768,0.032881983346509394,-0.007579103076522316,0.004766952277276252,-0.009158704821350372,-0.010421217787934912,0.01622311898165867,-0.032083921437177684,0.029752064522898837,0.006728675462830563,-0.050394125943436605,-0.025558996614419294,-0.004671892070009972,0.04362473647795767,0.04160160974722306,0.02783955254805244,0.03822719393619623,0.03357171079197032,0.003960869298171317,-0.0020670001625306012,-0.01545056887599972,-0.006992445727014644,-0.01582404482949753,-0.03252573536647661,0.029621392081374417,0.031104017692200964,0.006283123093108768,-0.04022333621413044,-0.06542218204748985
mordred_AATS5s,0.07555460368145331,0.03949305648090022,-0.01194767675768066,0.042116037804861686,-0.04256380058019855,0.01992326800998146,0.00698566972509223,-0.030273901413090755,0.012893770857638513,0.0028127650424782146,0.01406725787675901,-0.028186051881727025,0.000598954617097357,-0.033306545119416255,-0.026752903185250247,0.006201671826435259,-0.03321633931222643,0.007619137564595199,-0.0699013536025301,0.06611743412999083,-0.022601636073187836,-0.03146217601799385,-0.06791631956865718,0.021145368580222097,0.026366254214845248,-0.019464991624045705,0.034445670631564104,0.0623514822010094,0.0031741409631216096,-0.00629923368534827,-0.015838268224046586,-0.0012951626286563111,-0.03404302487422752,0.04766278494294764,0.003723179975225482,-0.02432206032544833,-0.002403345027873212,0.024724041970666785,-0.0377246922788651,-0.014300874631104623,0.013590442030749132,0.045769676499132377,-0.03998310401365389,-0.005294748146835614,-0.06163206249541589,0.032483785075372716,0.026781611389261266,0.05735164466762936,-0.014112370084364573,0.049527495011205215,-0.0065095090255014405,-0.007376473785734315,0.013239426880599224,0.030622265982880953,-0.00041172663138589627,-0.013425578028114182,0.035573575330828965,-0.006365747365204953,0.017862016959501716,0.057296673597280336,0.03066228654679374
mordred_AATS6s,0.07473837863628711,0.04632305027719964,-0.013687806450569726,0.03290625060890641,-0.03795058757975574,0.013115315970083372,-0.0012437306493163906,-0.04802975136351251,0.03467240245197514,-0.00942115666630247,-0.02401556085722924,0.026209250507152546,-0.012624798107587031,-0.015366902418232738,-0.04695151105166612,0.002357133016986919,-0.021611541025882718,0.036611071244109256,-0.030522073980031268,0.021225978177920324,-0.03403809940528,-0.017829130605215016,0.016936003536308256,-0.0008786921465011347,0.026787471988632378,0.012222613845561232,0.006967174445258771,0.04789459967918498,0.03523168457583607,-0.015131710049520235,0.010126923465330551,-0.06647843016134009,0.009487353019900871,0.04750764012582256,-0.014955980958191513,0.023779740654547507,0.00783336234078111,-0.003384818815338592,0.003033128497686291,0.004395741010291578,0.049139217579068944,0.03680949878030445,0.00019377436392117205,-0.03937106966473415,-0.049495756044093835,0.04923322018371969,-0.0073850248632870786,0.03644090175009194,-0.01916471456471816,0.0030624213977666474,0.05263158409020947,0.016719263453822134,-0.026237882063451106,0.02243140855079004,0.07366357837611874,-0.07801547495456522,-0.04084084260200343,0.004007640478065221,-0.011045671648138538,0.10377682486144203,-0.026725227704258725
mordred_AATS7s,0.049584515021578214,0.0788806539303353,-0.0036522497277577206,0.010884289562903642,-0.0355435135927802,0.04132756616992975,-0.008714133693835753,-0.026522058689362027,0.04830868336385674,0.010301284865907348,-0.025288632461750577,-0.041346017631380474,-0.022632615797264898,-0.038771439264401374,-0.005533612593430094,-0.020245007805718335,-0.02353167418133696,0.009723088584406327,0.0008700174125843511,0.02411918445317927,-0.01769625096286621,0.008278171003823475,-0.004471144494174479,0.035968023360403986,0.062183444658501605,-0.032711224762355856,0.01270946994426595,0.027426883458678632,0.01927429508395317,0.00235005208542538,0.026663497448066224,-0.050276158674069614,0.04765204119924527,0.004010182064031133,-0.021112914758331672,0.021449911009637883,-0.04367469605967904,0.0027242495312673654,-0.008789996533360028,-0.03249101969071036,0.003589014666588535,-0.007691929000728304,0.04942745077384591,-0.018515534983107956,-0.00506519717630092,0.04704483830016586,0.007884901577939299,-0.05622096372302059,0.01083235418799513,-0.005091529350145,0.011863873049255841,0.01083216112119057,-0.025728332020269917,-0.00559455247737885,0.02590479258932649,0.05442982852722706,-0.07702335042715812,-0.02644175635336071,-0.0076102227344576525,-0.07832036141572744,-0.022333146688991466
mordred_AATS0Z,0.02081773868462139,0.09393407048387988,-0.014648594968259675,0.036002362276702705,0.04109580308339118,0.027465182055316072,0.010125431334929906,0.025015001002555312,-0.030588842532481206,0.042780438769647794,0.03383593917311252,0.03223144720037017,-0.0012999323841401283,0.0006161005859495853,0.021866632206078138,-0.0066672913396073775,0.013522450362550606,0.007211926898512496,-0.004211493409208646,-0.007226052561774042,0.007879257990322101,-0.02967388238669496,0.01784188318978038,0.020222504336794792,0.021195227650808262,0.002501909959627094,0.005214968230094895,0.005305052212902878,0.0039029785253973863,0.016462486760984888,-0.04037923976190663,0.009029893015038272,0.032443622501828605,0.021118189806138287,0.020253144979844068,0.00622751065160471,0.010699507854519858,0.018484680563029834,-0.0015269444238944694,0.023637470375627044,0.0114585609576403,-0.006523503531679618,0.03306597822731119,0.014807224592481785,0.010787405288735154,-0.00687972210113947,0.00348097562735462,0.001959739686964975,0.031035163222735036,-0.026430472586719062,-0.03808869950157788,0.026063033526074544,0.0877577491009398,0.011079393593023365,0.05309840237721156,0.03683977157139504,0.026097676496808966,0.021709974039693478,-0.012769352346565312,0.0152837988755379,-0.015948544754700002
mordred_AATS3Z,0.027759856969936426,0.06945116776136104,-0.05929319103380894,0.04522184224493098,0.06822762832502151,-0.013132660994571716,-0.019735387905398607,-0.001724195076319013,-0.00825231090893805,0.01703049831020985,0.04221955747352722,0.020326674904106043,0.0534171538677847,0.008115747469366873,0.004426654284791007,0.022526291698244175,0.04035656037392192,-0.001410729020215374,-0.03332800150004549,-0.012534142578811577,0.011354960953531935,-0.03625295160597358,0.017352102782073074,-0.030484972953973673,-0.013324822832575495,-0.0015348647915495938,-0.0033659591457722415,-0.011896126218993311,-0.008782289954204027,-0.013959450893260852,0.013854113540354636,-0.0012831723253962312,0.011664651853197455,-0.006147050666889238,0.003684175546645158,0.005619718100478539,-0.013335361943184167,0.008092821746740503,0.010204431532569643,0.03101803579955601,-0.004881678406495809,0.028838219248194293,0.022411529024638898,0.021116692683584584,0.0068124977034707745,-0.014238356954050667,-0.011934512369757636,0.033419299048398035,0.0009493103162137867,-0.017324244253867038,0.04867964399695845,-0.00020221400624593908,0.02036341253398276,0.022147953222563032,0.012518084395142206,0.010022875725850013,0.016653994639249894,-0.022419242720350896,-0.05620131266868354,0.009562235165990642,0.02033332634392338
mordred_AATS4Z,0.024202579137283985,0.08698997633776377,-0.02177832597458014,0.04475655136536613,0.04405326813534129,-0.0011477331500884553,0.012255916429904815,-0.01863991639792124,0.006861698482215289,0.05414503789003312,0.0615113522712311,-0.01599072206529375,0.0027417358436940434,0.017496195765565402,-0.03578029691874668,0.01641379300768711,0.024153105313554288,-0.011388213233115233,-0.005998313102614887,0.0063451913393838865,0.013015048911809702,-0.05365776750258189,0.005138752345012943,-0.007265629495793153,0.007614087592439513,0.0023811787849808137,0.018578135231109048,-0.03082782186115146,0.019068713337731212,0.025754142736332905,-0.058639630961897914,0.04195729429484816,0.030294289034747447,0.003353761645461237,0.03729485197608785,0.010040466432983966,0.009475485137757235,0.008721770372973314,0.019301368080738755,0.062028639784754105,0.024101035484541105,-0.009772942081333323,0.03438057988577479,-0.0007048088248124309,-0.014827797904866387,0.014589015613323146,0.018522077068669682,0.028886990151025582,0.051866938117724366,0.058527128673641966,-0.03327974673921305,-0.006905827893627084,0.11323161180320628,0.024753192721549102,0.021749433069922754,-0.047352184546431725,0.06103747039747565,-0.024899809659538974,-0.16499327104260347,0.06432778174611936,-0.023791061386552806
mordred_AATS5Z,0.04830720298143814,0.06672565488332524,-0.002160136187685724,0.08485750990330593,0.02746261300014244,0.011321507813191634,-0.032239232820276964,-0.012358728658047621,-0.002935380936126592,0.027982376623449042,0.031818032259936874,0.02332579093187182,-0.001959912156249555,0.035801695500885806,-0.00595421263698835,0.03246251468229547,0.012337562559532859,0.004697826832970554,-0.0038794785965009264,0.03472939009510032,-0.005991918782821918,-0.030610325919702842,-0.012588860430593653,-0.010993129401201654,-0.013102514882188733,-0.030955502591576707,0.02733767929704637,-0.0015191670925618404,-0.010022356099020689,0.04329135828373245,-0.054166065617391755,0.025670387003313883,0.020767602593967645,0.007612504582375242,-0.04046049080630272,-0.01079799382034238,-0.030969638047135067,0.040255044842783555,-0.03702218586032846,0.04555574235492129,-0.00605128665007206,-0.0036534698159183354,0.010010063420546918,-0.023367489550205622,-0.0813109494791095,-0.03352237899774525,-0.11571704355228715,-0.01709275749892286,-0.009410130224651954,0.026439118363919954,0.0506570536403733,0.026450817623553745,-0.09002983444230733,-0.004179444795361754,0.028585565502250426,-0.04438366439585009,0.017488359498734046,0.015696284660616375,0.0010867078110308745,0.04465004631218734,-0.08893772401611985
mordred_AATS6Z,0.04630963216290357,0.07085656102557378,0.005619923190293176,0.06516438762987037,0.05661084840160744,0.02254149146253623,-0.00928069488271102,-0.012927268646680106,0.023924191845679222,0.05311413390919718,0.01586222129727568,0.035396222091443594,-0.011312012261303354,-0.004088770325924571,-0.01931191794859106,-0.010411457429007016,0.025678772397144087,0.015021924054327588,0.008309527440110594,-0.04187416676803357,-0.002216158910929803,-0.029365909190862138,0.005658327290977952,0.03493736869410143,-0.01124266097584278,-0.012179303473995182,0.035506418019233134,-0.03067545023846287,-0.0030992560132737,0.03023607980211452,0.008907207892688037,-0.022925364695266525,0.03512639996517643,0.03917663101576759,-0.006306862910717947,-0.005788903584466189,-0.007806198686420186,-0.011342188332872469,0.014263002644637604,-0.07090276491391782,-0.043966237213167426,0.04868855132066543,-0.0383129034300698,0.015616847501022506,0.0035057039674649647,0.00862376694675686,-0.0681534532392661,0.004371373212899431,-0.011057624449976393,-0.005070443498361005,0.011144693523478494,0.06237675117645308,-0.03729991484081141,-0.06900604878378121,0.015660889224655004,0.0005148406069985236,0.05023188875318272,0.06153242278701563,0.00044428256744213565,-0.027249686710567426,0.03330134279411004
mordred_AATS7Z,0.013124730637074228,0.07416395861461055,0.035543736506961486,0.06065502742826531,0.05675414968232278,0.058318050238363804,0.0021987807874023105,0.03036721925650882,0.018462395439841874,0.042400184363538956,-0.003632192280554503,-0.027497061758851662,0.017674592384725206,-0.062055986700939876,0.012079383355371603,0.012293183598276991,0.011737717638165784,0.011783468204994211,0.022027163931186044,-0.022775402008214908,0.021611614879983292,-0.02009847474093807,0.03385072606982926,0.020907313758278263,0.04965587659877634,-0.03712723287448117,-0.012235642289247435,0.007309371136816064,0.041086229219431565,-0.003617195861802007,-0.057004449185360406,-0.03016612356350191,0.02921572698097212,0.040308135462689694,0.027070544207230797,0.01371686869327316,-0.07245578934624218,0.018973412948783002,-0.017004434711302877,-0.019161456412371315,0.013113087597076547,-0.003575287463179365,0.05453094194909255,0.017257205196713234,-0.025623649016899834,-0.04335298935164141,-0.021829168884703945,-0.08771772453263219,-0.024216309876565836,-0.06515435440359679,0.023475220935411833,0.014419573668152821,0.02165199881390815,-0.007806905492261789,-0.00015480807853528728,0.0072683267078094745,0.05623901150047596,0.05099442622581854,0.03554060166728044,-0.05743233882366347,0.025680059512568625
mordred_AATS8Z,0.030249100355147652,0.06808772484447947,0.04480619461253785,0.053503835316665235,0.026895466231451746,0.06397188701303964,-0.008104767437195997,0.0557057154060739,-0.01082252769297926,0.005061500944570884,0.004678993113094577,0.0318296207729912,0.034357206590920585,-0.03454314503005712,-0.05184101528859045,0.06507351921945273,-0.003433957087183033,-0.010294954099401338,0.035339654766195855,0.0013177004980077008,-0.030922885569219464,0.011534324818699454,0.006685993684217081,0.011358192624690799,0.002372120155854267,-0.022206632528642165,-0.02414881479942889,-0.045402389905419435,0.0029673944198675157,0.015302281766882444,0.016408911100746597,0.029351087498470582,-0.0320118931274898,0.025461649578917743,-0.008422304761988589,0.046527790073809194,-0.003924815824919254,-0.006936450389780925,0.014056662221541505,-0.07568337301463066,0.055964906600393924,-0.013250079412028904,-0.04868272469853497,-0.025280745628152204,-0.004671014688857137,-0.014733529830030278,0.016935341456350873,-0.029890037104181266,-0.03611220752785601,-0.0009802824335736334,0.03744714248173855,0.011802201913771135,0.03544521390867499,-0.0444191230935264,-0.04611126747431098,0.007809868842295637,0.006498117957096517,-0.05345594926627429,-0.010251175581637581,0.0008663312125470179,0.013334417872436591
mordred_AATS0v,-0.02137292938613133,0.09118882932155409,-0.008311572795339037,0.01170749744918296,0.05376934300095716,0.0634375062676838,-0.023030169748266334,0.014076659323469017,-0.023997199749019076,-0.023350813215820717,0.010213443160710439,0.0014662422573009635,0.016806245836996244,0.00020600207116878077,-0.0189282676812776,-0.001558930513972646,0.022337834203756478,0.017981553840462704,-0.023785415809267824,-0.016061371033880015,0.0026354724619902428,-0.03399202868808729,0.014869817386300799,-0.020454379914035016,0.004393510401125252,0.056678535996112646,0.009988545187581773,0.010146880716351343,0.0009755169371345566,-0.02548204888545405,-0.018274644817130297,-0.017366889781404184,-0.00942962377767869,0.018339464878093327,-0.01707717473932359,0.013807994707038017,-0.02066517247899272,0.013615699612640019,-0.001719336181202343,0.018965367402504194,0.04095402476170925,0.036935198871626385,0.03922466827988564,0.0557545337891157,0.013465079257132036,-0.013248926440000992,-0.022239047879033278,0.01353595429299725,0.013077199253769997,-0.006640199111319179,0.022624602276481515,0.00016228374974621424,0.10982921641737438,-0.02405437880686405,0.08351625916197884,0.016784429958098247,0.020519584305816584,0.0011909896299831795,-0.025753890325986233,-0.05846503353912941,0.162871011814853
