TSNE1,TSNE2
-16.209522,39.5338
-50.146465,-15.3568535
-28.058868,54.125114
9.621268,7.595074
-28.825737,38.19252
-17.439703,-5.6534686
1.7866405,19.243135
-16.76168,-36.48564
-7.051238,-8.081804
46.395603,-7.5021977
19.874817,-31.763647
2.7105823,-2.903608
-8.373493,-30.258917
-13.495415,17.180513
26.588419,43.183514
-39.448124,-26.968658
59.091187,-54.9032
22.095335,6.221758
15.845573,17.342758
44.278084,18.657925
49.43424,-41.414005
-27.966393,-14.065278
-38.178825,-15.4025545
-42.40377,-4.2364907
-50.4861,13.686483
46.024807,31.216911
38.423683,42.1443
-36.985107,48.802624
23.313143,-55.40156
-4.209892,-41.97345
-54.84254,1.7299509
5.6615963,34.50107
-29.510965,-2.6208875
37.93495,-21.156765
17.490145,31.115011
58.60113,-20.06501
-13.374592,-49.88528
-4.007569,-18.991974
38.6649,8.7214155
49.602757,-29.339613
33.59884,-63.780033
-15.272707,-18.529097
38.809177,-51.95772
37.910618,-37.52826
1.6664764,56.524006
46.637035,-61.109566
-26.547905,16.718025
-9.395425,5.2970595
-25.965992,-43.344707
-20.81458,6.3665457
28.083216,-44.67416
29.032234,17.363468
31.924208,28.279661
-36.847424,8.108367
6.8685493,-15.733707
54.99679,1.8507314
-26.652565,-26.108469
3.2449327,-32.014782
13.858572,-46.05302
6.0911603,-55.75482
