TSNE1,TSNE2
3.324978,-10.551303
-0.7967615,-9.688477
4.5314813,-10.996623
1.8366926,-10.037949
3.1001418,-11.368034
1.0591576,-10.057393
1.8284701,-9.836528
-0.2905416,-10.892903
0.92973673,-10.546564
0.76445276,-13.184108
-0.6855091,-11.610703
1.2005383,-10.381831
-0.30858952,-10.766948
1.6760398,-11.612677
3.4770644,-8.622174
0.8373708,-9.920876
-2.6616445,-12.38947
2.1091375,-9.302706
2.0269735,-9.412046
2.8123796,-8.387057
0.13185655,-13.20562
-0.62479717,-9.565152
-1.4638356,-9.019933
-0.6038971,-9.725855
-1.5120568,-8.581964
3.297085,-8.348852
3.3768983,-8.829403
4.4766064,-11.000499
-0.40473166,-12.768676
-0.3662162,-10.770984
-1.456303,-8.565302
2.9826999,-9.82371
0.111813076,-9.894977
1.5241601,-7.3649583
3.1317916,-9.812318
-0.8510875,-13.838623
-0.27861065,-10.872582
0.26458934,-10.163841
2.7915778,-8.406748
-1.0439737,-13.493237
-1.351919,-13.023642
0.26091322,-10.172483
-2.091419,-12.145594
-1.0109819,-13.142788
0.3482105,-13.428729
-1.8323805,-12.598771
0.57775074,-9.101223
0.52187055,-9.21451
-0.22551239,-10.94042
0.48248586,-9.256808
-1.231973,-12.680122
1.998215,-8.369969
2.226097,-8.381273
-0.39028814,-9.255437
0.47359008,-10.601776
1.8121355,-7.4151287
0.29508498,-11.071756
-1.0542641,-10.661369
-1.7975589,-11.25138
-1.8091724,-11.087737
