Model,R2,Q2,MSE,MAE
Random Forest,0.6839897337090441,0.19206054214319745,0.692812508288096,0.6747957426844908
AdaBoost,0.8807462132403232,0.11283794853786844,0.7607463160196704,0.6844457446388641
XGBoost,0.8658604591156571,0.04257203832522449,0.82099971870742,0.7337863729260614
MLP,0.7509375720863801,-0.02429601599547415,0.8783394413657961,0.7850071345888702
KNN,0.166556231780027,0.10446904177525573,0.767922699385344,0.6989429734182205
Gradient Boosting,0.9820714648692521,-0.016329296205731536,0.8715079355311867,0.7095665581732264
SVR,0.989662455274859,0.05312021404630396,0.8119546002791529,0.7097415357236977
