Model,R2,Q2,MSE,MAE
Random Forest,0.4961557938788157,0.14788628998844922,0.8333092929198356,0.8394853111095717
AdaBoost,0.5386848520590548,0.27453603970477725,0.7094544456798388,0.7669633984140019
XGBoost,0.6717185306728246,0.3988148404393439,0.5879182253981079,0.6677052975463168
MLP,0.17856244136086064,0.2397528583940961,0.7434700328989592,0.7870653353407984
KNN,0.059450305115477886,0.05449536368712893,0.9246392713568997,0.8675071636488094
Gradient Boosting,0.9838445007218417,0.5243503538449914,0.4651530255388418,0.6030774653634942
SVR,0.09964804178709352,0.15524370147356925,0.8261142445473565,0.8249462142761106
