Model,R2,Q2,MSE,MAE
Random Forest,0.7337125618973039,-0.5003265788110702,4.84171275558499,1.8039661555812887
AdaBoost,0.8781065076079466,-1.0136811661963567,6.49836237373083,2.1200359659358403
XGBoost,0.9856828672529221,-1.0157335255124873,6.504985554590443,2.160529311093484
MLP,0.8996905349368646,-301004.5210270176,971376.6930749944,102.12739507753261
KNN,0.5260635743849388,-0.5280364689034853,4.931135505412313,1.724112550619542
Gradient Boosting,0.5243279942260493,-0.22229136164896302,3.944463665655261,1.659828914246855
SVR,0.8356558462708252,-0.5462127372331409,4.989792248193186,1.8309517944042915
