Model,R2,Q2,MSE,MAE
Random Forest,0.8283339931012551,0.21506778913906854,0.7908958097684534,0.6892667687860289
AdaBoost,0.8095995499809507,-0.0695656333081971,1.0776917623599325,0.8108250528474129
XGBoost,0.9586991120354297,0.1519564048413714,0.8544866889540431,0.6943377323248295
MLP,0.8410980906280353,-0.7699060138086837,1.7833530470993537,0.9817256380235353
KNN,0.6876647827826117,0.0248935731698946,0.9825148928623294,0.7329070786069232
Gradient Boosting,0.9542226812939579,-0.09805436079303775,1.1063969357260282,0.8167622590413288
SVR,0.9769814184309273,0.0013909268930392127,1.0061961027829252,0.7172511245980422
