,PC1,PC2,PC3
rdkit_fr_Ar_OH,0.0,-0.0,0.0
rdkit_fr_COO,0.0,-0.0,0.0
rdkit_fr_COO2,0.0,-0.0,0.0
rdkit_fr_C_O,0.011001495013276833,0.012100974072845596,-0.008269876064736687
rdkit_fr_C_O_noCOO,0.011001495013276833,0.012100974072845596,-0.008269876064736687
rdkit_fr_C_S,0.0,-0.0,0.0
rdkit_fr_HOCCN,0.0,-0.0,0.0
rdkit_fr_Imine,0.0,-0.0,0.0
rdkit_fr_NH0,0.028278082328886147,-0.04440643432431421,0.0002588487312497349
rdkit_fr_NH1,-0.009709130033995764,0.0071714234448763264,-0.004093599010145017
rdkit_fr_NH2,0.0,-0.0,0.0
rdkit_fr_N_O,0.0006161036474174555,-0.0033826653318255392,0.02348931617408262
rdkit_fr_Ndealkylation1,0.01983894277910849,-0.05173334309347283,0.019617689389435047
rdkit_fr_Ndealkylation2,0.0,-0.0,0.0
rdkit_fr_Nhpyrrole,0.0,-0.0,0.0
rdkit_fr_SH,0.0,-0.0,0.0
rdkit_fr_aldehyde,0.0,-0.0,0.0
rdkit_fr_alkyl_carbamate,0.0,-0.0,0.0
rdkit_fr_alkyl_halide,0.021445077805526108,0.024325578169401958,0.031512195266979
rdkit_fr_allylic_oxid,0.0007837072011202179,-0.008986084625173833,-0.003430432591251714
rdkit_fr_amide,0.005353749099947042,0.02002484976258874,-0.017096388761035808
rdkit_fr_amidine,0.0,-0.0,0.0
rdkit_fr_aniline,0.014191733571343929,-0.02625125169028604,-0.014249297675208305
rdkit_fr_aryl_methyl,0.0005452281890483668,0.0029797309616561673,-0.04441823102558737
rdkit_fr_azide,0.0,-0.0,0.0
rdkit_fr_azo,0.0,-0.0,0.0
rdkit_fr_barbitur,0.0,-0.0,0.0
rdkit_fr_benzene,0.011699401421528683,0.011376231344319905,-0.005113752208866334
rdkit_fr_benzodiazepine,0.0,-0.0,0.0
rdkit_fr_bicyclic,-0.011960429882838524,-0.02079214079524063,0.04826144074211445
rdkit_fr_diazo,0.0,-0.0,0.0
rdkit_fr_dihydropyridine,0.0,-0.0,0.0
rdkit_fr_epoxide,0.0,-0.0,0.0
rdkit_fr_ester,0.013770059688276668,-0.00435757874328474,0.006995807396646187
rdkit_fr_ether,0.021415673092840596,-0.012871296766946828,0.012201310344538129
rdkit_fr_furan,0.0,-0.0,0.0
rdkit_fr_guanido,0.0,-0.0,0.0
rdkit_fr_halogen,0.015908748409853332,0.020576029558029188,0.04453383361921906
rdkit_fr_hdrzine,0.0,-0.0,0.0
rdkit_fr_hdrzone,0.0,-0.0,0.0
rdkit_fr_imidazole,0.0,-0.0,0.0
rdkit_fr_imide,0.0,-0.0,0.0
rdkit_fr_isocyan,0.0,-0.0,0.0
rdkit_fr_isothiocyan,0.0,-0.0,0.0
rdkit_fr_ketone,0.0,-0.0,0.0
rdkit_fr_ketone_Topliss,0.0,-0.0,0.0
rdkit_fr_lactam,0.0,-0.0,0.0
rdkit_fr_lactone,0.0,-0.0,0.0
rdkit_fr_methoxy,0.008601434477033754,-0.020399495793291946,0.0017700992429929906
rdkit_fr_morpholine,0.0,-0.0,0.0
rdkit_fr_nitrile,0.000767143587956423,-0.0053314230671212106,0.004357305275547677
rdkit_fr_nitro,0.0,-0.0,0.0
rdkit_fr_nitro_arom,0.0,-0.0,0.0
rdkit_fr_nitro_arom_nonortho,0.0,-0.0,0.0
rdkit_fr_nitroso,0.0,-0.0,0.0
rdkit_fr_oxazole,0.0,-0.0,0.0
rdkit_fr_oxime,0.0,-0.0,0.0
rdkit_fr_para_hydroxylation,0.007494476320223938,0.010828477600285682,-0.017651995612684365
rdkit_fr_phenol,0.0,-0.0,0.0
rdkit_fr_phenol_noOrthoHbond,0.0,-0.0,0.0
rdkit_fr_phos_acid,0.0,-0.0,0.0
rdkit_fr_phos_ester,0.0,-0.0,0.0
rdkit_fr_piperdine,0.0,-0.0,0.0
rdkit_fr_piperzine,-0.0017439371779860047,0.01631157793589382,-0.020873208329940524
rdkit_fr_priamide,0.0,-0.0,0.0
rdkit_fr_prisulfonamd,0.0,-0.0,0.0
rdkit_fr_pyridine,-0.011699401421528683,-0.011376231344319905,0.005113752208866334
rdkit_fr_quatN,0.0006161036474174556,-0.0033826653318255436,0.023489316174082623
rdkit_fr_sulfide,-0.009433890724878631,0.008065600141219162,-0.009484513053248602
rdkit_fr_sulfonamd,0.0,-0.0,0.0
rdkit_fr_sulfone,-0.004032039972853492,0.025493253406142054,0.01528819188428691
rdkit_fr_term_acetylene,-4.625968865302075e-05,-0.007274008768183773,-0.0014094605387812533
rdkit_fr_tetrazole,0.0,-0.0,0.0
rdkit_fr_thiazole,0.0,-0.0,0.0
rdkit_fr_thiocyan,0.0,-0.0,0.0
rdkit_fr_thiophene,0.0,-0.0,0.0
rdkit_fr_unbrch_alkane,0.0,-0.0,0.0
rdkit_fr_urea,0.0,-0.0,0.0
mordred_nAcid,0.0,-0.0,0.0
mordred_nBase,0.022915246411022664,-0.042391427539158755,0.008333227441032327
mordred_SpAbs_A,0.04757933718828173,0.013342382879859028,-0.01614278701399667
mordred_SpMax_A,0.037584273900703444,0.02550538015282915,-0.0246040247368593
mordred_SpDiam_A,0.03974983616219546,0.028120870596178505,-0.02352173051630917
mordred_SpAD_A,0.04757933718828173,0.01334238287985902,-0.01614278701399668
mordred_SpMAD_A,-0.01568092684814928,0.029361297507444248,-0.053179229166335766
mordred_LogEE_A,0.0489085894196173,0.01164809064469524,-0.00793001496017282
mordred_VE1_A,0.0023221503357597328,-0.0026297413364141926,0.03443507173243009
mordred_VE2_A,-0.03858852152680917,-0.0035042293893996525,0.02052508301068888
mordred_VE3_A,0.04047182293687006,0.0002780023658972836,0.021150840109228436
mordred_VR1_A,0.03237240639999001,0.011185308701507942,-0.017995615430290476
mordred_VR2_A,0.029684496129360603,0.010635977357916458,-0.02029385850203288
mordred_VR3_A,0.03699126264163825,0.0042146945849010605,-0.01776315871805883
mordred_nAromAtom,0.0,-0.0,0.0
mordred_nAromBond,0.0,-0.0,0.0
mordred_nAtom,0.0473746476974019,-0.0188845403706323,-0.011050599773279941
mordred_nHeavyAtom,0.04950266283972565,0.0039840148207327735,0.0014598979921994785
mordred_nSpiro,0.0,-0.0,0.0
mordred_nBridgehead,0.0,-0.0,0.0
mordred_nHetero,0.026211876335143793,0.023221510929493924,0.05209782100453844
mordred_nH,0.041039677892426754,-0.03522151972409025,-0.017957759837739465
mordred_nB,0.0,-0.0,0.0
mordred_nC,0.04512434105517394,-0.004125155528287666,-0.028947381064249864
mordred_nN,0.023064784009436245,-0.03929512481144241,-0.0013140265850774225
mordred_nO,0.008027131817407608,0.028981199186246774,0.028089194585565747
mordred_nS,-0.010254209263831578,0.03384359156345277,0.009177555078641498
mordred_nP,0.0,-0.0,0.0
mordred_nF,0.019290331366744237,0.02032570562026035,0.044638764386898164
mordred_nCl,-0.010174223640664691,0.0025039508330894885,0.003228769659170111
mordred_nBr,0.0,-0.0,0.0
mordred_nI,0.0,-0.0,0.0
mordred_nX,0.015908748409853332,0.020576029558029188,0.04453383361921906
mordred_ATS0dv,0.03737329146482703,0.023353438678953113,0.03798112714469208
mordred_ATS1dv,0.042139610261750976,0.009949952415795698,0.007522258909495063
mordred_ATS2dv,0.041049083216498326,0.029151739622055965,0.01978846419021769
mordred_ATS3dv,0.04236477962671031,0.016727404802314792,0.01503360300924983
mordred_ATS4dv,0.04151424729838054,0.020565230277299607,0.028038091987009985
mordred_ATS5dv,0.041325333239839515,0.019360552434447023,0.027748435455620484
mordred_ATS6dv,0.04174859144172346,0.01859890154290347,0.027944127665953587
mordred_ATS7dv,0.04304796155238338,0.0133120391615056,0.022044473024376142
mordred_ATS8dv,0.042867113231898804,0.019825999908662406,0.02712109510550954
mordred_ATS0d,0.048650734038375,0.011019627536108956,-0.013453196159798935
mordred_ATS1d,0.0451322266373172,0.020731967395228465,-0.02402103167612967
mordred_ATS2d,0.04511081194880722,0.011400446091368985,-0.02907850049036722
mordred_ATS3d,0.042926855740636136,0.017385831564738597,-0.032016005023001136
mordred_ATS4d,0.04732509205387409,0.003595964247460847,-0.022847001027544587
mordred_ATS5d,0.048319454988131144,-0.002268899427279702,-0.011676664141866981
mordred_ATS6d,0.04800795255951655,-0.0038085406282136513,-0.005105434342726317
mordred_ATS7d,0.04740361694382023,-0.01227266704692067,0.0014119175024667242
mordred_ATS8d,0.04749274112223471,-0.011698992684321643,-0.0049004723713735225
mordred_ATS0s,0.02367884878864362,0.03188290841456235,0.053155022432051176
mordred_ATS1s,0.04368182463468355,-0.01702455295687297,0.014851160979248155
mordred_ATS2s,0.03842963263554073,0.023392786786397335,0.03505486960997002
mordred_ATS3s,0.03758039253812178,0.01858288908055253,0.025768332093462736
mordred_ATS4s,0.04242598787472145,0.014998293821325344,0.03237587178676701
mordred_ATS5s,0.04081691900772448,0.004540104317804306,0.032120274421776146
mordred_ATS6s,0.03727968076085033,0.009394473862012172,0.04127456152165887
mordred_ATS7s,0.04123523227374497,-0.0009760734242575624,0.03513899229510946
mordred_ATS8s,0.041897591295344,0.0059701036116098765,0.034216332616682284
mordred_ATS0Z,0.026739204320477064,0.03596288572680171,0.022442283335437355
mordred_ATS1Z,0.03737398896028989,0.030587696025994697,0.005101736207443853
mordred_ATS2Z,0.042365567397094954,0.03147169264138795,0.0016466528681908484
mordred_ATS3Z,0.0430451521709167,0.024590326706970655,0.0005805414668004795
mordred_ATS4Z,0.044830042790639756,0.01808803641283049,0.010258118547928803
mordred_ATS5Z,0.04257645536906268,0.011692409222091612,0.019523095169351266
mordred_ATS6Z,0.04298788762800549,0.00799948191951735,0.021860923587846928
mordred_ATS7Z,0.043438648178874564,0.0040316206666689385,0.018052847495686166
mordred_ATS8Z,0.04439635993887182,0.006675740934972489,0.016547446701728686
mordred_ATS0m,0.025983437733030638,0.036973331245056064,0.02451652023270099
mordred_ATS1m,0.035734521036367234,0.03415956147670462,0.007173028705162279
mordred_ATS2m,0.0417725956304666,0.03315537754284787,0.006495860930730349
mordred_ATS3m,0.042137023768485556,0.027068456476013452,0.004789476432189894
mordred_ATS4m,0.043397700767946176,0.02094311707432529,0.014540849226763452
mordred_ATS5m,0.04085559588274349,0.014529799514362044,0.024456283953818807
mordred_ATS6m,0.04217284954857069,0.01212085609164309,0.023530184150975138
mordred_ATS7m,0.04268314425770956,0.008471271722392062,0.019796976407613208
mordred_ATS8m,0.04358444540025071,0.012226948431101512,0.018492677007422353
mordred_ATS0v,0.0479780556131624,0.0034645655755147133,-0.01354499803147615
mordred_ATS1v,0.046740181188267595,0.010917133474996456,-0.022720949058770444
mordred_ATS2v,0.044382582372940724,0.015213352476401666,-0.028227031172571623
mordred_ATS3v,0.045966946794561946,0.0077648030449211005,-0.02475633707212017
mordred_ATS4v,0.04779842193919813,0.002668094561043522,-0.01774374008017424
mordred_ATS5v,0.04773936905283757,-0.0037107825294555455,-0.004763897158086221
mordred_ATS6v,0.04616395297308568,-0.01175452545933011,0.006305797436939641
mordred_ATS7v,0.04597847809415539,-0.013794971017402556,0.004624567726125895
mordred_ATS8v,0.04597346484097288,-0.013730815351077107,0.0020301407189756435
mordred_ATS0se,0.0491634387982659,-0.011599573764344331,6.641162032640804e-05
mordred_ATS1se,0.04878488112201535,-0.010099994432644699,-0.012294960219404861
mordred_ATS2se,0.04866551686560782,-0.004489152238474094,-0.015937370480212265
mordred_ATS3se,0.04403649912885637,0.009075696999422775,-0.027171188495334297
mordred_ATS4se,0.04784558246713716,-0.014530767449149402,-0.011120874260546604
mordred_ATS5se,0.046171388167655716,-0.01863989902311907,-0.008648681847756407
mordred_ATS6se,0.04586062961112199,-0.015375999602714265,0.0016629257457447515
mordred_ATS7se,0.04335175758149268,-0.026488737631839208,0.011658638866568176
mordred_ATS8se,0.044298432824035304,-0.023325572991687006,0.00742469095423678
mordred_ATS0pe,0.04950581422274853,-0.008525763581565255,0.003923919105253875
mordred_ATS1pe,0.04902170227306385,-0.009435847554620989,-0.011388884802959113
mordred_ATS2pe,0.04898973568231654,-0.0023939095360761215,-0.014355507925429388
mordred_ATS3pe,0.044723271998837605,0.008445111192371419,-0.024878029589659744
mordred_ATS4pe,0.04837907559253275,-0.012387161436963792,-0.009467528320163456
mordred_ATS5pe,0.046582935977171336,-0.017439852055414047,-0.006699574889721723
mordred_ATS6pe,0.04619156506683325,-0.014413487385429368,0.004507224747171091
mordred_ATS7pe,0.043929738485675246,-0.02456752742863275,0.012360592132362683
mordred_ATS8pe,0.04483523264032628,-0.02151925224286454,0.008848430190305935
mordred_ATS0are,0.0494582828602647,-0.008242337834311067,0.005419155957056366
mordred_ATS1are,0.0490200369009012,-0.010058597442743919,-0.010781869872818697
mordred_ATS2are,0.0491277434797786,-0.003073075232731775,-0.01308714399504504
mordred_ATS3are,0.044702446767260116,0.008522682137147304,-0.02436982711756707
mordred_ATS4are,0.048435079947247585,-0.01231197102032162,-0.008721536474209987
mordred_ATS5are,0.04650727717138481,-0.017919041101271033,-0.006125287634152858
mordred_ATS6are,0.0462254121532232,-0.014133103628774088,0.004926896696520967
mordred_ATS7are,0.043946603982103004,-0.02446778956532321,0.012712833341217426
mordred_ATS8are,0.04485571760690872,-0.02141412517875963,0.009454634208811244
mordred_ATS0p,0.041888714426741025,0.006657197073037012,-0.018084267644128765
mordred_ATS1p,0.043449542077035476,0.011592658491467534,-0.026262541578198028
mordred_ATS2p,0.04045505774901475,0.01688189675112837,-0.03493119715737784
mordred_ATS3p,0.04345743118175384,0.006533206542423314,-0.03166598438999547
mordred_ATS4p,0.04592072350861748,-0.002679563951826608,-0.0250482459248018
mordred_ATS5p,0.04607409200639979,-0.00433913537683666,-0.01537230258689736
mordred_ATS6p,0.044584055549222845,-0.015603668991124045,-0.00025627995109026535
mordred_ATS7p,0.04362457826542393,-0.020395318835989884,0.00045245929094535066
mordred_ATS8p,0.04334629166057396,-0.01962657400214381,-0.004175458442145113
mordred_ATS0i,0.047934171522272424,-0.0198970389987686,-0.004568521499094872
mordred_ATS1i,0.04798310889859935,-0.0161046536860314,-0.013421694707062216
mordred_ATS2i,0.04793890780830968,-0.014237237347905659,-0.015386103426005694
mordred_ATS3i,0.04247183505132502,0.008304167634519431,-0.03231268659088895
mordred_ATS4i,0.04654763121890096,-0.02016665013484102,-0.012911554490487346
mordred_ATS5i,0.04425666382140378,-0.02473952345233744,-0.010700794108798097
mordred_ATS6i,0.04495734153903846,-0.017168733130532257,-0.004539690653935317
mordred_ATS7i,0.0421804894799365,-0.030863130547312795,0.010783243717952914
mordred_ATS8i,0.04320257203187213,-0.0276215450585325,0.0062334250205629705
mordred_AATS0dv,-0.0011987944977002226,0.04396639048179903,0.051151309002181344
mordred_AATS1dv,-0.009323240755003005,0.03025751645101881,0.0318959810639643
mordred_AATS2dv,-0.0035995097278567535,0.04487851277448784,0.04731714300070527
mordred_AATS3dv,-0.004558758473718404,0.012224008962204831,0.05516095424666863
mordred_AATS4dv,-0.0023366101307544965,0.045184321928602174,0.04623826957021965
mordred_AATS5dv,0.00236219888365604,0.04499718533343059,0.046399481142799674
mordred_AATS6dv,0.011260910478977053,0.04331639740054088,0.03966381691748706
mordred_AATS7dv,0.002790882240040178,0.05593887828633814,0.016697241755329963
mordred_AATS8dv,0.005119752611406473,0.055499270160308624,0.031015509119029342
mordred_AATS0d,-0.0009693861333423937,0.06711351908067521,-0.0047067333293083985
mordred_AATS1d,0.0017049411369392802,0.06663499975115197,-0.015799652766977954
mordred_AATS2d,-0.006050279442330368,0.06265782393585935,-0.018106280344516404
mordred_AATS3d,-0.00047276259710288856,0.0436947713380531,0.004416248010744202
mordred_AATS4d,-0.010103760928428376,0.06120845521168629,-0.011018805639328211
mordred_AATS5d,0.016549495644020102,0.05374811113723381,0.0054854784362269185
mordred_AATS6d,0.01741245472247246,0.0465479287803921,-0.0029362281754121396
mordred_AATS7d,0.004534987905595965,0.05537064988729231,-0.02092891801343429
mordred_AATS8d,0.009812604307979235,0.05018287144971474,-0.02188316095757964
mordred_AATS0s,0.00460645064807778,0.04039896111099223,0.05711706922275522
mordred_AATS1s,-0.015566864893325332,-0.0040495110263373355,0.050007211971164936
mordred_AATS2s,0.011739034194121764,0.03407968861153845,0.05722952904523986
mordred_AATS3s,-0.008383292376558505,0.014970100563716813,0.06646564274054494
mordred_AATS4s,0.00012764631015328023,0.04196813178205188,0.0563335740732874
mordred_AATS5s,-0.006945065383510291,0.031209465965719177,0.05459443216219274
mordred_AATS6s,0.0024708784348017663,0.031258483097811283,0.05640292437436708
mordred_AATS7s,-0.003610373139561602,0.05057187700926961,0.043461926815481645
mordred_AATS8s,0.0036834380721588425,0.04722998894773882,0.04884223615025247
mordred_AATS0Z,-0.015728170109286677,0.05036929603947173,0.028846222165036677
mordred_AATS1Z,-0.011737704180155519,0.05272501624919128,0.025839521770558947
mordred_AATS2Z,-0.01361066067584244,0.05587057689638228,0.03531094757747433
mordred_AATS3Z,-0.013204710074343994,0.023225098342186713,0.050621420379785564
mordred_AATS4Z,-0.01487640952308544,0.05180703286400153,0.033675149224849904
mordred_AATS5Z,-0.007374631452432603,0.04244056593038343,0.04162821729895333
mordred_AATS6Z,7.49752586560662e-06,0.04355671301252985,0.04133414748203809
mordred_AATS7Z,-0.00911224705934372,0.06094052129874385,0.012025882508753789
mordred_AATS8Z,-0.002113033607966516,0.06025245108083896,0.02364084287153834
mordred_AATS0m,-0.015131761484203117,0.050394817438260124,0.03018646673341739
