Molecule ChEMBL ID,MACCS_sim_score,ECFP4_sim_score,MCSS_rdkit_sim_score,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Document ChEMBL ID,Smiles (RDKit Mol)
CHEMBL3425663,0.8167500000000001,0.4277499999999999,0.3385,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3cnc[nH]3)c2)n1,IC50,'=',81.0,nM,CHEMBL3425413, 
CHEMBL3425671,0.8165,0.5195,0.379,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(C)=O)c2)n1,IC50,'=',180.0,nM,CHEMBL3425413, 
CHEMBL3425665,0.8015000000000001,0.472,0.35,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C(C)C)c2)n1,IC50,'=',800.0,nM,CHEMBL3425413, 
CHEMBL3425672,0.827,0.4865,0.4075,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C=C/C3CC3)c2)n1,IC50,'=',830.0,nM,CHEMBL3425413, 
CHEMBL3781897,0.81,0.423,0.268,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(C2CCN(C)CC2)cc1,Ki,'=',15.0,nM,CHEMBL3779874, 
CHEMBL3781993,0.8,0.407,0.273,CN1CCN(c2ccc(NC(=O)c3c(Nc4ccnc(N)n4)cc[nH]c3=O)cc2)CC1,Ki,'=',4.0,nM,CHEMBL3779874, 
CHEMBL3781462,0.8214999999999999,0.4315,0.273,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)nc1,Ki,'=',78.0,nM,CHEMBL3779874, 
CHEMBL3780509,0.806,0.49,0.291,CCc1cc(NC(=O)c2c(Nc3ccccc3OC)cc[nH]c2=O)ccc1N1CCN(C)CC1,Ki,'=',31.0,nM,CHEMBL3779874, 
CHEMBL3780175,0.822,0.44,0.268,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCS(=O)(=O)CC2)cc1,Ki,'=',37.0,nM,CHEMBL3779874, 
CHEMBL3780841,0.803,0.3168333333333333,0.2993333333333333,COc1ccccc1Nc1cc[nH]c(=O)c1-c1nc2c(C(C)C)cccc2[nH]1,Ki,'=',58.0,nM,CHEMBL3779874, 
CHEMBL3780090,0.8185,0.4315,0.273,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)cc1,Ki,'=',19.0,nM,CHEMBL3779874, 
CHEMBL3781805,0.81,0.423,0.268,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCC(C)CC2)cc1,Ki,'=',625.0,nM,CHEMBL3779874, 
CHEMBL3780320,0.8075,0.4765,0.268,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)c(C)c1,Ki,'=',26.0,nM,CHEMBL3779874, 
CHEMBL3780404,0.803,0.3184,0.2956,COc1ccccc1Nc1cc[nH]c(=O)c1-c1nc2c(C(C)C)ccc(C)c2[nH]1,Ki,'=',88.0,nM,CHEMBL3779874, 
CHEMBL3985086,0.8015000000000001,0.489,0.3429999999999999,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3OC)ncc2Cl)c1,IC50,'=',109.0,nM,CHEMBL3860065, 
CHEMBL3956430,0.821,0.512,0.36,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2F)c1,IC50,'=',9.1,nM,CHEMBL3860065, 
CHEMBL4473365,0.845,0.6395,0.4865,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',6.0,nM,CHEMBL4382192, 
CHEMBL4467561,0.8365,0.6395,0.4865,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',19.0,nM,CHEMBL4382192, 
CHEMBL4533742,0.817,0.5,0.463,CCC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',972.0,nM,CHEMBL4382192, 
CHEMBL4465103,0.8305428571428571,0.6223142857142857,0.5478285714285713,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',830.0,nM,CHEMBL4382192, 
CHEMBL4581316,0.8122173913043479,0.628304347826087,0.5438260869565219,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',31.0,nM,CHEMBL4382192, 
CHEMBL4516287,0.8775,0.6505,0.4955,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',183.0,nM,CHEMBL4382192, 
CHEMBL4540442,0.868,0.6505,0.4955,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',22.0,nM,CHEMBL4382192, 
CHEMBL4520341,0.8144782608695651,0.628304347826087,0.5438260869565219,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',45.0,nM,CHEMBL4382192, 
CHEMBL4448107,0.845,0.6395,0.4865,C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',5.0,nM,CHEMBL4382192, 
CHEMBL4558227,0.81752,0.6216800000000001,0.54264,C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',162.0,nM,CHEMBL4382192, 
CHEMBL4565984,0.8365,0.6395,0.4865,C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',6.0,nM,CHEMBL4382192, 
CHEMBL4449391,0.8365,0.6395,0.4865,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',6.0,nM,CHEMBL4382192, 
CHEMBL4531697,0.845,0.6395,0.4865,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,EC50,'=',22.0,nM,CHEMBL4382192, 
CHEMBL4450061,0.8403421052631579,0.6343157894736843,0.5227368421052632,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',123.2,nM,CHEMBL4382243, 
CHEMBL4451619,0.8303571428571427,0.571190476190476,0.3794761904761904,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N1CCN(C)CC1,IC50,'=',54.99,nM,CHEMBL4382243, 
CHEMBL4555707,0.82825,0.554,0.4325,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,IC50,'=',32.61,nM,CHEMBL4382243, 
CHEMBL4454516,0.8427499999999999,0.5875,0.5385,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,IC50,'=',0.5872,nM,CHEMBL4382243, 
CHEMBL4540295,0.8281333333333333,0.5409333333333335,0.3828666666666667,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N1CCN(C)CC1,IC50,'=',27.92,nM,CHEMBL4382243, 
CHEMBL4570293,0.8525510204081632,0.5887959183673471,0.3666734693877551,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,IC50,'=',33.31,nM,CHEMBL4382243, 
CHEMBL4563980,0.8506750000000001,0.63345,0.53905,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',59.0,nM,CHEMBL4382243, 
CHEMBL4441745,0.8205,0.554,0.417125,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,IC50,'=',54.69,nM,CHEMBL4382243, 
CHEMBL4575697,0.8557608695652175,0.6219130434782609,0.5436956521739131,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',142.7,nM,CHEMBL4382243, 
CHEMBL4438856,0.8435833333333331,0.6001388888888888,0.5275277777777777,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',46.52,nM,CHEMBL4382243, 
CHEMBL4456234,0.8332702702702703,0.5718108108108106,0.396054054054054,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCN(C)CC1,IC50,'=',120.7,nM,CHEMBL4382243, 
CHEMBL4587847,0.8230833333333334,0.5729999999999998,0.3648055555555556,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N1CCN(C)CC1,IC50,'=',12.57,nM,CHEMBL4382243, 
CHEMBL4449898,0.809,0.54,0.491,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,IC50,'=',65.34,nM,CHEMBL4382243, 
CHEMBL5191556,0.817,0.4342,0.3592,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3ccsc23)CC1,IC50,'=',10.32,nM,CHEMBL5096223, 
CHEMBL5198920,0.8716346153846154,0.4777692307692306,0.3915961538461537,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N(C)CCN(C)C)cc3OC)nc3[nH]ccc23)CC1,IC50,'=',7.696,nM,CHEMBL5096223, 
CHEMBL5205097,0.8559215686274508,0.4411568627450979,0.2758235294117646,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc3[nH]ccc23)CC1,IC50,'=',12.32,nM,CHEMBL5096223, 
CHEMBL5184048,0.806,0.302,0.189,C=CC(=O)N1CCC(Oc2nc(Nc3ccn(C)n3)nc3ccsc23)CC1,IC50,'=',126.0,nM,CHEMBL5096223, 
CHEMBL5208549,0.8140000000000001,0.323,0.1773333333333333,C=CC(=O)N1CCC(Oc2nc(Nc3cnn(C)c3)nc3[nH]ccc23)CC1,IC50,'=',203.8,nM,CHEMBL5096223, 
CHEMBL5179952,0.8238,0.4074,0.3448,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)CC1,IC50,'=',4.902,nM,CHEMBL5096223, 
CHEMBL5208416,0.8211428571428573,0.388095238095238,0.2641904761904761,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)CC1,IC50,'=',5.681,nM,CHEMBL5096223, 
CHEMBL5172236,0.806,0.392,0.38,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3ccsc23)CC1,IC50,'=',6.532,nM,CHEMBL5096223, 
CHEMBL5199399,0.8224333333333333,0.4402,0.2884,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc3ccsc23)CC1,IC50,'=',14.2,nM,CHEMBL5096223, 
CHEMBL5171318,0.818,0.302,0.189,C=CC(=O)N1CCC(Oc2nc(Nc3cnn(C)c3)nc3ccsc23)CC1,IC50,'=',135.0,nM,CHEMBL5096223, 
CHEMBL5199354,0.8075000000000001,0.3934999999999999,0.3175,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(CCO)CC4)cc3)ncc2Cl)CC1,IC50,'=',42.06,nM,CHEMBL5096223, 
CHEMBL5174995,0.8263636363636364,0.4415454545454545,0.3291818181818182,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)nc3ccsc23)CC1,IC50,'=',20.23,nM,CHEMBL5096223, 
CHEMBL5183664,0.803,0.469,0.392,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)CC1,IC50,'=',20.1,nM,CHEMBL5096223, 
CHEMBL5189711,0.8308780487804877,0.4395121951219512,0.2716585365853659,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)nc3[nH]ccc23)CC1,IC50,'=',31.35,nM,CHEMBL5096223, 
CHEMBL5181848,0.825,0.4629999999999999,0.408,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)nc3ccsc23)CC1,IC50,'=',9.664,nM,CHEMBL5096223, 
CHEMBL5192155,0.818,0.4120666666666667,0.2599333333333333,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)CC1,IC50,'=',13.42,nM,CHEMBL5096223, 
