Model,R2,Q2,MSE,MAE
Random Forest,0.7670764920564958,0.39687243338905065,0.6514198698005467,0.6617058316596229
AdaBoost,0.8829504548226167,0.3667440843855234,0.6839605896609657,0.6522682226316425
XGBoost,0.9384248264238265,0.4303515017780095,0.6152601391261118,0.6260458873874606
MLP,0.04503025661050386,0.07338347162311021,1.00081052779946,0.8423613431897832
KNN,0.35225426506676527,0.25260778651514226,0.8072357579906542,0.7368360848826359
Gradient Boosting,0.9609348569373787,0.47352761233098495,0.5686269260681255,0.606863772002913
SVR,0.6387001315141168,0.1733412846587703,0.8928491127390876,0.7547007646925901
