TSNE1,TSNE2
-9.021587,71.225136
-38.376366,22.120317
-4.8188696,97.35389
-6.668834,-31.15243
-29.79279,72.71092
-5.7512536,-2.4301798
7.727907,-27.101795
27.07425,0.80557245
-10.847754,-15.354054
-105.86478,-17.605675
34.240208,-20.130009
3.7508037,-13.225235
31.559055,15.491859
49.937252,58.43191
37.061172,-68.97771
-22.909044,-5.3871856
-66.85368,-53.866344
5.2238116,-44.06093
18.287971,-38.4648
7.057631,-71.90523
-91.004166,-12.780655
-24.775572,35.65567
-50.82693,36.256058
-31.871101,8.556062
46.364143,34.993652
22.906008,-75.36072
32.37497,-54.353935
-15.937655,99.07108
-82.631294,-26.173174
17.310217,11.976456
-39.374886,48.88819
5.155955,63.05014
-15.087195,9.443652
-37.0572,-60.277576
20.123016,69.92127
-78.069534,12.527574
11.761919,0.16875154
19.904318,26.722416
14.037071,-59.901775
-73.01964,-0.96254236
-67.76282,-16.894482
5.9931626,25.172226
-49.413147,-42.556957
-58.950138,-1.1086174
-97.75756,0.62596077
-61.188385,-33.22381
8.292382,43.709774
22.125652,42.887012
20.29633,-11.191124
-6.0453324,40.584927
-53.44267,-18.002563
-15.060605,-50.569206
-6.707064,-61.20662
-23.920422,22.196152
1.7824901,10.694249
-25.479288,-69.715256
-9.329011,22.412867
42.72954,2.9551327
-33.658695,-29.076746
53.170723,-11.719259
