Model,PC,MSE,R2,Q2,MAE,Best Params
KNN,1,5.01459007268203,0.3755018441828446,0.0677603636337006,1.9174469947952324,{'n_neighbors': 5}
KNN,2,4.246107240738379,0.5286436652262945,0.2106255122143751,1.7717044287446873,{'n_neighbors': 3}
KNN,3,3.3272539131910297,0.5270604508916882,0.3814453558169771,1.5653873960135856,{'n_neighbors': 3}
KNN,4,3.978215332387892,0.2326523838061392,0.2604280786468015,1.8152393606372264,{'n_neighbors': 5}
KNN,5,3.799654375989349,0.2073393954861194,0.2936235340378669,1.7750321802047302,{'n_neighbors': 5}
KNN,6,4.181388717510798,0.2035327951052093,0.2226570385575791,1.8567008534458744,{'n_neighbors': 5}
KNN,7,4.360019459043286,0.2249707093155611,0.1894486097296126,1.8833730677444265,{'n_neighbors': 5}
KNN,8,2.470852265011415,0.4086427920540014,0.5406550917097972,1.3818704581046608,{'n_neighbors': 3}
KNN,9,3.576211728965032,0.2278422721522841,0.3351627404319128,1.6176725536900174,{'n_neighbors': 5}
KNN,10,3.526402823087665,0.2337280737419294,0.3444224876156112,1.5990094505892714,{'n_neighbors': 5}
KNN,11,2.931087376245342,0.2582609332925026,0.4550948751176074,1.4507285713931035,{'n_neighbors': 5}
KNN,12,3.406631272575,0.287017140593677,0.3666886719055738,1.6004715241350398,{'n_neighbors': 5}
KNN,13,3.6786783520950137,0.2589792957716669,0.3161136364968255,1.6348419866289836,{'n_neighbors': 5}
KNN,14,3.373471684535207,0.17238346483513778,0.37285322012351807,1.7283648157176954,{'n_neighbors': 7}
