Model,PC,MSE,R2,Q2,MAE,Best Params
KNN,1,2.206152884591579,0.4146457674068341,0.3888705812896151,1.2483144399436237,{'n_neighbors': 3}
KNN,2,2.837211178087025,0.3019181198490392,0.2140602629432347,1.4137379004472437,{'n_neighbors': 5}
KNN,3,2.399857431663257,0.4963243527322377,0.3352122205838529,1.333736689235692,{'n_neighbors': 3}
KNN,4,3.4885179987973385,0.0714790458398452,0.0336408724636445,1.682363478419478,{'n_neighbors': 7}
KNN,5,3.250330325773433,0.0749859383501437,0.0996215645433896,1.6399951545648297,{'n_neighbors': 7}
KNN,6,3.0160335473648288,0.0879437035496244,0.1645244346004092,1.5831408643857072,{'n_neighbors': 7}
KNN,7,3.054881898171418,0.1486453689942025,0.1537629999726892,1.5938906998991187,{'n_neighbors': 7}
KNN,8,3.0310384456115247,0.195040348521214,0.1603679072775037,1.5901545690880567,{'n_neighbors': 7}
KNN,9,2.9449351061222946,0.1918941788561903,0.1842195107536687,1.575668602763583,{'n_neighbors': 7}
KNN,10,3.0690681689486654,0.16417915015171336,0.14983324176131663,1.6046405354125306,{'n_neighbors': 7}
