Model,R2,Q2,MSE,MAE
Random Forest,0.3455849984272725,-0.023227018509405006,1.0903715723015817,0.842443262414342
AdaBoost,0.5091675829335619,-0.13702562950399555,1.2116376922840917,0.8719760146157329
XGBoost,0.5047689068020369,-0.06069967438244861,1.1303031983860143,0.8699256512584973
MLP,0.33141107825128036,-0.12902530877403318,1.203112387405069,0.8609038401572983
KNN,0.1618540172852002,-0.07477111841239115,1.1452980160305226,0.8702905017769902
Gradient Boosting,0.5843749986849063,-0.08436259494827114,1.1555188889765442,0.8219894111229114
SVR,0.7873010244890895,0.12440399939284053,0.9330529497489317,0.7137138974790673
