Model,R2,Q2,MSE,MAE
Random Forest,0.8185635001717084,-0.40024226328551293,2.925713060504737,1.3988497866461436
AdaBoost,0.8561036677824491,-2.254716762593985,6.800514161186465,2.0843646397837508
XGBoost,0.7592433983476061,-0.8605355873943084,3.88746534103396,1.5709020413692263
MLP,0.9846832161172552,-2521374635162.203,5268244570202.775,190907.823078622
KNN,0.5202698052147077,-0.9498816574865485,4.074148010903023,1.6675509277031628
Gradient Boosting,0.8158041525515333,-0.8160940084035637,3.7946076181299326,1.573404593501614
SVR,0.804101582973634,-1.1531535640334432,4.498871137330099,1.721010367673642
