Model,R2,Q2,MSE,MAE
Random Forest,0.7899425226257053,-0.10679337914709652,2.3125711382634955,1.2312725812978096
AdaBoost,0.8793181401294522,-1.5309797302804498,5.288313777488365,1.8751366000109562
XGBoost,0.7497595650064153,-0.7835325858836519,3.726572691865395,1.5576744032164185
MLP,0.9649996380551095,-878825268490.5227,1836246936222.4626,112708.8870039175
KNN,0.4818038877025367,-0.6959487329432075,3.5435720575066423,1.5281566469038101
Gradient Boosting,0.7764624067505228,-0.56145022005306,3.2625463620974378,1.407978019027695
SVR,0.8158214305253725,-0.6317851866287216,3.409506595848516,1.5023468712014132
