Model,R2,Q2,MSE,MAE
Random Forest,0.9400926678414634,0.7451937751160305,0.8003499602996291,0.5421328763528799
AdaBoost,0.9602724341927478,0.7269875214787911,0.8575360607663856,0.4539525790980153
XGBoost,0.9981328567970654,0.6949766640419952,0.9580826172343964,0.5871613981252831
MLP,0.8820347279847498,0.8116368527384596,0.5916513126841255,0.46853989244429783
KNN,0.8556201781181816,0.7853520925019496,0.6742121167671328,0.4983754323964643
Gradient Boosting,0.9986445157142568,0.6571048807513409,1.0770384247973939,0.5895462705233473
SVR,0.879357840870143,0.7567198241350298,0.7641464771273937,0.4999416773209731
