MSE,R2,MAE,Model,Best Params
0.09689544801016226,0.9575137433590176,0.25923189528624074,MLP,"{'activation': 'logistic', 'alpha': 1.0, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}"
