Model,R2,Q2,MSE,MAE
Random Forest,0.7903524000490495,-0.3039252989247767,4.207905026342309,1.716569541850431
AdaBoost,0.8593681727970575,-0.9081846920663368,6.157914079553884,2.0735854732963523
XGBoost,0.7497595650064153,-0.3401350304361235,4.324757664568398,1.744176478795891
MLP,0.9573808266748287,-75086.31137411144,242314.70560943632,52.47712198207583
KNN,0.4818038877025367,-0.7812154461216256,5.748170876747551,1.9634702661171584
Gradient Boosting,0.8118498853756249,-0.3641464858294643,4.402245173954671,1.704751049569003
SVR,0.8158214305253725,-0.6497619137691069,5.3239564068137755,1.9091194369171451
