Model,R2,Q2,MSE,MAE
Random Forest,0.8948245516390283,0.7573640723846521,0.6341033050571413,0.6178162945648115
AdaBoost,0.9257963343017239,0.7480644944566035,0.658406767276308,0.5727818998979585
XGBoost,0.9802544198582822,0.7723907982009092,0.5948325482573418,0.5742628581880961
MLP,0.9969080438003542,0.7537963827303173,0.6434270842000978,0.5985326903570637
KNN,0.9359574159558864,0.7257017822186285,0.7168493478104727,0.4984314979832955
Gradient Boosting,0.9972813993500489,0.7173799904473045,0.7385974694429761,0.5835160758890255
SVR,0.9929034046265844,0.7749455404874193,0.5881559998031761,0.558457306443881
