Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Document ChEMBL ID,Smiles (RDKit Mol)
CHEMBL5273261,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC[C@H]2CCCN2C)CC1,IC50,'=',83.5,nM,CHEMBL5252585,
CHEMBL5270938,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OCc5ccccn5)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1,IC50,'=',1.21,nM,CHEMBL5252585,
CHEMBL5266649,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(OC4CCN(C(=O)C=C)CC4)cc23)c1,IC50,'=',1.67,nM,CHEMBL5252585,
CHEMBL5290971,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1,IC50,'=',227.0,nM,CHEMBL5252585,
CHEMBL5280664,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H]2CCN(C)C2)CC1,IC50,'=',1.04,nM,CHEMBL5252585,
CHEMBL5268781,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4F)ncnc3cc2O[C@H]2CCOC2)CC1,IC50,'=',0.34,nM,CHEMBL5252585,
CHEMBL5274692,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1,IC50,'=',0.153,nM,CHEMBL5252585,
CHEMBL5266601,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H](C)CC)CC1,IC50,'=',10.8,nM,CHEMBL5252585,
CHEMBL5272004,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H](C)CC(C)C)CC1,IC50,'=',38.9,nM,CHEMBL5252585,
CHEMBL5277739,CN(C)C/C=C/C(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCOC2)CC1,IC50,'=',0.81,nM,CHEMBL5252585,
CHEMBL5281748,CN(C)C/C=C/C(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H]2CCOC2)CC1,IC50,'=',12.8,nM,CHEMBL5252585,
CHEMBL5271930,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(F)c4F)ncnc3cc2O[C@H]2CCOC2)CC1,IC50,'=',0.403,nM,CHEMBL5252585,
CHEMBL5281140,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H](C)CC)CC1,IC50,'=',1.21,nM,CHEMBL5252585,
CHEMBL5281167,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OCC2CCOC2)CC1,IC50,'=',0.551,nM,CHEMBL5252585,
CHEMBL5286007,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC2CCOCC2)CC1,IC50,'=',1.79,nM,CHEMBL5252585,
CHEMBL5281205,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCN(C)C2)CC1,IC50,'=',1.67,nM,CHEMBL5252585,
CHEMBL5288249,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C#N)c4)ncnc3cc2O[C@H]2CCOC2)CC1,IC50,'=',10.7,nM,CHEMBL5252585,
CHEMBL5281741,O=C(/C=C/C(F)(F)F)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCOC2)CC1,IC50,'=',0.817,nM,CHEMBL5252585,
CHEMBL5291403,C=CC(=O)N1CC[C@@H](n2cc(-c3cnc4ccccc4c3)c3c(N)ncnc32)C1,IC50,'=',0.4,nM,CHEMBL5252660,
CHEMBL5289003,C=CC(=O)N1CC[C@H](n2cc(-c3cnc4ccccc4c3)c3c(N)ncnc32)C1,IC50,'=',111.0,nM,CHEMBL5252660,
CHEMBL5291034,C=CC(=O)N1CC[C@@H](n2nc(-c3cnc4ccccc4c3)c3c(N)ncnc32)C1,IC50,'=',5.4,nM,CHEMBL5252660,
CHEMBL5265881,C=CC(=O)N1CCC(n2cc(-c3cnc4ccccc4c3)c3c(N)ncnc32)C1,IC50,'=',1.2,nM,CHEMBL5252660,
CHEMBL5272088,C=CC(=O)N1CC[C@H](n2nc(-c3cnc4ccccc4c3)c3c(N)ncnc32)C1,IC50,'=',741.0,nM,CHEMBL5252660,
CHEMBL5284780,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)NC3CC3)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',1.08,nM,CHEMBL5257101,
CHEMBL5285308,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3ccccc23)n1,IC50,'=',5.4,nM,CHEMBL5257147,
CHEMBL5288276,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C(C)=O)c3ccccc23)n1,IC50,'=',3.0,nM,CHEMBL5257147,
CHEMBL5270693,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)Oc2ccccc2)c(-c2c[nH]c3ccccc23)n1,IC50,'=',0.02,nM,CHEMBL5257147,
CHEMBL4650319,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',25.0,nM,CHEMBL5257147,
CHEMBL5284924,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)Oc2ccccc2)c(-c2cn(C)c3ccccc23)n1,IC50,'=',0.064,nM,CHEMBL5257147,
CHEMBL5275642,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,IC50,'=',1.6,nM,CHEMBL5257147,
CHEMBL5285052,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)Oc2ccc(F)cc2)c(-c2cn(C)c3ccccc23)n1,IC50,'=',0.15,nM,CHEMBL5257147,
CHEMBL5278657,CCOC(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2OC)nc1-c1cn(C)c2ccccc12,IC50,'=',17.0,nM,CHEMBL5257147,
CHEMBL5289859,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2c[nH]c3ccccc23)n1,IC50,'=',0.32,nM,CHEMBL5257147,
CHEMBL5287229,COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,IC50,'=',0.56,nM,CHEMBL5257147,
CHEMBL5269375,COC(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2OC)nc1-c1cn(C)c2ccccc12,IC50,'=',3.4,nM,CHEMBL5257147,
CHEMBL5280082,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,IC50,'=',0.42,nM,CHEMBL5257147,
CHEMBL1643971,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2Cl)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3545308,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3639984,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3663921,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)c1,IC50,'=',1.3,nM,CHEMBL3638445,
CHEMBL3663922,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1Oc1cccc(NC(=O)/C=C/CN(C)C)c1,IC50,'=',1.4,nM,CHEMBL3638445,
CHEMBL3663923,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)c1C,IC50,'=',1.1,nM,CHEMBL3638445,
CHEMBL3663924,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2C(C)C)c1,IC50,'=',1.5,nM,CHEMBL3638445,
CHEMBL3663925,C=CC(=O)N1CCC(c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(C)c3)c(C(N)=O)nc2CC)CC1,IC50,'=',1.1,nM,CHEMBL3638445,
CHEMBL3663926,C=CC(=O)Nc1cccc(Oc2cnc(C(N)=O)c(Nc3ccc(N4CCN(C)CC4)cc3)n2)c1,IC50,'=',0.92,nM,CHEMBL3638445,
CHEMBL3663927,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(N4CCN(C)CC4)c3)c(C(N)=O)nc2CC)c1,IC50,'=',1.2,nM,CHEMBL3638445,
CHEMBL3663928,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC)CC4)cc3)c(C(N)=O)nc2CC)c1,IC50,'=',0.66,nM,CHEMBL3638445,
CHEMBL3663929,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,IC50,'=',1.7,nM,CHEMBL3638445,
CHEMBL3663930,C=CC(=O)Nc1cccc(Oc2nc(Nc3cnn(C4CCN(C)CC4)c3)c(C(N)=O)nc2C(C)C)c1,IC50,'=',1.3,nM,CHEMBL3638445,
CHEMBL3663931,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)[C@@H](C)C4)cc3)c(C(N)=O)nc2CC)c1,IC50,'=',1.2,nM,CHEMBL3638445,
CHEMBL3663932,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)[C@H](C)C4)cc3)c(C(N)=O)nc2CC)c1,IC50,'=',0.56,nM,CHEMBL3638445,
CHEMBL3663933,C=CC(=O)N1CCC(c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)CC1,IC50,'=',1.3,nM,CHEMBL3638445,
CHEMBL3663934,CCC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)C1,IC50,'=',1.2,nM,CHEMBL3638445,
CHEMBL3699581,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699582,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699583,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699584,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699585,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699586,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699587,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699588,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699589,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699590,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699591,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC(F)F)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699592,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3OC(F)F)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699593,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699594,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3OCC)ncc2Cl)c1,IC50,'=',20.0,nM,CHEMBL3639181,
CHEMBL3699595,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699596,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699597,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)NC)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699598,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699599,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699600,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2Cl)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699601,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2Cl)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699602,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(N)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699603,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)NC)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699604,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)OC)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699605,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC(F)F)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699606,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)F)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699607,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699608,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)C(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699609,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699610,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC(F)F)ncc2Cl)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699611,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCOCC4)cc3OC)ncc2Cl)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699612,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCOCC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699613,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'=',20.0,nM,CHEMBL3639181,
CHEMBL3699614,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Br)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699615,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2Cl)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699616,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'=',650.0,nM,CHEMBL3639181,
CHEMBL3699617,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699618,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'=',5.5,nM,CHEMBL3639181,
CHEMBL3699619,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699620,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3OC(F)(F)F)ncc2Cl)c1,IC50,'=',20.0,nM,CHEMBL3639181,
CHEMBL3699621,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)[C@H](C(=O)OC)C4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3699622,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCS(=O)(=O)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'<',1.0,nM,CHEMBL3639181,
CHEMBL3894076,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3OC)ncc2Br)c1,IC50,'=',650.0,nM,CHEMBL3886183,
CHEMBL4786787,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n([C@@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,IC50,'=',18.0,nM,CHEMBL4715846,
CHEMBL4795878,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n([C@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,IC50,'=',40.0,nM,CHEMBL4715846,
CHEMBL4855850,C#CCNC(=O)c1cc(Nc2cc(C3CC3)[nH]n2)nc(N2CCN(Cc3ccc(S(=O)(=O)F)cc3)CC2)n1,IC50,'=',6.0,nM,CHEMBL4828755,
CHEMBL4866162,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(NCc3ccc(S(=O)(=O)F)cc3)cc2)n1,IC50,'=',23.0,nM,CHEMBL4828755,
CHEMBL2381504,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)N5CCC(Oc6no[n+]([O-])c6S(=O)(=O)c6ccccc6)CC5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',42.0,nM,CHEMBL2380214,
CHEMBL2381515,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',59.0,nM,CHEMBL2380214,
CHEMBL2381508,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',174.0,nM,CHEMBL2380214,
CHEMBL2381516,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)N5CCN(CCOc6no[n+]([O-])c6S(=O)(=O)c6ccccc6)CC5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',39.0,nM,CHEMBL2380214,
CHEMBL2381514,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',51.0,nM,CHEMBL2380214,
CHEMBL2381505,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCC(C)Oc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',73.0,nM,CHEMBL2380214,
CHEMBL2381507,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',99.0,nM,CHEMBL2380214,
CHEMBL2381511,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCCCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',292.0,nM,CHEMBL2380214,
CHEMBL2381510,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCOCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',101.0,nM,CHEMBL2380214,
CHEMBL2381506,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',59.0,nM,CHEMBL2380214,
CHEMBL2381509,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCC#CCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,IC50,'=',52.0,nM,CHEMBL2380214,
CHEMBL2408828,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1,IC50,'=',130.0,nM,CHEMBL2407010,
CHEMBL2408829,COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1,IC50,'=',240.0,nM,CHEMBL2407010,
CHEMBL2408830,C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)c4)n3)c(OC)c2)CC1,IC50,'=',350.0,nM,CHEMBL2407010,
CHEMBL2425736,Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1,IC50,'=',0.41,nM,CHEMBL2424521,
CHEMBL2425735,O=C(CCCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',0.63,nM,CHEMBL2424521,
CHEMBL2425737,O=C(CCOc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',19.0,nM,CHEMBL2424521,
CHEMBL2426280,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,IC50,'=',790.0,nM,CHEMBL2424560,
CHEMBL2425087,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(COC2)C1,IC50,'=',16.0,nM,CHEMBL2424588,
CHEMBL2425093,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(CCO2)C1,IC50,'=',36.0,nM,CHEMBL2424588,
CHEMBL2425088,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CCO2)C1,IC50,'=',190.0,nM,CHEMBL2424588,
CHEMBL2425092,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(COC2)C1,IC50,'=',56.0,nM,CHEMBL2424588,
CHEMBL2425083,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(C1)CS(=O)(=O)C2,IC50,'=',24.0,nM,CHEMBL2424588,
CHEMBL2424664,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(C1)CS(=O)(=O)C2,IC50,'=',158.0,nM,CHEMBL2424588,
CHEMBL2425084,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC(O)C1,IC50,'=',25.0,nM,CHEMBL2424588,
CHEMBL2425090,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC(O)C1,IC50,'=',26.0,nM,CHEMBL2424588,
CHEMBL2425085,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC(OC)C1,IC50,'=',34.0,nM,CHEMBL2424588,
CHEMBL2425089,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CSC2)C1,IC50,'=',52.0,nM,CHEMBL2424588,
CHEMBL2425086,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCC2(COC2)C1,IC50,'=',15.0,nM,CHEMBL2424588,
CHEMBL2425094,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(CSC2)C1,IC50,'=',48.0,nM,CHEMBL2424588,
CHEMBL2425091,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC(OC)C1,IC50,'=',94.0,nM,CHEMBL2424588,
CHEMBL2437469,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',3.82,nM,CHEMBL2434822,
CHEMBL2437457,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(Cl)cc4)nc32)cc1,IC50,'=',373.5,nM,CHEMBL2434822,
