Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Document ChEMBL ID,Smiles (RDKit Mol)
CHEMBL4225781,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3OC)n2)c1,IC50,'=',4.0,nM,CHEMBL4219138,
CHEMBL4226965,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c1,IC50,'=',48.0,nM,CHEMBL4219138,
CHEMBL4227812,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(OC)cc3OC)n2)c1,IC50,'=',58.0,nM,CHEMBL4219138,
CHEMBL4228216,C=CC(=O)NC1CCCN(C(=O)Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)C1,IC50,'>',1000.0,nM,CHEMBL4219138,
CHEMBL4226702,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3OC)n2)c1,IC50,'=',15.0,nM,CHEMBL4219138,
CHEMBL4287629,O=C(O)CCC(=O)Nc1cc(Nc2ccc(Cl)cc2)ncn1,IC50,'=',792.0,nM,CHEMBL4265907,
CHEMBL4283823,COc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)cc1,IC50,'=',26.0,nM,CHEMBL4265907,
CHEMBL4290750,CCOC(=O)c1ccc(Nc2cc(NC(=O)CCCC(=O)O)ncn2)cc1,IC50,'=',21.0,nM,CHEMBL4265907,
CHEMBL4294156,COc1cccc(Nc2cc(NC(=O)CCCC(=O)O)ncn2)c1,IC50,'=',12.0,nM,CHEMBL4265907,
CHEMBL1379917,O=C(Nc1cc(N2CCOCC2)ncn1)c1ccc(F)cc1,IC50,'=',63.0,nM,CHEMBL4265907,
CHEMBL4288300,COc1cccc(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1,IC50,'=',7.7,nM,CHEMBL4265907,
CHEMBL4278031,COc1cccc(Nc2cc(Nc3cccc(Cl)c3)ncn2)c1,IC50,'=',974.0,nM,CHEMBL4265907,
CHEMBL4293134,CCOc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)cc1,IC50,'=',754.0,nM,CHEMBL4265907,
CHEMBL4282460,O=C(O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1,IC50,'=',7.0,nM,CHEMBL4265907,
CHEMBL4278997,O=C(O)CCCC(=O)Nc1cc(Nc2ccccc2)ncn1,IC50,'=',105.0,nM,CHEMBL4265907,
CHEMBL4289682,O=C(O)CCCC(=O)Nc1cc(Nc2ccc(Cl)cc2)ncn1,IC50,'=',944.0,nM,CHEMBL4265907,
CHEMBL4283970,O=C(O)CCCC(=O)Nc1cc(N2CCOCC2)ncn1,IC50,'=',11.0,nM,CHEMBL4265907,
CHEMBL4288761,CCOC(=O)CCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1,IC50,'=',933.0,nM,CHEMBL4265907,
CHEMBL4288262,Clc1ccc(Nc2cc(Nc3cccc(Cl)n3)ncn2)cc1,IC50,'=',229.0,nM,CHEMBL4265907,
CHEMBL4280395,COc1ccc(OC)c(Nc2cc(Nc3ccc(F)cc3)ncn2)c1,IC50,'=',208.0,nM,CHEMBL4265907,
CHEMBL4276965,COc1ccc(OC)c(Nc2cc(Nc3ccc(S(N)(=O)=O)cc3)ncn2)c1,IC50,'=',467.0,nM,CHEMBL4265907,
CHEMBL4283097,COc1ccc(OC)c(Nc2cc(NCCc3cccs3)ncn2)c1,IC50,'=',102.0,nM,CHEMBL4265907,
CHEMBL4439338,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCN1CCNCCNCC1,IC50,'=',40.6,nM,CHEMBL4325914,
CHEMBL4522240,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCN1CCNCCNCCNCC1,IC50,'=',16.5,nM,CHEMBL4325914,
CHEMBL4570484,Cc1cc(=O)n2nc(SCc3ccc(Cl)cc3Cl)nc2[nH]1,IC50,'=',141.0,nM,CHEMBL4340550,
CHEMBL3818535,Cc1cc(=O)n2nc(SCc3ccc(Cl)cc3)nc2[nH]1,IC50,'=',182.0,nM,CHEMBL4340550,
CHEMBL4539566,Cc1ccc(CSc2nc3[nH]c(C)cc(=O)n3n2)cc1,IC50,'=',168.0,nM,CHEMBL4340550,
CHEMBL4550473,Cc1cc(=O)n2nc(SCc3cccc(Cl)c3)nc2[nH]1,IC50,'=',59.0,nM,CHEMBL4340550,
CHEMBL4435632,Cc1cc(=O)n2nc(SCc3cccc(C(F)(F)F)c3)nc2[nH]1,IC50,'=',84.0,nM,CHEMBL4340550,
CHEMBL4567599,Cc1cc(=O)n2nc(SCc3ccc(C(C)(C)C)cc3)nc2[nH]1,IC50,'=',188.0,nM,CHEMBL4340550,
CHEMBL4565086,Cc1cc(=O)n2nc(SCc3cccc([N+](=O)[O-])c3)nc2[nH]1,IC50,'=',157.0,nM,CHEMBL4340550,
CHEMBL4445265,Cc1cc(=O)n2nc(SCc3ccc([N+](=O)[O-])cc3)nc2[nH]1,IC50,'=',76.0,nM,CHEMBL4340550,
CHEMBL4441392,Cc1cc(=O)n2nc(SCc3ccc(F)cc3)nc2[nH]1,IC50,'=',56.0,nM,CHEMBL4340550,
CHEMBL4456976,Cc1cc(=O)n2nc(SCc3ccc(C(C)C)cc3)nc2[nH]1,IC50,'=',80.0,nM,CHEMBL4340550,
CHEMBL4441606,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C,IC50,'=',4.0,nM,CHEMBL4376823,
CHEMBL4454745,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCCl,IC50,'=',122.0,nM,CHEMBL4376823,
CHEMBL4570333,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1SCCN(C)C,IC50,'=',11.0,nM,CHEMBL4376823,
CHEMBL4463766,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCSCC1,IC50,'=',79.0,nM,CHEMBL4376823,
CHEMBL4460261,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CC[S+]([O-])CC1,IC50,'=',65.0,nM,CHEMBL4376823,
CHEMBL4464879,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCO,IC50,'=',477.0,nM,CHEMBL4376823,
CHEMBL4454929,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCS(=O)(=O)CC1,IC50,'=',38.0,nM,CHEMBL4376823,
CHEMBL4447982,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[S+](C)[O-],IC50,'=',105.0,nM,CHEMBL4376823,
CHEMBL4592472,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1S(=O)(=O)CCN(C)C,IC50,'=',108.0,nM,CHEMBL4376823,
CHEMBL4566583,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCSC,IC50,'=',308.0,nM,CHEMBL4376823,
CHEMBL4520341,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',12.0,nM,CHEMBL4382192,
CHEMBL4558227,C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',5.0,nM,CHEMBL4382192,
CHEMBL4540442,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',4.0,nM,CHEMBL4382192,
CHEMBL4473365,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',2.0,nM,CHEMBL4382192,
CHEMBL4449391,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',2.0,nM,CHEMBL4382192,
CHEMBL4565984,C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',3.0,nM,CHEMBL4382192,
CHEMBL4448107,C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',2.0,nM,CHEMBL4382192,
CHEMBL4581316,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',2.0,nM,CHEMBL4382192,
CHEMBL4516287,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',26.0,nM,CHEMBL4382192,
CHEMBL4531697,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',9.0,nM,CHEMBL4382192,
CHEMBL4465103,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',5.0,nM,CHEMBL4382192,
CHEMBL4467561,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',5.0,nM,CHEMBL4382192,
CHEMBL4456266,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C1CSSC1,Kd,'=',110.0,nM,CHEMBL4387720,
CHEMBL4457447,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,Kd,'=',48.0,nM,CHEMBL4387720,
CHEMBL4531250,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C(CSC(C)=O)CSC(C)=O,Kd,'=',180.0,nM,CHEMBL4387720,
CHEMBL4451538,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,IC50,'=',300.0,nM,CHEMBL4387720,
CHEMBL4441244,N#Cc1cnc2ccc(NC(=O)C3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,IC50,'=',199.0,nM,CHEMBL4387720,
CHEMBL4547475,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CCCCC1CCSS1,Kd,'=',32.0,nM,CHEMBL4387720,
CHEMBL4519470,COc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2cc1NC(=O)CC1CCSS1,IC50,'=',48.0,nM,CHEMBL4387720,
CHEMBL4513286,CC(=O)SCC(CSC(C)=O)C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c(C#N)cnc2cc1OC[C@H](O)CO,Kd,'=',60.0,nM,CHEMBL4387720,
CHEMBL4457885,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C1CSSC1,IC50,'=',6.5,nM,CHEMBL4387720,
CHEMBL4546553,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C(CSC(C)=O)CSC(C)=O,IC50,'=',494.0,nM,CHEMBL4387720,
CHEMBL4582933,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,IC50,'=',5.8,nM,CHEMBL4387720,
CHEMBL4519305,N#Cc1cnc2cc(OC[C@H](O)CO)c(NC(=O)C3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,IC50,'=',20.0,nM,CHEMBL4387720,
CHEMBL4576802,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C1CSSC1,IC50,'=',219.0,nM,CHEMBL4387720,
CHEMBL4463005,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCCCC1CCSS1,IC50,'=',420.0,nM,CHEMBL4387720,
CHEMBL4446124,N#Cc1cnc2ccc(NC(=O)CC3CCSS3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,IC50,'=',36.0,nM,CHEMBL4387720,
CHEMBL4593016,COc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2cc1NC(=O)C1CSSC1,IC50,'=',413.0,nM,CHEMBL4387720,
CHEMBL4471235,COc1cc2c(Nc3cc(NC(=O)C(c4ccccc4)N4Cc5ccccc5C4=O)ccc3F)ncnc2cc1OCC1CCN(C)CC1,IC50,'=',37.1,nM,CHEMBL4396901,
CHEMBL4516635,COc1cc2c(Nc3ccc(NC(=O)C(c4ccccc4)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1,IC50,'=',9.3,nM,CHEMBL4396901,
CHEMBL4593609,COc1cc2c(Nc3ccc(NC(=O)[C@@H](c4ccccc4)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1,IC50,'=',19.2,nM,CHEMBL4396901,
CHEMBL4538066,COc1cc2c(Nc3ccc(NC(=O)C(C4CCCCC4)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1,IC50,'=',179.6,nM,CHEMBL4396901,
CHEMBL4465497,COc1cc2c(Nc3ccc(NC(=O)[C@H](c4ccccc4)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1,IC50,'=',7.9,nM,CHEMBL4396901,
CHEMBL4439933,COc1cc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc(OC)c1,IC50,'=',490.0,nM,CHEMBL4414679,
CHEMBL4548481,COc1ccc(OC)c(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)c1,IC50,'=',39.0,nM,CHEMBL4414679,
CHEMBL4537004,Cc1cc(F)cc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)c1,IC50,'=',174.0,nM,CHEMBL4414679,
CHEMBL4438135,C=CC(=O)Nc1cccc(-n2c3nc(Nc4ccc(N5CCN(NC)CC5)cc4OC)ncc3c(=O)n3ccnc23)c1,Kd,'=',2.6,nM,CHEMBL4425085,
CHEMBL4446485,C=CC(=O)Nc1cccc(-n2c3nc(Nc4ccc(N5CCN(C)CC5)cc4OCC)ncc3c(=O)n3ccnc23)c1,Kd,'=',3.1,nM,CHEMBL4425085,
CHEMBL4464614,C=CC(=O)Nc1cccc(-n2c3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3c(=O)n3c4ccccc4nc23)c1,Kd,'=',1.1,nM,CHEMBL4425085,
CHEMBL4474541,C=CC(=O)Nc1cccc(-n2c3nc(Nc4ccc(N5CCOCC5)cc4OC)ncc3c(=O)n3ccnc23)c1,Kd,'=',6.1,nM,CHEMBL4425085,
CHEMBL4454373,C=CC(=O)Nc1cccc(N2C3=NCCCCN3C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,Kd,'=',0.88,nM,CHEMBL4425085,
CHEMBL4459080,C=CC(=O)Nc1cccc(-n2c3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3c(=O)n3ccnc23)c1,Kd,'=',1.8,nM,CHEMBL4425085,
CHEMBL4285217,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(CCC)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',0.6,nM,CHEMBL4425144,
CHEMBL4281367,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)[nH]c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',2.5,nM,CHEMBL4425144,
CHEMBL4293051,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',0.3,nM,CHEMBL4425144,
CHEMBL4278325,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1,IC50,'=',17.0,nM,CHEMBL4425144,
CHEMBL4276842,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',4.7,nM,CHEMBL4425144,
CHEMBL4284780,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(CC)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',1.2,nM,CHEMBL4425144,
CHEMBL4277912,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1,IC50,'=',1.3,nM,CHEMBL4425144,
CHEMBL4286241,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(OCCN(C)C)cc4OC)nc32)c1,IC50,'=',143.0,nM,CHEMBL4425144,
CHEMBL4290785,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCC(N6CCN(C)CC6)CC5)cc4OC)nc32)c1,IC50,'=',7.8,nM,CHEMBL4425144,
CHEMBL4288562,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)c1,IC50,'=',1.5,nM,CHEMBL4425144,
CHEMBL4796010,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C,IC50,'=',0.26,nM,CHEMBL4706659,
CHEMBL4756049,Cc1ccc(Oc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(NC(=O)c5cc([N+](=O)[O-])ccc5F)cc34)cc2Cl)cn1,IC50,'=',666.0,nM,CHEMBL4715818,
CHEMBL4747893,O=C(Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,IC50,'=',194.0,nM,CHEMBL4715818,
CHEMBL4790485,COCCOc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)c4cc([N+](=O)[O-])ccc4F)cc23)cc1Cl,IC50,'=',463.0,nM,CHEMBL4715818,
CHEMBL4763697,O=C(Nc1cc2c(Nc3ccc(F)cc3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,IC50,'=',427.0,nM,CHEMBL4715818,
CHEMBL4790583,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1F)c1cc([N+](=O)[O-])ccc1F,IC50,'=',17.0,nM,CHEMBL4715818,
CHEMBL4757724,CN1CCN(CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2NC(=O)c2cc([N+](=O)[O-])ccc2F)CC1,IC50,'=',3.8,nM,CHEMBL4715818,
CHEMBL4796407,CN(C)CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)c1cc([N+](=O)[O-])ccc1F,IC50,'=',18.0,nM,CHEMBL4715818,
CHEMBL4757531,N#Cc1cccc(Oc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(NC(=O)c5cc([N+](=O)[O-])ccc5F)cc34)cc2Cl)c1,IC50,'=',475.0,nM,CHEMBL4715818,
CHEMBL4777554,O=C(Nc1cc2c(Nc3ccc(OCC4CC4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,IC50,'=',735.0,nM,CHEMBL4715818,
CHEMBL4777353,CN(C)CCCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)c1cc([N+](=O)[O-])ccc1F,IC50,'=',3.8,nM,CHEMBL4715818,
CHEMBL4793852,CC(=O)N1CCN(CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2NC(=O)c2cc([N+](=O)[O-])ccc2F)CC1,IC50,'=',14.0,nM,CHEMBL4715818,
CHEMBL4749765,O=C(Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,IC50,'>',200.0,nM,CHEMBL4715818,
CHEMBL4792426,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCNCC1)c1cc([N+](=O)[O-])ccc1F,IC50,'=',1.9,nM,CHEMBL4715818,
CHEMBL4763967,O=C(Nc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,IC50,'=',32.0,nM,CHEMBL4715818,
CHEMBL4743173,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)c1cc([N+](=O)[O-])ccc1F,IC50,'=',74.0,nM,CHEMBL4715818,
CHEMBL4745521,CN(C)CCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)c1cc([N+](=O)[O-])ccc1F,IC50,'=',3.8,nM,CHEMBL4715818,
CHEMBL4755444,CN(C)CCOc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)c4cc([N+](=O)[O-])ccc4F)cc23)cc1Cl,IC50,'=',270.0,nM,CHEMBL4715818,
CHEMBL4753193,CN1CCN(CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2NC(=O)c2cc([N+](=O)[O-])ccc2F)CC1,IC50,'=',12.0,nM,CHEMBL4715818,
CHEMBL4750196,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,IC50,'=',2.7,nM,CHEMBL4715818,
CHEMBL4741340,[2H]C([2H])=CC(=O)Nc1cc(Nc2nccc(-c3cn(C([2H])([2H])[2H])c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',1.7,nM,CHEMBL4732150,
CHEMBL4791953,CN1CCN(Cc2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,IC50,'=',200.0,nM,CHEMBL4765321,
CHEMBL4798996,CN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)nc2)CC1,IC50,'>',1000.0,nM,CHEMBL4765321,
CHEMBL4783097,COc1cccc(Nc2nc(Oc3ccc4ccc(=O)[nH]c4c3)c3sccc3n2)c1,IC50,'>',1000.0,nM,CHEMBL4765321,
CHEMBL4794102,CCN1CCN(c2nc(Oc3ccc4ccc(=O)[nH]c4c3)c3sccc3n2)CC1,IC50,'>',1000.0,nM,CHEMBL4765321,
CHEMBL4783370,O=c1ccc2ccc(Oc3nc(Nc4ccc(N5CCOCC5)c(F)c4)nc4ccsc34)cc2[nH]1,IC50,'>',1000.0,nM,CHEMBL4765321,
CHEMBL4800533,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(Oc2ccc3ccc(=O)[nH]c3c2)c2sccc2n1,IC50,'=',330.0,nM,CHEMBL4765321,
CHEMBL4781497,CN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,IC50,'=',250.0,nM,CHEMBL4765321,
CHEMBL4785528,CCN1CCN(Cc2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1,IC50,'=',240.0,nM,CHEMBL4765321,
CHEMBL4778698,O=c1ccc2ccc(Oc3nc(Nc4ccc(F)cc4)nc4ccsc34)cc2[nH]1,IC50,'>',1000.0,nM,CHEMBL4765321,
CHEMBL4791108,CCN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)c(OC)c2)CC1,IC50,'=',330.0,nM,CHEMBL4765321,
CHEMBL4779681,O=c1ccc2ccc(Oc3nc(Nc4ccc(N5CCC(N6CCCCC6)CC5)c(F)c4)nc4ccsc34)cc2[nH]1,IC50,'=',110.0,nM,CHEMBL4765321,
CHEMBL4780855,CN(C)CCNc1ccc(Nc2nc(Oc3ccc4ccc(=O)[nH]c4c3)c3sccc3n2)cc1F,IC50,'=',230.0,nM,CHEMBL4765321,
CHEMBL4793630,CN1CCN(c2nc(Oc3ccc4ccc(=O)[nH]c4c3)c3sccc3n2)CC1,IC50,'>',1000.0,nM,CHEMBL4765321,
CHEMBL4877054,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,IC50,'=',61.9,nM,CHEMBL4813962,
CHEMBL4861346,COc1cc2ncnc(Nc3ccc(Cl)c(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,IC50,'=',37.5,nM,CHEMBL4813962,
CHEMBL4848093,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,IC50,'=',66.7,nM,CHEMBL4813962,
CHEMBL4857605,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,IC50,'=',93.4,nM,CHEMBL4813962,
CHEMBL4859542,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(=O)Nc4ccc(S(N)(=O)=O)cc4)cc23)c1,IC50,'=',48.5,nM,CHEMBL4813962,
CHEMBL4853833,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,IC50,'=',9.2,nM,CHEMBL4813962,
CHEMBL4846607,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,IC50,'=',135.0,nM,CHEMBL4813962,
CHEMBL4873098,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,IC50,'=',22.8,nM,CHEMBL4813962,
CHEMBL4855080,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,IC50,'=',18.0,nM,CHEMBL4813962,
CHEMBL4868614,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,IC50,'=',581.0,nM,CHEMBL4818995,
CHEMBL4873506,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,IC50,'=',0.38,nM,CHEMBL4818995,
