,count,mean,std,min,25%,50%,75%,max,mean_all,std_all
mordred_AATS3p,14.0,1.5120547684620598,0.0351864105917463,1.4489660550279777,1.489110228254138,1.5144986204666586,1.5332760496336015,1.5684187317388971,1.5107022911239838,0.03315919689234962
mordred_AATS4p,14.0,1.356343655755934,0.04796869588367083,1.296971500330617,1.3226658667708056,1.3406233450520517,1.374087071715513,1.4456352314784051,1.3542238410906025,0.04190924920674102
mordred_AATS5p,14.0,1.3104192495798774,0.02800553672235556,1.2762549454522614,1.2906695822352803,1.300713567958872,1.3211959583016184,1.3639720138112057,1.3150134531163555,0.035414678707355964
mordred_AATS6p,14.0,1.312015606473381,0.03108713220540229,1.2526628835222182,1.2924519793550733,1.3068681389593988,1.3318048178326505,1.3816095228789995,1.3169455772058427,0.029986328473432838
mordred_AATS7p,14.0,1.2709837580964458,0.04432291734703147,1.217055498727366,1.2300188568547852,1.2642236992538936,1.3006295736308031,1.364422563417941,1.2756262077001481,0.04479335134999631
mordred_AATS8p,14.0,1.2155886229664075,0.037600755260002706,1.1655694678252333,1.1804502825086383,1.2228835051178697,1.2390332750628381,1.286406196183098,1.2189860554156826,0.03757639151252405
mordred_AATS0i,14.0,164.00581378995236,0.9071492028136651,162.373483800342,163.52575319240862,164.19611980702206,164.47476086623644,166.010625805871,163.99813593797936,0.8021301649104501
mordred_AATS1i,14.0,149.17836645808188,0.7184558523135626,147.7749149489329,148.85594256179164,149.21032910790473,149.591642368048,150.18155205472058,149.13452458428185,0.7897161622182309
mordred_AATS3i,14.0,156.50292253183585,0.8837480594857476,155.14531328384558,155.80343047501992,156.4750483368702,157.180153225373,157.8665179388134,156.46921863322933,1.0877130562454311
mordred_AATS4i,14.0,159.50109444013296,1.1513462380270256,157.58174719067475,158.38322860778015,160.04636786072035,160.2180600008739,160.9836726272966,159.707617867186,0.9630282156633468
mordred_AATS5i,14.0,162.8438323268596,1.1252276112641562,160.97760620159863,162.24987035786612,163.32532193581764,163.73112412115506,164.1531543183919,162.5996759019879,1.3041216031742264
mordred_AATS6i,14.0,162.0283438954134,0.844428793396069,160.5525348522462,161.65716800252983,161.92999582714697,162.47685545901047,163.8442889799653,161.83362295103103,0.7832373572783491
mordred_AATS7i,14.0,163.27535911407946,1.1530151228128054,161.525286671563,162.43518992478678,163.27292049301207,164.04590894146338,165.56089188886247,163.0894625130926,1.0992863300963485
mordred_AATS8i,14.0,163.9878133580576,0.8287836648731127,162.3409024752278,163.54344163691061,164.0044273531537,164.58040356632853,165.52205522081246,163.8244207494087,1.0235648157230899
mordred_ATSC0c,14.0,1.3922037634840212,0.12281389364896637,1.2420927581906744,1.3205722590406233,1.333280817602672,1.4136301290066529,1.651352437733847,1.4213934644571111,0.15100802586675832
mordred_ATSC1c,14.0,-0.6622902009107072,0.06143809778668065,-0.784977993467118,-0.6709734723847203,-0.6463260455568595,-0.6417207685431044,-0.5631902418883215,-0.668300877449118,0.0816644856962294
mordred_ATSC2c,14.0,-0.04605382493501776,0.10231648625666892,-0.2805299124953774,-0.056709098808248495,-0.0300876873085824,0.027151939978295223,0.0631476260249666,-0.04664455275570108,0.1219537306835717
mordred_ATSC3c,14.0,0.1126955971430601,0.14048241036564482,-0.2122477507047367,0.06661829133655213,0.0934041586736945,0.18324418703999024,0.3908759980036801,0.08059117789224236,0.15747113280842556
mordred_ATSC4c,14.0,-0.18275632437986464,0.09213648703921624,-0.303930938962441,-0.25940548496711124,-0.2049450232607462,-0.11147537116508127,-0.0148683942457192,-0.12907751975799223,0.1309051358688316
mordred_ATSC5c,14.0,0.13948432840094996,0.09320763125085488,-0.1369538113946715,0.12774101742293487,0.153131694374935,0.20530188986626952,0.2257311810705341,0.10208755830381407,0.11533009067066832
mordred_ATSC6c,14.0,0.04450477040101205,0.06543414563684724,-0.115366019095983,0.022500482313909376,0.04151159416212795,0.07191414683610226,0.1548703318805593,0.020195170621192676,0.0904670517747022
mordred_ATSC7c,14.0,-0.240681855996114,0.07867733354687492,-0.4267897708586502,-0.252526226165506,-0.226127209230173,-0.20109957417100333,-0.0958383098070865,-0.19822870153636685,0.11689939386293835
mordred_ATSC8c,14.0,0.22147949152312812,0.108191917893956,0.0527036800476791,0.14420359330009602,0.2192162072081686,0.2649541165058355,0.4173913632219401,0.2259076926451316,0.11780998476081818
