,0
mordred_AATS5v,0.1548877261940509
mordred_AATS4d,0.1518197098203879
mordred_ATSC4dv,0.15161763109808682
mordred_GATS2c,0.1429459439594163
mordred_EState_VSA3,0.14167067462902888
mordred_MATS1dv,0.14098654086143628
mordred_ATSC8v,0.14041341245640598
mordred_GATS6se,0.13750040022925317
mordred_JGI3,0.13723872982290744
rdkit_MaxPartialCharge,0.13646553739649692
mordred_ATSC4Z,0.1360691578319145
mordred_ETA_psi_1,0.1360454761411759
mordred_BCUTp-1l,0.1332791307394165
mordred_VSA_EState5,0.13162380889864264
mordred_Xch-5d,0.12920496233935092
mordred_ATSC5i,0.127151092209485
mordred_GATS3p,0.12541912297003713
rdkit_fr_sulfide,0.12509135859075896
rdkit_NumRotatableBonds,0.1249785197116035
mordred_ATSC1s,0.12484608800518489
mordred_AATS5s,0.12431723107369481
mordred_ATSC0c,0.1237420554398185
mordred_SIC3,0.12260862044615758
mordred_Xpc-5dv,0.12248225888546277
mordred_ATSC2p,0.11957261891884563
rdkit_SlogP_VSA5,0.11619435822127791
mordred_AATS0dv,0.11038132063035057
mordred_EState_VSA9,0.10968613950187617
mordred_AATS1p,0.1094720471403684
mordred_Xpc-4dv,0.10891858896219853
mordred_AXp-5d,0.10846460128860705
rdkit_MinAbsEStateIndex,0.10727909292700666
mordred_GATS5dv,0.10505918027242782
mordred_ATSC2d,0.10374367994571285
mordred_GATS8se,0.10345414151843976
mordred_AATS4s,0.10201061717121217
rdkit_fr_para_hydroxylation,0.09973508427236141
mordred_MATS1s,0.09967834899682233
mordred_AATS8se,0.0954931901109943
mordred_GATS1pe,0.09309769794652312
mordred_ATSC5dv,0.09268932795035906
mordred_ATSC4d,0.09047588895641383
mordred_AATS5p,0.08944383719957333
mordred_GATS6c,0.0867789389717356
mordred_GATS7s,0.08629617672174966
rdkit_fr_aniline,0.08531614055719493
mordred_GATS2s,0.0849296750225564
mordred_MDEC-22,0.08467168843263892
mordred_MAXsCH3,0.08386142298606027
mordred_GATS4p,0.08355009742763393
mordred_BIC3,0.08153675787467674
mordred_AATS4p,0.08131596406206924
mordred_Xch-7d,0.08026063223756846
mordred_ATSC6se,0.07929348524836557
mordred_GATS2Z,0.07918604833839253
mordred_AATS6se,0.07832083351044437
rdkit_VSA_EState6,0.07603119443870558
mordred_ATSC0Z,0.07569849859556685
mordred_GATS6s,0.07378394802259124
mordred_SM1_DzZ,0.07343969205888594
mordred_GATS1i,0.07299070366179311
mordred_ATSC7Z,0.07249328456303265
mordred_nS,0.07146845780154043
mordred_GATS7p,0.07130268871854806
mordred_AATS1i,0.06991613968022846
mordred_MINaasC,0.060665520880212195
rdkit_MinEStateIndex,0.06000936059586639
mordred_ZMIC3,0.05834845791901573
mordred_ETA_shape_y,0.056893625207531114
mordred_ATSC3Z,0.056721495304197976
mordred_ATSC7se,0.05642977224760073
mordred_AATS1s,0.05513086836841052
mordred_ATSC6s,0.05049844648803828
mordred_ATSC1Z,0.04672308916495055
mordred_AATS0Z,0.04601953044108705
mordred_ETA_dEpsilon_B,0.04552979907931709
mordred_AATSC0i,0.04235189895114212
mordred_ATSC7v,0.04065931550555421
mordred_AATS3s,0.039818723838219126
mordred_BCUTv-1h,0.036029249966089555
mordred_PEOE_VSA1,0.03286720943966878
rdkit_PEOE_VSA1,0.03284749618555053
mordred_ATSC4se,0.0328205352959118
mordred_EState_VSA4,0.03246019396180612
rdkit_VSA_EState8,0.0301406795071112
mordred_Xc-3d,0.026400527851275325
mordred_AATSC0dv,0.023967140106794668
mordred_GATS4d,0.023291519860644604
mordred_AATSC1c,0.02252261761383752
mordred_BCUTc-1l,0.01835048768003025
mordred_nRot,0.017911907493698337
mordred_GATS1c,0.017693848492704004
mordred_AATSC0p,0.01640407029697766
mordred_GATS7se,0.015510715489881614
mordred_ATSC7c,0.015084544424500511
rdkit_PEOE_VSA7,0.014472465225911016
mordred_ATSC8Z,0.01337320466136991
rdkit_SlogP_VSA12,0.013253081562370034
mordred_MATS1c,0.011322031809458477
mordred_AATSC1Z,0.0109458747470822
rdkit_MinPartialCharge,0.009921338022242302
mordred_AATS7se,0.00986680047032327
mordred_ATSC7s,0.007398740817475603
mordred_AATS6i,0.0015156621954888606
mordred_GATS8s,0.0006047849448893561
mordred_AATS4i,0.0004295828543030434
mordred_MATS2s,-0.0024017682399777754
mordred_ATSC2pe,-0.005265435790013376
rdkit_fr_allylic_oxid,-0.006618124911680157
mordred_GATS7c,-0.00793533922325632
mordred_BCUTs-1l,-0.008336381530156884
mordred_ATSC2Z,-0.010940155902581433
mordred_ETA_eta_B,-0.013984823644679772
mordred_SpMax_A,-0.014129020688633398
mordred_AATS3se,-0.020714664815870167
mordred_AXp-0dv,-0.02090398573434385
mordred_AATSC0c,-0.022441807768642897
mordred_BCUTZ-1h,-0.025500426994425247
mordred_ATSC8s,-0.025787577806291893
mordred_ATSC7dv,-0.026190340993680533
mordred_ATS0s,-0.026987918157148523
mordred_ATSC2se,-0.027769210489076927
rdkit_fr_Ndealkylation1,-0.028257717928035626
mordred_IC2,-0.02840690062796854
rdkit_VSA_EState4,-0.029887421493256596
mordred_AATSC1p,-0.03011115542967336
mordred_MDEC-11,-0.03318582498336625
mordred_MAXsssN,-0.03346586723275862
mordred_ATSC7d,-0.03577334750414055
mordred_BCUTdv-1l,-0.03594287527477133
mordred_ATSC7p,-0.03599923539691604
mordred_AATS8i,-0.03646057887275162
mordred_AATS8s,-0.03692488744975664
mordred_AATSC0Z,-0.03708383364390574
mordred_ETA_beta_ns_d,-0.038228130190858044
mordred_GATS6d,-0.03854409786086755
mordred_EState_VSA8,-0.03905273873213563
rdkit_EState_VSA9,-0.042010747481254516
mordred_JGI10,-0.04427697848696607
mordred_VSA_EState4,-0.046903378232191685
mordred_BCUTZ-1l,-0.0481882372974071
mordred_AXp-1dv,-0.04890276664936497
mordred_AATSC0d,-0.049880321048935965
rdkit_EState_VSA10,-0.05003421826461495
rdkit_SlogP_VSA10,-0.05848590981170944
mordred_AATSC0v,-0.05944292339616951
rdkit_VSA_EState7,-0.059723837838317376
mordred_ATSC1se,-0.06078548909887543
mordred_SdO,-0.0635693956599206
mordred_GATS3s,-0.06457864618800298
mordred_VSA_EState3,-0.06702577782872972
mordred_MATS7s,-0.06852159317995522
mordred_BCUTi-1l,-0.06896973302831795
mordred_AATSC1v,-0.06900011267413131
mordred_MAXssCH2,-0.07417830787414766
mordred_GATS4Z,-0.07463111261576413
mordred_ATSC4v,-0.07571479207628944
mordred_IC1,-0.07842944817632493
mordred_AXp-3d,-0.07901230888786641
rdkit_SMR_VSA2,-0.07993130651183437
mordred_ATSC2s,-0.08112589242567311
mordred_ATSC5c,-0.08427215314205633
mordred_RPCG,-0.08501701319899393
mordred_GATS8Z,-0.08528868166076864
mordred_MINaaCH,-0.08622447224448976
mordred_AATS0i,-0.08794872647473534
mordred_AXp-6d,-0.09432791067409908
mordred_TopoShapeIndex,-0.09475614196431688
mordred_JGI9,-0.09742503794296255
rdkit_SMR_VSA1,-0.10002073401583683
mordred_GATS1s,-0.10078814880001831
mordred_C2SP1,-0.10212530810405332
mordred_GATS1Z,-0.10314239772983222
mordred_nCl,-0.10872424460744198
rdkit_SlogP_VSA1,-0.10936989035881609
mordred_SlogP_VSA1,-0.10936989035881657
rdkit_fr_aryl_methyl,-0.11171820780715226
mordred_GATS8i,-0.11233317246896066
rdkit_VSA_EState3,-0.11280841106475015
mordred_AXp-2dv,-0.11651820182567393
rdkit_SlogP_VSA3,-0.1168429896484081
mordred_ATSC1c,-0.1222060744877102
mordred_BCUTse-1l,-0.12336640907902939
mordred_ATSC8se,-0.1255058920824882
mordred_AATS0s,-0.12682990130972713
mordred_SIC2,-0.1295998142257548
mordred_AXp-2d,-0.12981633076792154
mordred_EState_VSA1,-0.13024579662770713
mordred_BCUTi-1h,-0.13224432164175073
rdkit_EState_VSA11,-0.13344233594207608
mordred_Diameter,-0.13640809076981328
mordred_SIC1,-0.13658886492577063
mordred_GATS6dv,-0.1370719154221743
mordred_JGI5,-0.1370805915694872
mordred_GATS7Z,-0.13838640799174456
mordred_GATS5i,-0.13871158076970722
mordred_AXp-1d,-0.13924022533308286
mordred_GATS2dv,-0.13979047040699416
mordred_ATSC0se,-0.1416711650495925
rdkit_VSA_EState10,-0.1417248611879711
mordred_NsssCH,-0.1433026702078148
mordred_Xch-4d,-0.14330267020781484
rdkit_PEOE_VSA5,-0.14340988879899244
mordred_RotRatio,-0.14666861673442086
rdkit_PEOE_VSA14,-0.1469481944499859
mordred_Xch-7dv,-0.1488087541754848
mordred_VE2_A,-0.15249914586079963
mordred_VSA_EState1,-0.15635820512396825
rdkit_VSA_EState5,-0.16066643559616436
mordred_MATS1i,-0.16128184082425095
rdkit_PEOE_VSA12,-0.16151305901629517
mordred_ETA_dEpsilon_D,-0.16467789500489347
mordred_EState_VSA10,-0.16493866211566055
mordred_GATS2d,-0.16554234242056975
mordred_SssO,-0.1702613006363259
mordred_JGI6,-0.1720127179318734
mordred_AXp-3dv,-0.17277338194399786
mordred_ATSC4c,-0.17284193922889166
mordred_GATS5p,-0.17420516737949107
mordred_GATS3c,-0.17632530689638565
rdkit_fr_halogen,-0.17852757175781703
rdkit_SlogP_VSA4,-0.17857249816638732
mordred_ETA_shape_p,-0.17998475928853871
mordred_AETA_beta_ns_d,-0.1824561892230176
rdkit_SlogP_VSA11,-0.1856486940792284
rdkit_SMR_VSA9,-0.18564869407922852
rdkit_fr_ether,-0.18575449859797455
rdkit_qed,-0.1890253036418125
rdkit_PEOE_VSA6,-0.1933561304060966
mordred_AETA_eta_L,-0.1972843531729026
mordred_EState_VSA2,-0.20363309510900865
mordred_AATSC1i,-0.20860924869178216
rdkit_PEOE_VSA9,-0.20881112032066726
mordred_ATSC3v,-0.21002781087272201
mordred_GATS3se,-0.21787176614984147
mordred_GATS2i,-0.2180492697964048
mordred_MID_O,-0.22205855067263192
mordred_C2SP3,-0.22416529620131714
rdkit_PEOE_VSA10,-0.22426051334687908
mordred_nO,-0.22499205961119437
mordred_AXp-0d,-0.22551555492591224
mordred_ATSC5Z,-0.22773422428787915
rdkit_BalabanJ,-0.22897757226203352
mordred_ATSC2c,-0.22943080177852926
rdkit_FractionCSP3,-0.2353635417593432
mordred_GATS5v,-0.239499749571103
mordred_GATS3Z,-0.23976490002843093
mordred_SssCH2,-0.24153824647605837
mordred_SdsCH,-0.24201307326707658
mordred_SM1_Dzv,-0.24492493438472993
mordred_ATSC3d,-0.2519574391664854
mordred_SMR_VSA1,-0.2533223257483028
mordred_ATSC3p,-0.2533555331036673
rdkit_SMR_VSA5,-0.25475833208687143
mordred_ATSC8c,-0.25525519071657443
rdkit_NumAliphaticHeterocycles,-0.25531564150656755
mordred_ATSC8d,-0.26089674762585824
mordred_ATSC5se,-0.26718299700436826
mordred_AMID_O,-0.2692079628383202
mordred_JGI7,-0.2699606533029021
mordred_n6ARing,-0.2726398765887728
mordred_ATSC7i,-0.27555170598085754
mordred_GATS1dv,-0.2800467960867281
mordred_ATSC5s,-0.28395445075480524
mordred_ATSC4p,-0.2857708357033511
mordred_ATSC5pe,-0.2880756351699795
mordred_JGI4,-0.2918159381563758
mordred_C1SP3,-0.291970869736434
mordred_ATSC4i,-0.2940937292563446
mordred_GATS5d,-0.3002885598042558
mordred_MATS5s,-0.3031056931547947
mordred_GATS1d,-0.3060080110493292
mordred_AATS3i,-0.30821695102399754
mordred_JGI8,-0.3089024873885189
rdkit_SPS,-0.3176377314489634
mordred_NdsCH,-0.3194847785887583
mordred_AATS7i,-0.320027182420683
mordred_FilterItLogS,-0.3224853965795142
mordred_ATSC3i,-0.3246168896197795
mordred_ATSC8dv,-0.33076822231776054
mordred_NssCH2,-0.3464728009441561
mordred_GATS6i,-0.36056468301642186
rdkit_FpDensityMorgan1,-0.42919996863190496
mordred_EState_VSA5,-0.4351500473364579
mordred_MINaaN,-0.43539435154403877
mordred_nBondsD,-0.4689654234223876
rdkit_HallKierAlpha,-0.48587774159706226
mordred_SdCH2,-0.5045553794041648
mordred_NdCH2,-0.5105344851284284
mordred_VSA_EState8,-0.5633807229277976
rdkit_EState_VSA5,
mordred_C3SP3,
