MSE,R2,MAE,Model,Best Params
2.6953965836541154,0.25334451711516526,1.5470407268574284,Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.9}"
