MSE,R2,MAE,Model,Best Params
2.7071741600160335,0.25008199462810354,1.5247845375041977,XGBoost,"{'colsample_bytree': 1.0, 'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 2, 'n_estimators': 100, 'subsample': 0.9}"
