Model,R2,Q2,MSE,MAE
Random Forest,0.5701925923161217,0.2361595692333781,0.7489911499128752,0.7360267722476035
AdaBoost,0.6650569953267933,0.28229777564653546,0.7037498836949749,0.7126587840687838
XGBoost,0.7514540856112653,0.313742432542335,0.6729165201044103,0.685456927411568
MLP,0.023758432444644595,0.0049562971790598764,0.9756997628960651,0.8442804294163866
KNN,0.28424887165210677,0.1694578762686667,0.814396142503584,0.756428758824969
Gradient Boosting,0.8585207835254568,0.3472239948985675,0.6400858490899087,0.6665274752567656
SVR,0.3877288697398006,0.3983831374146831,0.5899212552319417,0.6520830360370564
