Model,PC,MSE,R2,Q2,MAE,Best Params
XGBoost,1,6.872548740824931,0.997626226765245,-0.2776442832204671,1.926229463071368,"{'max_depth': 3, 'n_estimators': 100}"
XGBoost,2,4.249996745735939,0.999999669379818,0.209902432027956,1.6542619792452788,"{'max_depth': 9, 'n_estimators': 100}"
XGBoost,3,4.272102057206293,0.9999996437528804,0.2057929340972777,1.7728600123471026,"{'max_depth': 3, 'n_estimators': 200}"
XGBoost,4,4.853750737899852,0.9999997770750032,0.0976612729398406,1.9040626017289275,"{'max_depth': 3, 'n_estimators': 200}"
XGBoost,5,3.677490468316367,0.9999999010564798,0.3163344705681655,1.736790079360713,"{'max_depth': 6, 'n_estimators': 100}"
XGBoost,6,2.263601540920722,0.9999999067225872,0.5791841313446608,1.2421726923856418,"{'max_depth': 9, 'n_estimators': 100}"
XGBoost,7,3.212916573582326,0.9999998924235728,0.4027012906700725,1.590689563325345,"{'max_depth': 6, 'n_estimators': 100}"
XGBoost,8,4.460648356886849,0.9999999024279748,0.1707411489453953,1.8469892761325264,"{'max_depth': 6, 'n_estimators': 100}"
XGBoost,9,3.4153523957421226,0.9999999180341864,0.3650673675572254,1.4676883581232836,"{'max_depth': 6, 'n_estimators': 100}"
XGBoost,10,3.5202087251144065,0.9999999260127255,0.3455740042019151,1.4651650171611337,"{'max_depth': 6, 'n_estimators': 100}"
