Model,PC,MSE,R2,Q2,MAE,Best Params
MLP,1,4.371295918166324,0.2612352323939464,0.187352254494191,1.8926435206208607,"{'alpha': 0.0001, 'hidden_layer_sizes': (100, 100)}"
MLP,2,3.861916688831215,0.6536487121580161,0.2820486305977575,1.795260302485339,"{'alpha': 0.001, 'hidden_layer_sizes': (100, 100)}"
MLP,3,5.701711712709872,0.4403966737387914,-0.0599792957511329,2.249052121133301,"{'alpha': 0.001, 'hidden_layer_sizes': (100,)}"
MLP,4,3.547932214392533,0.5753279064708292,0.3404200563838789,1.730881966247393,"{'alpha': 0.0001, 'hidden_layer_sizes': (100,)}"
MLP,5,3.203952746849709,0.6875310011623137,0.4043677149345779,1.642406948687797,"{'alpha': 0.0001, 'hidden_layer_sizes': (100,)}"
MLP,6,2.895748784197352,0.9070305821502436,0.4616645120616089,1.491532811878438,"{'alpha': 0.0001, 'hidden_layer_sizes': (100, 100)}"
MLP,7,2.5208139106037235,0.8504109205363262,0.5313669493802838,1.2696766427836244,"{'alpha': 0.001, 'hidden_layer_sizes': (100,)}"
MLP,8,2.8248546654021016,0.8640448788717296,0.4748441152930341,1.4689670647654696,"{'alpha': 0.001, 'hidden_layer_sizes': (100,)}"
MLP,9,3.913773972338877,0.947184987067384,0.2724080788438887,1.725800981832929,"{'alpha': 0.001, 'hidden_layer_sizes': (100, 100)}"
MLP,10,3.7861105483316773,0.9784802388231941,0.2961414054466145,1.7519595405860129,"{'alpha': 0.0001, 'hidden_layer_sizes': (100, 100)}"
