Model,R2,Q2,MSE,MAE
Random Forest,0.8345727695940831,-0.6610746130112846,1.6146885848598393,1.0875473851247413
AdaBoost,0.8560758334384444,-0.5630241003748346,1.5193761634589016,1.0254884309320962
XGBoost,0.6464539382339358,-0.1782992725415833,1.1453948967845806,0.9126135650353548
MLP,0.7113606448480586,-421031.3729382135,409274.9122252497,106.16753992547947
KNN,0.4875350455769444,-0.44978240567261607,1.409296778503174,0.9380741726851813
Gradient Boosting,0.8307000380716769,-0.8563268532677748,1.8044883452323879,1.135500342449577
SVR,0.6316916166202704,-0.24846663868901198,1.2136028172840339,0.9302553324871712
