Model,R2,Q2,MSE,MAE
Random Forest,0.531014742934004,-0.606439195075416,3.3565478325949685,1.4749636729442843
AdaBoost,0.8722992675535679,-0.9263653186139642,4.025012185211446,1.6488082699476307
XGBoost,0.7189304549961663,-0.5308173023994855,3.1985409184607505,1.4434982091862032
MLP,0.5455786053539902,-44334709253428.06,92634425697226.14,800532.6111940683
KNN,0.5013750293204893,-0.3299101208143951,2.7787587275322347,1.3052881905466778
Gradient Boosting,0.8069898543183579,-1.7334901062230048,5.7114457363771445,1.9862806425355888
SVR,0.8700370108607104,0.00010707162185719099,2.0892097577444453,1.1567726793162896
