MSE,R2,MAE,Model,Best Params
1.5370883076091055,0.3260248065514436,0.9493513685418109,Random Forest,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
