MSE,R2,MAE,Model,Best Params
0.8530574445111706,0.7636933941288522,0.7186802128961411,Gradient Boosting,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}"
