Model,R2,Q2,MSE,MAE
Random Forest,0.29645019771175773,0.19064817267136724,0.8030783163004996,0.7432098618905871
AdaBoost,0.23978700503518735,0.1449528533101403,0.848419438537229,0.7692464341040097
XGBoost,0.8699442973513053,0.34264481750208897,0.652259839721689,0.64928421016193
MLP,0.6413741284631003,0.17865517323963487,0.8149783546593651,0.719138539563853
KNN,0.5993116538983108,0.36541455134407097,0.6296666004171158,0.6176587943425398
Gradient Boosting,0.7235077660569773,0.32642466591973907,0.6683542643996274,0.6691727761797497
SVR,0.8574480691596429,0.4532720732962917,0.5424900865435337,0.5841514484681356
