Model,R2,Q2,MSE,MAE
Random Forest,0.7574572637640671,-0.06912997934770893,3.450195665058577,1.5074809481992582
AdaBoost,0.815543066537255,-0.4845277175189058,4.790728157083371,1.797473320763608
XGBoost,0.7145250159868592,-0.25025844262513597,4.034716397701186,1.6533180909710736
MLP,-0.5514641173949559,-28359.831566313576,91523.40689880519,33.56008119058268
KNN,0.5405638249863297,-0.39444994575845205,4.500037648305693,1.7142805317779075
Gradient Boosting,0.7812472254429447,-0.10467043283077482,3.5648884722103347,1.5579834062422426
SVR,0.030513270023616146,-0.00889696622132985,3.25581735297641,1.5248217270785887
