Model,PC,MSE,R2,Q2,MAE,Best Params
KNN,1,5.076018437818088,0.5011536684705942,0.0563404956191679,1.986169450470808,{'n_neighbors': 3}
KNN,2,4.246107240738379,0.5286436652262945,0.2106255122143751,1.7717044287446873,{'n_neighbors': 3}
KNN,3,4.034449414352089,0.35178765571971,0.2499738561955418,1.90613299483414,{'n_neighbors': 5}
KNN,4,3.978712190594582,0.1505172854412513,0.2603357099970779,1.8810746851821665,{'n_neighbors': 7}
KNN,5,4.259798383466303,0.1114437054412459,0.2080802541308378,1.9329014295017075,{'n_neighbors': 7}
KNN,6,4.181388717510798,0.2035327951052093,0.2226570385575791,1.8567008534458744,{'n_neighbors': 5}
KNN,7,4.360019459043286,0.2249707093155611,0.1894486097296126,1.8833730677444265,{'n_neighbors': 5}
KNN,8,4.472343404257888,0.2152069330853495,0.1685669758723343,1.87883114648967,{'n_neighbors': 5}
KNN,9,3.5772652663151274,0.2010504555781795,0.3349668820941592,1.7288431707169034,{'n_neighbors': 7}
KNN,10,3.526402823087665,0.2337280737419294,0.34442248761561123,1.5990094505892714,{'n_neighbors': 5}
